,2Salon,Area util_s2,Bloque_s2,Capacidad_s2,Ext_s2,Fijo/Movil_s2,Movil Express_s2,Tipo Mobiliario_s2
980,,,,,,,,
981,,,,,,,,
982,,,,,,,,
983,,,,,,,,
984,,,,,,,,
985,,,,,,,,
986,,,,,,,,
987,,,,,,,,
988,ML_511,"85,4",ML,61.0,1615.0,Fijo,Si,Silla móvil y mesa fija
989,ML_511,"85,4",ML,61.0,1615.0,Fijo,Si,Silla móvil y mesa fija
990,,,,,,,,
991,,,,,,,,
992,,,,,,,,
993,,,,,,,,
994,,,,,,,,
995,,,,,,,,
996,,,,,,,,
997,,,,,,,,
998,W_503,"54,8",W,24.0,5019.0,Fijo,Si,Silla móvil y mesa fija
999,W_503,"54,8",W,24.0,5019.0,Fijo,Si,Silla móvil y mesa fija
1000,W_503,"54,8",W,24.0,5019.0,Fijo,Si,Silla móvil y mesa fija
1001,W_503,"54,8",W,24.0,5019.0,Fijo,Si,Silla móvil y mesa fija
1002,,,,,,,,
1003,,,,,,,,
1004,,,,,,,,
1005,,,,,,,,
1006,,,,,,,,
1007,,,,,,,,
1008,,,,,,,,
1009,,,,,,,,
1010,,,,,,,,
1011,,,,,,,,
1012,,,,,,,,
1013,,,,,,,,
1014,,,,,,,,
1015,,,,,,,,
1016,,,,,,,,
1017,,,,,,,,
1018,,,,,,,,
1019,,,,,,,,
1020,,,,,,,,
1021,,,,,,,,
1022,,,,,,,,
1023,,,,,,,,
1024,,,,,,,,
1025,,,,,,,,
1026,,,,,,,,
1027,,,,,,,,
1028,,,,,,,,
1029,,,,,,,,
1030,,,,,,,,
1031,,,,,,,,
1032,,,,,,,,
1033,,,,,,,,
1034,,,,,,,,
1035,,,,,,,,
1036,,,,,,,,
1037,,,,,,,,
1038,,,,,,,,
1039,,,,,,,,
1040,,,,,,,,
1041,,,,,,,,
1042,,,,,,,,
1043,,,,,,,,
1044,,,,,,,,
1045,,,,,,,,
1046,,,,,,,,
1047,,,,,,,,
1048,,,,,,,,
1049,,,,,,,,
1050,,,,,,,,
1051,,,,,,,,
1052,,,,,,,,
1053,,,,,,,,
1054,,,,,,,,
1055,,,,,,,,
1056,,,,,,,,
1057,,,,,,,,
1058,,,,,,,,
1059,,,,,,,,
1060,,,,,,,,
1061,,,,,,,,
1062,,,,,,,,
1063,,,,,,,,
1064,ML_606,"125,7",ML,81.0,1612.0,Fijo,Si,Silla móvil y mesa fija
1065,,,,,,,,
1066,,,,,,,,
1067,,,,,,,,
1068,,,,,,,,
1069,,,,,,,,
1070,,,,,,,,
1071,,,,,,,,
1072,,,,,,,,
1073,,,,,,,,
1074,,,,,,,,
1075,,,,,,,,
1076,,,,,,,,
1077,,,,,,,,
1078,,,,,,,,
1079,,,,,,,,
1080,,,,,,,,
1081,,,,,,,,
1082,,,,,,,,
1083,,,,,,,,
1084,,,,,,,,
1085,,,,,,,,
1086,,,,,,,,
1087,,,,,,,,
1088,,,,,,,,
1089,,,,,,,,
1090,,,,,,,,
1091,,,,,,,,
1092,,,,,,,,
1093,,,,,,,,
1094,,,,,,,,
1095,,,,,,,,
1096,,,,,,,,
1097,,,,,,,,
1098,,,,,,,,
1099,,,,,,,,
1100,,,,,,,,
1101,,,,,,,,
1102,,,,,,,,
1103,,,,,,,,
1104,,,,,,,,
1105,,,,,,,,
1106,,,,,,,,
1107,,,,,,,,
1108,,,,,,,,
1109,,,,,,,,
1110,,,,,,,,
1111,,,,,,,,
1112,,,,,,,,
1113,,,,,,,,
1114,,,,,,,,
1115,,,,,,,,
1116,,,,,,,,
1117,,,,,,,,
1118,,,,,,,,
1119,,,,,,,,
1120,,,,,,,,
1121,,,,,,,,
1122,,,,,,,,
1123,,,,,,,,
1124,,,,,,,,
1125,,,,,,,,
1126,,,,,,,,
1127,,,,,,,,
1128,,,,,,,,
1129,,,,,,,,
1130,,,,,,,,
1131,,,,,,,,
1132,,,,,,,,
1133,,,,,,,,
1134,,,,,,,,
1135,,,,,,,,
1136,W_502,"55,0",W,24.0,5018.0,Fijo,Si,Silla móvil y mesa fija
1137,W_502,"55,0",W,24.0,5018.0,Fijo,Si,Silla móvil y mesa fija
1138,SD_715,"140,4",Sd,65.0,1109.0,Fijo,Si,Silla móvil y mesa fija
1139,AU_201,"59,8",Au,44.0,5608.0,Movil,Si,Mesa trapezoidal con silla móviles
1140,AU_205,"59,8",Au,40.0,5612.0,Movil,SI,"Silla móvil, mesa móvil"
1141,,,,,,,,
1142,,,,,,,,
1143,,,,,,,,
1144,,,,,,,,
1145,,,,,,,,
1146,,,,,,,,
1147,,,,,,,,
1148,,,,,,,,
1149,,,,,,,,
1150,,,,,,,,
1151,,,,,,,,
1152,,,,,,,,
1153,,,,,,,,
1154,,,,,,,,
1155,,,,,,,,
1156,,,,,,,,
1157,,,,,,,,
1158,,,,,,,,
1159,,,,,,,,
1160,,,,,,,,
1161,,,,,,,,
1162,,,,,,,,
1163,,,,,,,,
1164,,,,,,,,
1165,,,,,,,,
1166,,,,,,,,
1167,,,,,,,,
1168,,,,,,,,
1169,,,,,,,,
1170,,,,,,,,
1171,,,,,,,,
1172,,,,,,,,
1173,,,,,,,,
1174,,,,,,,,
1175,,,,,,,,
1176,,,,,,,,
1177,,,,,,,,
1178,,,,,,,,
1179,,,,,,,,
1180,,,,,,,,
1181,,,,,,,,
1182,C_309,"89,7",C,60.0,nan,Movil,si,"Silla móvil, mesa móvil"
1183,,,,,,,,
1184,,,,,,,,
1185,,,,,,,,
1186,,,,,,,,
1187,,,,,,,,
1188,,,,,,,,
1189,,,,,,,,
1190,,,,,,,,
1191,,,,,,,,
1192,,,,,,,,
1193,,,,,,,,
1194,,,,,,,,
1195,,,,,,,,
1196,,,,,,,,
1197,,,,,,,,
1198,,,,,,,,
1199,,,,,,,,
1200,,,,,,,,
1201,,,,,,,,
1202,,,,,,,,
1203,,,,,,,,
1204,SD_807,"140,4",Sd,82.0,1114.0,Fijo,Si,Silla móvil y mesa fija
1205,,,,,,,,
1206,,,,,,,,
1207,,,,,,,,
1208,,,,,,,,
1209,,,,,,,,
1210,,,,,,,,
1211,,,,,,,,
1212,O_202,"70,6",O,62.0,5257.0,Fijo,No,Silla móvil y mesa fija
1213,,,,,,,,
1214,,,,,,,,
1215,,,,,,,,
1216,,,,,,,,
1217,,,,,,,,
1218,,,,,,,,
1219,,,,,,,,
1220,SD_805,"233,1",Sd,135.0,1119.0,Fijo,Si,Silla móvil y mesa fija
1221,,,,,,,,
1222,,,,,,,,
1223,,,,,,,,
1224,,,,,,,,
1225,,,,,,,,
1226,,,,,,,,
1227,,,,,,,,
1228,,,,,,,,
1229,,,,,,,,
1230,,,,,,,,
1231,,,,,,,,
1232,,,,,,,,
1233,,,,,,,,
1234,,,,,,,,
1235,ML_603,"165,6",ML,117.0,1626.0,Fijo,Si,Silla móvil y mesa fija
1236,G_101,"120,6",G,84.0,5501.0,Fijo,No,Silla móvil y mesa fija
1237,,,,,,,,
1238,,,,,,,,
1239,,,,,,,,
1240,,,,,,,,
1241,,,,,,,,
1242,R_111,"83,0",R,70.0,nan,Fijo,No,Silla y superficie abatible fijas
1243,,,,,,,,
1244,,,,,,,,
1245,,,,,,,,
1246,,,,,,,,
1247,,,,,,,,
1248,,,,,,,,
1249,O_103,"94,0",O,121.0,5252.0,Fijo,No,Silla y superficie abatible fijas
1250,,,,,,,,
1251,,,,,,,,
1252,,,,,,,,
1253,,,,,,,,
1254,,,,,,,,
1255,,,,,,,,
1256,,,,,,,,
1257,,,,,,,,
1258,,,,,,,,
1259,,,,,,,,
1260,,,,,,,,
1261,,,,,,,,
1262,,,,,,,,
1263,,,,,,,,
1264,W_505,"82,6",W,42.0,5021.0,Fijo,Si,Silla móvil y mesa fija
1265,,,,,,,,
1266,,,,,,,,
1267,,,,,,,,
1268,,,,,,,,
1269,,,,,,,,
1270,,,,,,,,
1271,,,,,,,,
1272,,,,,,,,
1273,,,,,,,,
1274,,,,,,,,
1275,R_113,"83,5",R,77.0,nan,Fijo,No,Silla y superficie abatible fijas
1276,,,,,,,,
1277,,,,,,,,
1278,,,,,,,,
1279,,,,,,,,
1280,,,,,,,,
1281,,,,,,,,
1282,ML_617,"146,7",ML,94.0,1625.0,Fijo,SI,Silla móvil y mesa fija
1283,,,,,,,,
1284,,,,,,,,
1285,,,,,,,,
1286,W_201,"55,8",W,24.0,5004.0,Fijo,Si,Silla móvil y mesa fija
1287,,,,,,,,
1288,,,,,,,,
1289,,,,,,,,
1290,,,,,,,,
1291,,,,,,,,
1292,,,,,,,,
1293,,,,,,,,
1294,,,,,,,,
1295,,,,,,,,
1296,C_108,"40,2",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
1297,,,,,,,,
1298,,,,,,,,
1299,ML_512,"92,2",ML,61.0,1621.0,Fijo,Si,Silla móvil y mesa fija
1300,,,,,,,,
1301,,,,,,,,
1302,,,,,,,,
1303,,,,,,,,
1304,,,,,,,,
1305,,,,,,,,
1306,,,,,,,,
1307,LL_105,"37,8",LL,38.0,5080.0,Movil,SI,Pupitre universitario
1308,,,,,,,,
1309,,,,,,,,
1310,,,,,,,,
1311,,,,,,,,
1312,,,,,,,,
1313,,,,,,,,
1314,,,,,,,,
1315,,,,,,,,
1316,,,,,,,,
1317,ML_512,"92,2",ML,61.0,1621.0,Fijo,Si,Silla móvil y mesa fija
1318,,,,,,,,
1319,,,,,,,,
1320,,,,,,,,
1321,,,,,,,,
1322,,,,,,,,
1323,,,,,,,,
1324,,,,,,,,
1325,,,,,,,,
1326,,,,,,,,
1327,,,,,,,,
1328,,,,,,,,
1329,,,,,,,,
1330,,,,,,,,
1331,,,,,,,,
1332,,,,,,,,
1333,,,,,,,,
1334,,,,,,,,
1335,,,,,,,,
1336,,,,,,,,
1337,ML_514,"98,1",ML,69.0,1620.0,Fijo,Si,Silla móvil y mesa fija
1338,SD_801,"140,0",Sd,82.0,1110.0,Fijo,Si,Silla móvil y mesa fija
1339,,,,,,,,
1340,,,,,,,,
1341,,,,,,,,
1342,R_113,"83,5",R,77.0,nan,Fijo,No,Silla y superficie abatible fijas
1343,,,,,,,,
1344,,,,,,,,
1345,,,,,,,,
1346,,,,,,,,
1347,,,,,,,,
1348,,,,,,,,
1349,W_504,"82,3",W,42.0,5020.0,Fijo,Si,Silla móvil y mesa fija
1350,,,,,,,,
1351,Q_307,"88,1",Q,42.0,1455.0,Fijo,SI,Silla móvil y mesa fija
1352,,,,,,,,
1353,,,,,,,,
1354,,,,,,,,
1355,,,,,,,,
1356,,,,,,,,
1357,,,,,,,,
1358,AU_104,"62,6",Au,48.0,5604.0,Movil,Si,Mesa trapezoidal con silla móviles
1359,,,,,,,,
1360,,,,,,,,
1361,,,,,,,,
1362,,,,,,,,
1363,,,,,,,,
1364,W_404,"139,7",W,79.0,5016.0,Fijo,Si,Silla móvil y mesa fija
1365,,,,,,,,
1366,,,,,,,,
1367,,,,,,,,
1368,AU_104,"62,6",Au,48.0,5604.0,Movil,Si,Mesa trapezoidal con silla móviles
1369,,,,,,,,
1370,,,,,,,,
1371,,,,,,,,
1372,W_201,"55,8",W,24.0,5004.0,Fijo,Si,Silla móvil y mesa fija
1373,,,,,,,,
1374,,,,,,,,
1375,LL_202,"51,7",LL,32.0,5085.0,Fijo,Si,Silla móvil y mesa fija
1376,W_202,"54,8",W,24.0,5005.0,Fijo,Si,Silla móvil y mesa fija
1377,,,,,,,,
1378,AU_102,"62,6",Au,48.0,5602.0,Movil,Si,Mesa trapezoidal con silla móviles
1379,,,,,,,,
1380,,,,,,,,
1381,,,,,,,,
1382,AU_104,"62,6",Au,48.0,5604.0,Movil,Si,Mesa trapezoidal con silla móviles
1383,,,,,,,,
1384,,,,,,,,
1385,,,,,,,,
1386,,,,,,,,
1387,,,,,,,,
1388,,,,,,,,
1389,,,,,,,,
1390,,,,,,,,
1391,,,,,,,,
1392,,,,,,,,
1393,W_505,"82,6",W,42.0,5021.0,Fijo,Si,Silla móvil y mesa fija
1394,W_505,"82,6",W,42.0,5021.0,Fijo,Si,Silla móvil y mesa fija
1395,W_505,"82,6",W,42.0,5021.0,Fijo,Si,Silla móvil y mesa fija
1396,,,,,,,,
1397,LL_101,"51,7",LL,47.0,5076.0,Movil,SI,Pupitre universitario
1398,,,,,,,,
1399,R_113,"83,5",R,77.0,nan,Fijo,No,Silla y superficie abatible fijas
1400,C_105,"86,7",C,60.0,nan,Fijo,si,Silla móvil y mesa fija
1401,,,,,,,,
1402,,,,,,,,
1403,,,,,,,,
1404,,,,,,,,
1405,,,,,,,,
1406,,,,,,,,
1407,,,,,,,,
1408,O_105,"72,7",O,62.0,5254.0,Fijo,No,Silla móvil y mesa fija
1409,,,,,,,,
1410,,,,,,,,
1411,G_102,"48,6",G,20.0,5502.0,Fijo,No,Silla móvil y mesa fija
1412,,,,,,,,
1413,,,,,,,,
1414,AU_311,"21,3",Au,19.0,5629.0,Movil,No,Pupitre universitario
1415,C_210,"42,6",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
1416,,,,,,,,
1417,,,,,,,,
1418,,,,,,,,
1419,,,,,,,,
1420,W_505,"82,6",W,42.0,5021.0,Fijo,Si,Silla móvil y mesa fija
1421,ML_614,"109,6",ML,44.0,1627.0,Movil,SI,"Silla móvil, mesa móvil"
1422,AU_205,"59,8",Au,40.0,5612.0,Movil,SI,"Silla móvil, mesa móvil"
1423,,,,,,,,
1424,,,,,,,,
1425,,,,,,,,
1426,,,,,,,,
1427,,,,,,,,
1428,,,,,,,,
1429,,,,,,,,
1430,,,,,,,,
1431,C_309,"89,7",C,60.0,nan,Movil,si,"Silla móvil, mesa móvil"
1432,,,,,,,,
1433,ML_516,"121,9",ML,44.0,1618.0,Movil,Si,"Silla móvil, mesa móvil"
1434,AU_401,"46,0",Au,40.0,5631.0,Movil,Si,"Silla móvil, mesa móvil"
1435,,,,,,,,
1436,,,,,,,,
1437,SD_207,"58,2",Sd,24.0,nan,Movil,Si,"Silla móvil, mesa móvil"
1438,SD_201,"58,8",Sd,26.0,nan,Movil,Si,"Silla móvil, mesa móvil"
1439,ML_512,"92,2",ML,61.0,1621.0,Fijo,Si,Silla móvil y mesa fija
1440,ML_509,"85,4",ML,61.0,1613.0,Fijo,Si,Silla móvil y mesa fija
1441,ML_511,"85,4",ML,61.0,1615.0,Fijo,Si,Silla móvil y mesa fija
1442,SD_704,"144,8",Sd,60.0,1106.0,Movil,Si,"Silla móvil, mesa móvil"
1443,ML_615,"109,6",ML,80.0,1623.0,Fijo,SI,Silla móvil y mesa fija
1444,C_308,"89,8",C,60.0,nan,Movil,si,"Silla móvil, mesa móvil"
1445,AU_204,"37,9",Au,40.0,5611.0,Movil,No,Pupitre universitario
1446,O_105,"72,7",O,62.0,5254.0,Fijo,No,Silla móvil y mesa fija
1447,C_105,"86,7",C,60.0,nan,Fijo,si,Silla móvil y mesa fija
1448,ML_604,"125,7",ML,81.0,1616.0,Fijo,Si,Silla móvil y mesa fija
1449,,,,,,,,
1450,W_403,"81,2",W,42.0,5015.0,Fijo,Si,Silla móvil y mesa fija
1451,LL_206,"51,2",LL,32.0,5088.0,Fijo,Si,Silla móvil y mesa fija
1452,,,,,,,,
1453,,,,,,,,
1454,,,,,,,,
1455,,,,,,,,
1456,,,,,,,,
1457,,,,,,,,
1458,,,,,,,,
1459,,,,,,,,
1460,,,,,,,,
1461,,,,,,,,
1462,,,,,,,,
1463,,,,,,,,
1464,,,,,,,,
1465,,,,,,,,
1466,,,,,,,,
1467,,,,,,,,
1468,,,,,,,,
1469,,,,,,,,
1470,,,,,,,,
1471,,,,,,,,
1472,,,,,,,,
1473,,,,,,,,
1474,,,,,,,,
1475,,,,,,,,
1476,,,,,,,,
1477,,,,,,,,
1478,,,,,,,,
1479,,,,,,,,
1480,,,,,,,,
1481,,,,,,,,
1482,O_101,"94,0",O,121.0,5250.0,Fijo,No,Silla y superficie abatible fijas
1483,,,,,,,,
1484,O_101,"94,0",O,121.0,5250.0,Fijo,No,Silla y superficie abatible fijas
1485,,,,,,,,
1486,,,,,,,,
1487,,,,,,,,
1488,,,,,,,,
1489,,,,,,,,
1490,,,,,,,,
1491,,,,,,,,
1492,,,,,,,,
1493,,,,,,,,
1494,,,,,,,,
1495,,,,,,,,
1496,,,,,,,,
1497,,,,,,,,
1498,,,,,,,,
1499,,,,,,,,
1500,,,,,,,,
1501,,,,,,,,
1502,,,,,,,,
1503,,,,,,,,
1504,,,,,,,,
1505,,,,,,,,
1506,,,,,,,,
1507,,,,,,,,
1508,,,,,,,,
1509,,,,,,,,
1510,,,,,,,,
1511,,,,,,,,
1512,,,,,,,,
1513,,,,,,,,
1514,,,,,,,,
1515,,,,,,,,
1516,,,,,,,,
1517,,,,,,,,
1518,,,,,,,,
1519,,,,,,,,
1520,,,,,,,,
1521,,,,,,,,
1522,,,,,,,,
1523,,,,,,,,
1524,,,,,,,,
1525,,,,,,,,
1526,,,,,,,,
1527,,,,,,,,
1528,,,,,,,,
1529,,,,,,,,
1530,,,,,,,,
1531,,,,,,,,
1532,,,,,,,,
1533,,,,,,,,
1534,,,,,,,,
1535,,,,,,,,
1536,,,,,,,,
1537,,,,,,,,
1538,,,,,,,,
1539,,,,,,,,
1540,,,,,,,,
1541,,,,,,,,
1542,,,,,,,,
1543,,,,,,,,
1544,,,,,,,,
1545,,,,,,,,
1546,,,,,,,,
1547,,,,,,,,
1548,,,,,,,,
1549,,,,,,,,
1550,,,,,,,,
1551,,,,,,,,
1552,,,,,,,,
1553,,,,,,,,
1554,,,,,,,,
1555,,,,,,,,
1556,,,,,,,,
1557,,,,,,,,
1558,,,,,,,,
1559,,,,,,,,
1560,,,,,,,,
1561,,,,,,,,
1562,,,,,,,,
1563,,,,,,,,
1564,,,,,,,,
1565,,,,,,,,
1566,,,,,,,,
1567,,,,,,,,
1568,,,,,,,,
1569,,,,,,,,
1570,,,,,,,,
1571,,,,,,,,
1572,,,,,,,,
1573,,,,,,,,
1574,,,,,,,,
1575,,,,,,,,
1576,,,,,,,,
1577,,,,,,,,
1578,,,,,,,,
1579,,,,,,,,
1580,,,,,,,,
1581,ML_617,"146,7",ML,94.0,1625.0,Fijo,SI,Silla móvil y mesa fija
1582,,,,,,,,
1583,,,,,,,,
1584,,,,,,,,
1585,,,,,,,,
1586,,,,,,,,
1587,,,,,,,,
1588,,,,,,,,
1589,,,,,,,,
1590,,,,,,,,
1591,,,,,,,,
1592,,,,,,,,
1593,,,,,,,,
1594,,,,,,,,
1595,,,,,,,,
1596,,,,,,,,
1597,,,,,,,,
1598,,,,,,,,
1599,,,,,,,,
1600,,,,,,,,
1601,,,,,,,,
1602,,,,,,,,
1603,,,,,,,,
1604,,,,,,,,
1605,,,,,,,,
1606,,,,,,,,
1607,,,,,,,,
1608,,,,,,,,
1609,,,,,,,,
1610,,,,,,,,
1611,,,,,,,,
1612,,,,,,,,
1613,,,,,,,,
1614,,,,,,,,
1615,,,,,,,,
1616,,,,,,,,
1617,,,,,,,,
1618,,,,,,,,
1619,,,,,,,,
1620,,,,,,,,
1621,,,,,,,,
1622,,,,,,,,
1623,,,,,,,,
1624,,,,,,,,
1625,,,,,,,,
1626,,,,,,,,
1627,,,,,,,,
1628,,,,,,,,
1629,,,,,,,,
1630,,,,,,,,
1631,,,,,,,,
1632,,,,,,,,
1633,,,,,,,,
1634,,,,,,,,
1635,,,,,,,,
1636,,,,,,,,
1637,,,,,,,,
1638,,,,,,,,
1639,,,,,,,,
1640,,,,,,,,
1641,,,,,,,,
1642,,,,,,,,
1643,,,,,,,,
1644,,,,,,,,
1645,,,,,,,,
1646,,,,,,,,
1647,,,,,,,,
1648,,,,,,,,
1649,,,,,,,,
1650,,,,,,,,
1651,,,,,,,,
1652,,,,,,,,
1653,,,,,,,,
1654,,,,,,,,
1655,,,,,,,,
1656,R_209,"172,1",R,192.0,nan,Fijo,No,Silla y superficie abatible fijas
1657,,,,,,,,
1658,,,,,,,,
1659,,,,,,,,
1660,,,,,,,,
1661,,,,,,,,
1662,,,,,,,,
1663,,,,,,,,
1664,,,,,,,,
1665,,,,,,,,
1666,,,,,,,,
1667,,,,,,,,
1668,,,,,,,,
1669,Z_104,"32,9",Z,32.0,nan,Movil,No,Pupitre universitario
1670,ML_615,"109,6",ML,80.0,1623.0,Fijo,SI,Silla móvil y mesa fija
1671,ML_606,"125,7",ML,81.0,1612.0,Fijo,Si,Silla móvil y mesa fija
1672,,,,,,,,
1673,,,,,,,,
1674,,,,,,,,
1675,,,,,,,,
1676,,,,,,,,
1677,,,,,,,,
1678,,,,,,,,
1679,,,,,,,,
1680,,,,,,,,
1681,,,,,,,,
1682,,,,,,,,
1683,,,,,,,,
1684,,,,,,,,
1685,,,,,,,,
1686,,,,,,,,
1687,,,,,,,,
1688,,,,,,,,
1689,O_303,"64,2",O,56.0,5263.0,Fijo,No,Silla móvil y mesa fija
1690,,,,,,,,
1691,SD_207,"58,2",Sd,24.0,nan,Movil,Si,"Silla móvil, mesa móvil"
1692,,,,,,,,
1693,W_504,"82,3",W,42.0,5020.0,Fijo,Si,Silla móvil y mesa fija
1694,W_202,"54,8",W,24.0,5005.0,Fijo,Si,Silla móvil y mesa fija
1695,ML_516,"121,9",ML,44.0,1618.0,Movil,Si,"Silla móvil, mesa móvil"
1696,LL_106,"38,0",LL,36.0,5081.0,Movil,SI,Pupitre universitario
1697,,,,,,,,
1698,O_202,"70,6",O,62.0,5257.0,Fijo,No,Silla móvil y mesa fija
1699,,,,,,,,
1700,LL_105,"37,8",LL,38.0,5080.0,Movil,SI,Pupitre universitario
1701,,,,,,,,
1702,,,,,,,,
1703,,,,,,,,
1704,,,,,,,,
1705,,,,,,,,
1706,SD_207,"58,2",Sd,24.0,nan,Movil,Si,"Silla móvil, mesa móvil"
1707,,,,,,,,
1708,LL_106,"38,0",LL,36.0,5081.0,Movil,SI,Pupitre universitario
1709,,,,,,,,
1710,,,,,,,,
1711,W_503,"54,8",W,24.0,5019.0,Fijo,Si,Silla móvil y mesa fija
1712,C_210,"42,6",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
1713,LL_105,"37,8",LL,38.0,5080.0,Movil,SI,Pupitre universitario
1714,,,,,,,,
1715,,,,,,,,
1716,,,,,,,,
1717,,,,,,,,
1718,,,,,,,,
1719,,,,,,,,
1720,,,,,,,,
1721,,,,,,,,
1722,,,,,,,,
1723,,,,,,,,
1724,,,,,,,,
1725,,,,,,,,
1726,,,,,,,,
1727,,,,,,,,
1728,,,,,,,,
1729,,,,,,,,
1730,,,,,,,,
1731,,,,,,,,
1732,,,,,,,,
1733,,,,,,,,
1734,,,,,,,,
1735,,,,,,,,
1736,,,,,,,,
1737,,,,,,,,
1738,,,,,,,,
1739,,,,,,,,
1740,,,,,,,,
1741,,,,,,,,
1742,,,,,,,,
1743,,,,,,,,
1744,,,,,,,,
1745,,,,,,,,
1746,ML_614,"109,6",ML,44.0,1627.0,Movil,SI,"Silla móvil, mesa móvil"
1747,ML_511,"85,4",ML,61.0,1615.0,Fijo,Si,Silla móvil y mesa fija
1748,,,,,,,,
1749,,,,,,,,
1750,,,,,,,,
1751,,,,,,,,
1752,C_205,"42,6",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
1753,,,,,,,,
1754,,,,,,,,
1755,,,,,,,,
1756,,,,,,,,
1757,,,,,,,,
1758,,,,,,,,
1759,LL_108,"38,0",LL,36.0,5083.0,Movil,SI,Pupitre universitario
1760,,,,,,,,
1761,,,,,,,,
1762,,,,,,,,
1763,,,,,,,,
1764,,,,,,,,
1765,,,,,,,,
1766,,,,,,,,
1767,,,,,,,,
1768,,,,,,,,
1769,,,,,,,,
1770,,,,,,,,
1771,,,,,,,,
1772,,,,,,,,
1773,,,,,,,,
1774,,,,,,,,
1775,,,,,,,,
1776,LL_303,"51,5",LL,50.0,5091.0,Movil,No,Pupitre universitario
1777,LL_303,"51,5",LL,50.0,5091.0,Movil,No,Pupitre universitario
1778,,,,,,,,
1779,,,,,,,,
1780,,,,,,,,
1781,,,,,,,,
1782,R_209,"172,1",R,192.0,nan,Fijo,No,Silla y superficie abatible fijas
1783,ML_603,"165,6",ML,117.0,1626.0,Fijo,Si,Silla móvil y mesa fija
1784,,,,,,,,
1785,,,,,,,,
1786,O_104,"94,0",O,121.0,5253.0,Fijo,No,Silla y superficie abatible fijas
1787,,,,,,,,
1788,O_102,"94,0",O,121.0,5251.0,Fijo,No,Silla y superficie abatible fijas
1789,,,,,,,,
1790,SD_806,"140,4",Sd,82.0,1164.0,Fijo,Si,Silla móvil y mesa fija
1791,W_505,"82,6",W,42.0,5021.0,Fijo,Si,Silla móvil y mesa fija
1792,,,,,,,,
1793,,,,,,,,
1794,,,,,,,,
1795,,,,,,,,
1796,,,,,,,,
1797,,,,,,,,
1798,,,,,,,,
1799,,,,,,,,
1800,,,,,,,,
1801,,,,,,,,
1802,,,,,,,,
1803,,,,,,,,
1804,,,,,,,,
1805,ML_512,"92,2",ML,61.0,1621.0,Fijo,Si,Silla móvil y mesa fija
1806,R_209,"172,1",R,192.0,nan,Fijo,No,Silla y superficie abatible fijas
1807,,,,,,,,
1808,,,,,,,,
1809,,,,,,,,
1810,,,,,,,,
1811,,,,,,,,
1812,,,,,,,,
1813,,,,,,,,
1814,,,,,,,,
1815,,,,,,,,
1816,,,,,,,,
1817,,,,,,,,
1818,AU_203,"59,8",Au,48.0,5610.0,Movil,SI,"Silla móvil, mesa móvil"
1819,,,,,,,,
1820,,,,,,,,
1821,,,,,,,,
1822,AU_204,"37,9",Au,40.0,5611.0,Movil,No,Pupitre universitario
1823,,,,,,,,
1824,,,,,,,,
1825,,,,,,,,
1826,,,,,,,,
1827,,,,,,,,
1828,,,,,,,,
1829,,,,,,,,
1830,,,,,,,,
1831,,,,,,,,
1832,,,,,,,,
1833,,,,,,,,
1834,,,,,,,,
1835,,,,,,,,
1836,,,,,,,,
1837,W_204,"82,4",W,42.0,5007.0,Fijo,Si,Silla móvil y mesa fija
1838,,,,,,,,
1839,,,,,,,,
1840,,,,,,,,
1841,,,,,,,,
1842,SD_801,"140,0",Sd,82.0,1110.0,Fijo,Si,Silla móvil y mesa fija
1843,LL_206,"51,2",LL,32.0,5088.0,Fijo,Si,Silla móvil y mesa fija
1844,,,,,,,,
1845,,,,,,,,
1846,SD_716,"140,4",Sd,65.0,1105.0,Fijo,Si,Silla móvil y mesa fija
1847,,,,,,,,
1848,,,,,,,,
1849,,,,,,,,
1850,,,,,,,,
1851,,,,,,,,
1852,,,,,,,,
1853,,,,,,,,
1854,ML_511,"85,4",ML,61.0,1615.0,Fijo,Si,Silla móvil y mesa fija
1855,,,,,,,,
1856,,,,,,,,
1857,,,,,,,,
1858,,,,,,,,
1859,,,,,,,,
1860,,,,,,,,
1861,ML_617,"146,7",ML,94.0,1625.0,Fijo,SI,Silla móvil y mesa fija
1862,,,,,,,,
1863,,,,,,,,
1864,,,,,,,,
1865,,,,,,,,
1866,AU_102,"62,6",Au,48.0,5602.0,Movil,Si,Mesa trapezoidal con silla móviles
1867,ML_514,"98,1",ML,69.0,1620.0,Fijo,Si,Silla móvil y mesa fija
1868,C_104,"130,8",C,100.0,nan,Fijo,si,Silla móvil y mesa fija
1869,,,,,,,,
1870,,,,,,,,
1871,,,,,,,,
1872,,,,,,,,
1873,,,,,,,,
1874,,,,,,,,
1875,,,,,,,,
1876,,,,,,,,
1877,,,,,,,,
1878,,,,,,,,
1879,ML_607,"125,7",ML,81.0,1624.0,Fijo,Si,Silla móvil y mesa fija
1880,,,,,,,,
1881,,,,,,,,
1882,,,,,,,,
1883,,,,,,,,
1884,SD_803,"140,0",Sd,82.0,1163.0,Fijo,Si,Silla móvil y mesa fija
1885,,,,,,,,
1886,,,,,,,,
