,2Salon,Area util_s2,Bloque_s2,Capacidad_s2,Ext_s2,Fijo/Movil_s2,Movil Express_s2,Tipo Mobiliario_s2
147,SD_807,"140,4",Sd,82.0,1114.0,Fijo,Si,Silla móvil y mesa fija
148,,,,,,,,
149,,,,,,,,
150,,,,,,,,
151,ML_606,"125,7",ML,81.0,1612.0,Fijo,Si,Silla móvil y mesa fija
152,,,,,,,,
153,,,,,,,,
154,,,,,,,,
155,,,,,,,,
156,,,,,,,,
157,,,,,,,,
158,,,,,,,,
159,,,,,,,,
160,,,,,,,,
161,,,,,,,,
162,,,,,,,,
163,,,,,,,,
164,,,,,,,,
165,AU_307,"29,4",Au,31.0,5625.0,Movil,No,Pupitre universitario
166,,,,,,,,
167,,,,,,,,
168,,,,,,,,
169,AU_207,"42,5",Au,30.0,5614.0,Movil,SI,"Silla móvil, mesa móvil"
170,,,,,,,,
171,,,,,,,,
172,,,,,,,,
173,,,,,,,,
174,,,,,,,,
175,,,,,,,,
176,,,,,,,,
177,,,,,,,,
178,,,,,,,,
179,,,,,,,,
180,,,,,,,,
181,,,,,,,,
182,,,,,,,,
183,,,,,,,,
184,,,,,,,,
185,,,,,,,,
186,,,,,,,,
187,,,,,,,,
188,,,,,,,,
189,,,,,,,,
190,,,,,,,,
191,R_209,"172,1",R,192.0,nan,Fijo,No,Silla y superficie abatible fijas
192,,,,,,,,
193,SD_805,"233,1",Sd,135.0,1119.0,Fijo,Si,Silla móvil y mesa fija
194,,,,,,,,
195,,,,,,,,
196,,,,,,,,
197,,,,,,,,
198,,,,,,,,
199,,,,,,,,
200,,,,,,,,
201,,,,,,,,
202,,,,,,,,
203,,,,,,,,
204,G_101,"120,6",G,84.0,5501.0,Fijo,No,Silla móvil y mesa fija
205,,,,,,,,
206,,,,,,,,
207,,,,,,,,
208,,,,,,,,
209,,,,,,,,
210,,,,,,,,
211,,,,,,,,
212,,,,,,,,
213,,,,,,,,
214,,,,,,,,
215,,,,,,,,
216,,,,,,,,
217,,,,,,,,
218,,,,,,,,
219,,,,,,,,
220,,,,,,,,
221,,,,,,,,
222,,,,,,,,
223,,,,,,,,
224,,,,,,,,
225,,,,,,,,
226,,,,,,,,
227,,,,,,,,
228,,,,,,,,
229,,,,,,,,
230,,,,,,,,
231,,,,,,,,
232,,,,,,,,
233,,,,,,,,
234,,,,,,,,
235,,,,,,,,
236,,,,,,,,
237,,,,,,,,
238,SD_801,"140,0",Sd,82.0,1110.0,Fijo,Si,Silla móvil y mesa fija
239,,,,,,,,
240,,,,,,,,
241,,,,,,,,
242,,,,,,,,
243,,,,,,,,
244,,,,,,,,
245,,,,,,,,
246,,,,,,,,
247,,,,,,,,
248,,,,,,,,
249,,,,,,,,
250,,,,,,,,
251,,,,,,,,
252,,,,,,,,
253,,,,,,,,
254,,,,,,,,
255,,,,,,,,
256,,,,,,,,
257,,,,,,,,
258,,,,,,,,
259,,,,,,,,
260,,,,,,,,
261,,,,,,,,
262,,,,,,,,
263,,,,,,,,
264,,,,,,,,
265,,,,,,,,
266,,,,,,,,
267,,,,,,,,
268,,,,,,,,
269,,,,,,,,
270,,,,,,,,
271,,,,,,,,
272,,,,,,,,
273,,,,,,,,
274,,,,,,,,
275,,,,,,,,
276,,,,,,,,
277,,,,,,,,
278,,,,,,,,
279,,,,,,,,
280,,,,,,,,
281,,,,,,,,
282,O_104,"94,0",O,121.0,5253.0,Fijo,No,Silla y superficie abatible fijas
283,,,,,,,,
284,,,,,,,,
285,,,,,,,,
286,,,,,,,,
287,,,,,,,,
288,,,,,,,,
289,,,,,,,,
290,,,,,,,,
291,,,,,,,,
292,,,,,,,,
293,,,,,,,,
294,,,,,,,,
295,,,,,,,,
296,,,,,,,,
297,,,,,,,,
298,,,,,,,,
299,,,,,,,,
300,,,,,,,,
301,,,,,,,,
302,,,,,,,,
303,,,,,,,,
304,,,,,,,,
305,,,,,,,,
306,,,,,,,,
307,,,,,,,,
308,,,,,,,,
309,,,,,,,,
310,,,,,,,,
311,,,,,,,,
312,,,,,,,,
313,,,,,,,,
314,,,,,,,,
315,,,,,,,,
316,,,,,,,,
317,SD_703,"140,9",Sd,65.0,1116.0,Fijo,Si,Silla móvil y mesa fija
318,,,,,,,,
319,,,,,,,,
320,,,,,,,,
321,,,,,,,,
322,,,,,,,,
323,,,,,,,,
324,,,,,,,,
325,,,,,,,,
326,,,,,,,,
327,,,,,,,,
328,,,,,,,,
329,,,,,,,,
330,,,,,,,,
331,,,,,,,,
332,,,,,,,,
333,,,,,,,,
334,,,,,,,,
335,,,,,,,,
336,,,,,,,,
337,,,,,,,,
338,,,,,,,,
339,,,,,,,,
340,,,,,,,,
341,,,,,,,,
342,,,,,,,,
343,,,,,,,,
344,,,,,,,,
345,,,,,,,,
346,,,,,,,,
347,,,,,,,,
348,,,,,,,,
349,,,,,,,,
350,,,,,,,,
351,,,,,,,,
352,,,,,,,,
353,,,,,,,,
354,,,,,,,,
355,,,,,,,,
356,,,,,,,,
357,W_204,"82,4",W,42.0,5007.0,Fijo,Si,Silla móvil y mesa fija
358,,,,,,,,
359,,,,,,,,
360,,,,,,,,
361,,,,,,,,
362,,,,,,,,
363,,,,,,,,
364,,,,,,,,
365,,,,,,,,
366,,,,,,,,
367,,,,,,,,
368,,,,,,,,
369,S1_001,"50,6",S1,24.0,nan,Movil,No,"Silla móvil, mesa móvil"
370,AU_306,"45,8",Au,32.0,5624.0,Movil,Si,"Silla móvil, mesa móvil"
371,,,,,,,,
372,AU_201,"59,8",Au,44.0,5608.0,Movil,Si,Mesa trapezoidal con silla móviles
373,,,,,,,,
374,,,,,,,,
375,,,,,,,,
376,,,,,,,,
377,,,,,,,,
378,,,,,,,,
379,,,,,,,,
380,W_504,"82,3",W,42.0,5020.0,Fijo,Si,Silla móvil y mesa fija
381,W_504,"82,3",W,42.0,5020.0,Fijo,Si,Silla móvil y mesa fija
382,W_504,"82,3",W,42.0,5020.0,Fijo,Si,Silla móvil y mesa fija
383,W_504,"82,3",W,42.0,5020.0,Fijo,Si,Silla móvil y mesa fija
384,C_107,"42,9",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
385,,,,,,,,
386,,,,,,,,
387,,,,,,,,
388,,,,,,,,
389,,,,,,,,
390,,,,,,,,
391,,,,,,,,
392,,,,,,,,
393,,,,,,,,
394,,,,,,,,
395,,,,,,,,
396,,,,,,,,
397,,,,,,,,
398,,,,,,,,
399,,,,,,,,
400,O_203,"70,6",O,62.0,5258.0,Fijo,No,Silla móvil y mesa fija
401,,,,,,,,
402,,,,,,,,
403,,,,,,,,
404,R_112,"83,2",R,77.0,nan,Fijo,No,Silla y superficie abatible fijas
405,,,,,,,,
406,SD_702,"140,0",Sd,65.0,1117.0,Fijo,Si,Silla móvil y mesa fija
407,,,,,,,,
408,ML_604,"125,7",ML,81.0,1616.0,Fijo,Si,Silla móvil y mesa fija
409,,,,,,,,
410,,,,,,,,
411,ML_604,"125,7",ML,81.0,1616.0,Fijo,Si,Silla móvil y mesa fija
412,,,,,,,,
413,,,,,,,,
414,,,,,,,,
415,,,,,,,,
416,,,,,,,,
417,,,,,,,,
418,,,,,,,,
419,,,,,,,,
420,,,,,,,,
421,,,,,,,,
422,,,,,,,,
423,,,,,,,,
424,B_401,"159,2",B,81.0,nan,Fijo,No (es salas de computo también),Silla móvil y mesa fija
425,C_209,"88,1",C,57.0,nan,Fijo,si,Silla móvil y mesa fija
426,ML_617,"146,7",ML,94.0,1625.0,Fijo,SI,Silla móvil y mesa fija
427,,,,,,,,
428,SD_702,"140,0",Sd,65.0,1117.0,Fijo,Si,Silla móvil y mesa fija
429,,,,,,,,
430,,,,,,,,
431,,,,,,,,
432,,,,,,,,
433,,,,,,,,
434,C_307,"89,7",C,60.0,nan,Movil,si,"Silla móvil, mesa móvil"
435,,,,,,,,
436,,,,,,,,
437,SD_702,"140,0",Sd,65.0,1117.0,Fijo,Si,Silla móvil y mesa fija
438,,,,,,,,
439,,,,,,,,
440,,,,,,,,
441,,,,,,,,
442,,,,,,,,
443,,,,,,,,
444,,,,,,,,
445,,,,,,,,
446,,,,,,,,
447,,,,,,,,
448,,,,,,,,
449,,,,,,,,
450,,,,,,,,
451,,,,,,,,
452,,,,,,,,
453,,,,,,,,
454,,,,,,,,
455,,,,,,,,
456,,,,,,,,
457,,,,,,,,
458,,,,,,,,
459,,,,,,,,
460,B_201,"122,8",B,51.0,1439.0,Fijo,No,Silla móvil y mesa fija
461,,,,,,,,
462,,,,,,,,
463,,,,,,,,
464,,,,,,,,
465,,,,,,,,
466,LL_103,"64,5",LL,27.0,5078.0,Movil,SI,Pupitre universitario
467,,,,,,,,
468,,,,,,,,
469,,,,,,,,
470,,,,,,,,
471,AU_206,"59,8",Au,44.0,5613.0,Movil,SI,Mesa trapezoidal con silla móviles
472,AU_205,"59,8",Au,40.0,5612.0,Movil,SI,"Silla móvil, mesa móvil"
473,AU_202,"37,9",Au,40.0,5609.0,Movil,SI,Pupitre universitario
474,AU_205,"59,8",Au,40.0,5612.0,Movil,SI,"Silla móvil, mesa móvil"
475,SD_207,"58,2",Sd,24.0,nan,Movil,Si,"Silla móvil, mesa móvil"
476,,,,,,,,
477,,,,,,,,
478,AU_203,"59,8",Au,48.0,5610.0,Movil,SI,"Silla móvil, mesa móvil"
479,AU_207,"42,5",Au,30.0,5614.0,Movil,SI,"Silla móvil, mesa móvil"
480,AU_208,"30,9",Au,27.0,5615.0,Movil,No,Pupitre universitario
481,Y_101,"96,0",Y,60.0,nan,Movil,No,"Silla móvil, mesa móvil"
482,AU_207,"42,5",Au,30.0,5614.0,Movil,SI,"Silla móvil, mesa móvil"
483,AU_208,"30,9",Au,27.0,5615.0,Movil,No,Pupitre universitario
484,AU_202,"37,9",Au,40.0,5609.0,Movil,SI,Pupitre universitario
485,AU_104,"62,6",Au,48.0,5604.0,Movil,Si,Mesa trapezoidal con silla móviles
486,R_110,"46,8",R,46.0,nan,Movil,No,Pupitre universitario
487,S1_202,"67,0",S1,45.0,nan,Movil,No,"Silla móvil, mesa móvil"
488,AU_203,"59,8",Au,48.0,5610.0,Movil,SI,"Silla móvil, mesa móvil"
489,,,,,,,,
490,,,,,,,,
491,AU_202,"37,9",Au,40.0,5609.0,Movil,SI,Pupitre universitario
492,ML_514,"98,1",ML,69.0,1620.0,Fijo,Si,Silla móvil y mesa fija
493,AU_202,"37,9",Au,40.0,5609.0,Movil,SI,Pupitre universitario
494,LL_303,"51,5",LL,50.0,5091.0,Movil,No,Pupitre universitario
495,,,,,,,,
496,,,,,,,,
497,,,,,,,,
498,ML_509,"85,4",ML,61.0,1613.0,Fijo,Si,Silla móvil y mesa fija
499,ML_509,"85,4",ML,61.0,1613.0,Fijo,Si,Silla móvil y mesa fija
500,,,,,,,,
501,B_401,"159,2",B,81.0,nan,Fijo,No (es salas de computo también),Silla móvil y mesa fija
502,ML_606,"125,7",ML,81.0,1612.0,Fijo,Si,Silla móvil y mesa fija
503,,,,,,,,
504,,,,,,,,
505,,,,,,,,
506,,,,,,,,
507,,,,,,,,
508,R_210,"172,8",R,192.0,nan,Fijo,No,Silla y superficie abatible fijas
509,ML_604,"125,7",ML,81.0,1616.0,Fijo,Si,Silla móvil y mesa fija
510,,,,,,,,
511,,,,,,,,
512,,,,,,,,
513,ML_608,"165,5",ML,117.0,1631.0,Fijo,Si,Silla móvil y mesa fija
514,,,,,,,,
515,,,,,,,,
516,,,,,,,,
517,,,,,,,,
518,,,,,,,,
519,,,,,,,,
520,,,,,,,,
521,,,,,,,,
522,,,,,,,,
523,,,,,,,,
524,,,,,,,,
525,,,,,,,,
526,,,,,,,,
527,,,,,,,,
528,,,,,,,,
529,,,,,,,,
530,,,,,,,,
531,,,,,,,,
532,,,,,,,,
533,,,,,,,,
534,,,,,,,,
535,,,,,,,,
536,LL_206,"51,2",LL,32.0,5088.0,Fijo,Si,Silla móvil y mesa fija
537,,,,,,,,
538,,,,,,,,
539,,,,,,,,
540,,,,,,,,
541,,,,,,,,
542,,,,,,,,
543,,,,,,,,
544,,,,,,,,
545,,,,,,,,
546,,,,,,,,
547,S1_002,"50,5",S1,24.0,nan,Movil,No,"Silla móvil, mesa móvil"
548,,,,,,,,
549,,,,,,,,
550,,,,,,,,
551,,,,,,,,
552,,,,,,,,
553,,,,,,,,
554,,,,,,,,
555,,,,,,,,
556,,,,,,,,
557,,,,,,,,
558,,,,,,,,
559,,,,,,,,
560,,,,,,,,
561,O_105,"72,7",O,62.0,5254.0,Fijo,No,Silla móvil y mesa fija
562,,,,,,,,
563,SD_805,"233,1",Sd,135.0,1119.0,Fijo,Si,Silla móvil y mesa fija
564,,,,,,,,
565,O_301,"64,2",O,56.0,5261.0,Fijo,No,Silla móvil y mesa fija
566,,,,,,,,
567,,,,,,,,
568,,,,,,,,
569,SD_207,"58,2",Sd,24.0,nan,Movil,Si,"Silla móvil, mesa móvil"
570,,,,,,,,
571,,,,,,,,
572,,,,,,,,
573,R_111,"83,0",R,70.0,nan,Fijo,No,Silla y superficie abatible fijas
574,,,,,,,,
575,,,,,,,,
576,,,,,,,,
577,,,,,,,,
578,SD_804,"144,8",Sd,82.0,1118.0,Fijo,Si,Silla móvil y mesa fija
579,,,,,,,,
580,,,,,,,,
581,,,,,,,,
582,,,,,,,,
583,AU_102,"62,6",Au,48.0,5602.0,Movil,Si,Mesa trapezoidal con silla móviles
584,,,,,,,,
585,R_113,"83,5",R,77.0,nan,Fijo,No,Silla y superficie abatible fijas
586,,,,,,,,
587,ML_510,"98,1",ML,69.0,1617.0,Fijo,Si,Silla móvil y mesa fija
588,,,,,,,,
589,,,,,,,,
590,ML_512,"92,2",ML,61.0,1621.0,Fijo,Si,Silla móvil y mesa fija
591,,,,,,,,
592,,,,,,,,
593,,,,,,,,
594,,,,,,,,
595,,,,,,,,
596,,,,,,,,
597,,,,,,,,
598,,,,,,,,
599,,,,,,,,
600,,,,,,,,
601,,,,,,,,
602,,,,,,,,
603,,,,,,,,
604,,,,,,,,
605,,,,,,,,
606,,,,,,,,
607,,,,,,,,
608,,,,,,,,
609,,,,,,,,
610,,,,,,,,
611,,,,,,,,
612,,,,,,,,
613,,,,,,,,
614,,,,,,,,
615,,,,,,,,
616,,,,,,,,
617,,,,,,,,
618,,,,,,,,
619,,,,,,,,
620,,,,,,,,
621,,,,,,,,
622,,,,,,,,
623,,,,,,,,
624,,,,,,,,
625,,,,,,,,
626,,,,,,,,
627,,,,,,,,
628,,,,,,,,
629,,,,,,,,
630,,,,,,,,
631,,,,,,,,
632,,,,,,,,
633,,,,,,,,
634,,,,,,,,
635,,,,,,,,
636,,,,,,,,
637,,,,,,,,
638,,,,,,,,
639,W_402,"81,8",W,40.0,5014.0,Fijo,Si,Silla móvil y mesa fija
640,W_402,"81,8",W,40.0,5014.0,Fijo,Si,Silla móvil y mesa fija
641,W_402,"81,8",W,40.0,5014.0,Fijo,Si,Silla móvil y mesa fija
642,W_402,"81,8",W,40.0,5014.0,Fijo,Si,Silla móvil y mesa fija
643,W_402,"81,8",W,40.0,5014.0,Fijo,Si,Silla móvil y mesa fija
644,ML_515,"114,9",ML,44.0,1628.0,Movil,Si,"Silla móvil, mesa móvil"
645,ML_515,"114,9",ML,44.0,1628.0,Movil,Si,"Silla móvil, mesa móvil"
646,ML_514,"98,1",ML,69.0,1620.0,Fijo,Si,Silla móvil y mesa fija
647,,,,,,,,
648,LL_304,"50,8",LL,50.0,5092.0,Movil,No,Pupitre universitario
649,,,,,,,,
650,,,,,,,,
651,,,,,,,,
652,,,,,,,,
653,,,,,,,,
654,,,,,,,,
655,,,,,,,,
656,,,,,,,,
657,,,,,,,,
658,,,,,,,,
659,,,,,,,,
660,,,,,,,,
661,,,,,,,,
662,,,,,,,,
663,,,,,,,,
664,,,,,,,,
665,,,,,,,,
666,,,,,,,,
667,,,,,,,,
668,,,,,,,,
669,,,,,,,,
670,,,,,,,,
671,,,,,,,,
672,,,,,,,,
673,,,,,,,,
674,,,,,,,,
675,,,,,,,,
676,,,,,,,,
677,,,,,,,,
678,,,,,,,,
679,,,,,,,,
680,,,,,,,,
681,,,,,,,,
682,,,,,,,,
683,,,,,,,,
684,,,,,,,,
685,,,,,,,,
686,,,,,,,,
687,,,,,,,,
688,,,,,,,,
689,,,,,,,,
690,,,,,,,,
691,,,,,,,,
692,,,,,,,,
693,,,,,,,,
694,,,,,,,,
695,,,,,,,,
696,,,,,,,,
697,,,,,,,,
698,,,,,,,,
699,,,,,,,,
700,,,,,,,,
701,,,,,,,,
702,,,,,,,,
703,,,,,,,,
704,,,,,,,,
705,,,,,,,,
706,,,,,,,,
707,,,,,,,,
708,,,,,,,,
709,,,,,,,,
710,,,,,,,,
711,,,,,,,,
712,,,,,,,,
713,,,,,,,,
714,,,,,,,,
715,,,,,,,,
716,,,,,,,,
717,,,,,,,,
718,,,,,,,,
719,,,,,,,,
720,,,,,,,,
721,,,,,,,,
722,,,,,,,,
723,,,,,,,,
724,,,,,,,,
725,,,,,,,,
726,,,,,,,,
727,,,,,,,,
728,,,,,,,,
729,,,,,,,,
730,,,,,,,,
731,,,,,,,,
732,,,,,,,,
733,,,,,,,,
734,,,,,,,,
735,,,,,,,,
736,,,,,,,,
737,,,,,,,,
738,,,,,,,,
739,,,,,,,,
740,,,,,,,,
741,,,,,,,,
742,,,,,,,,
743,,,,,,,,
744,,,,,,,,
745,,,,,,,,
746,,,,,,,,
747,,,,,,,,
748,,,,,,,,
749,,,,,,,,
750,,,,,,,,
751,,,,,,,,
752,,,,,,,,
753,,,,,,,,
754,,,,,,,,
755,,,,,,,,
756,,,,,,,,
757,,,,,,,,
758,,,,,,,,
759,,,,,,,,
760,,,,,,,,
761,,,,,,,,
762,,,,,,,,
763,,,,,,,,
764,,,,,,,,
765,,,,,,,,
766,,,,,,,,
767,,,,,,,,
768,,,,,,,,
769,,,,,,,,
770,,,,,,,,
771,,,,,,,,
772,,,,,,,,
773,,,,,,,,
774,,,,,,,,
775,,,,,,,,
776,,,,,,,,
777,,,,,,,,
778,,,,,,,,
779,,,,,,,,
780,,,,,,,,
781,,,,,,,,
782,,,,,,,,
783,,,,,,,,
784,,,,,,,,
785,,,,,,,,
786,,,,,,,,
787,,,,,,,,
788,,,,,,,,
789,,,,,,,,
790,,,,,,,,
791,,,,,,,,
792,,,,,,,,
793,,,,,,,,
794,,,,,,,,
795,,,,,,,,
796,,,,,,,,
797,,,,,,,,
798,,,,,,,,
799,,,,,,,,
800,,,,,,,,
801,,,,,,,,
802,,,,,,,,
803,,,,,,,,
804,,,,,,,,
805,,,,,,,,
806,,,,,,,,
807,,,,,,,,
808,,,,,,,,
809,,,,,,,,
810,,,,,,,,
811,,,,,,,,
812,,,,,,,,
813,,,,,,,,
814,,,,,,,,
815,,,,,,,,
816,,,,,,,,
817,,,,,,,,
818,,,,,,,,
819,,,,,,,,
820,,,,,,,,
821,,,,,,,,
822,,,,,,,,
823,,,,,,,,
824,,,,,,,,
825,AU_401,"46,0",Au,40.0,5631.0,Movil,Si,"Silla móvil, mesa móvil"
826,,,,,,,,
827,,,,,,,,
828,,,,,,,,
829,,,,,,,,
830,,,,,,,,
831,,,,,,,,
832,,,,,,,,
833,,,,,,,,
834,,,,,,,,
835,,,,,,,,
836,SD_801,"140,0",Sd,82.0,1110.0,Fijo,Si,Silla móvil y mesa fija
837,,,,,,,,
838,,,,,,,,
839,,,,,,,,
840,,,,,,,,
841,,,,,,,,
842,,,,,,,,
843,,,,,,,,
844,,,,,,,,
845,,,,,,,,
846,,,,,,,,
847,,,,,,,,
848,,,,,,,,
849,,,,,,,,
850,,,,,,,,
851,,,,,,,,
852,,,,,,,,
853,,,,,,,,
854,,,,,,,,
855,LL_302,"51,6",LL,52.0,5090.0,Movil,No,Pupitre universitario
856,,,,,,,,
857,,,,,,,,
858,,,,,,,,
859,B_402,"186,1",B,99.0,nan,Fijo,No (es salas de computo también),Silla móvil y mesa fija
860,,,,,,,,
861,,,,,,,,
862,,,,,,,,
863,,,,,,,,
864,,,,,,,,
865,,,,,,,,
866,,,,,,,,
867,,,,,,,,
868,,,,,,,,
869,O_303,"64,2",O,56.0,5263.0,Fijo,No,Silla móvil y mesa fija
870,,,,,,,,
871,,,,,,,,
872,,,,,,,,
873,,,,,,,,
874,,,,,,,,
875,,,,,,,,
876,,,,,,,,
877,,,,,,,,
878,,,,,,,,
879,,,,,,,,
880,,,,,,,,
881,,,,,,,,
882,,,,,,,,
883,,,,,,,,
884,,,,,,,,
885,,,,,,,,
886,,,,,,,,
887,,,,,,,,
888,,,,,,,,
889,,,,,,,,
890,,,,,,,,
891,,,,,,,,
892,,,,,,,,
893,,,,,,,,
894,,,,,,,,
895,,,,,,,,
896,,,,,,,,
897,,,,,,,,
898,,,,,,,,
899,,,,,,,,
900,,,,,,,,
901,,,,,,,,
902,S1_202,"67,0",S1,45.0,nan,Movil,No,"Silla móvil, mesa móvil"
903,,,,,,,,
904,,,,,,,,
905,,,,,,,,
906,,,,,,,,
907,,,,,,,,
908,C_105,"86,7",C,60.0,nan,Fijo,si,Silla móvil y mesa fija
909,AU_102,"62,6",Au,48.0,5602.0,Movil,Si,Mesa trapezoidal con silla móviles
910,W_403,"81,2",W,42.0,5015.0,Fijo,Si,Silla móvil y mesa fija
911,,,,,,,,
912,,,,,,,,
913,,,,,,,,
914,,,,,,,,
915,,,,,,,,
916,,,,,,,,
917,,,,,,,,
918,,,,,,,,
919,,,,,,,,
920,,,,,,,,
921,,,,,,,,
922,,,,,,,,
923,,,,,,,,
924,AU_309,"42,5",Au,28.0,5627.0,Movil,Si,"Silla móvil, mesa móvil"
925,,,,,,,,
926,,,,,,,,
927,,,,,,,,
928,,,,,,,,
929,AU_203,"59,8",Au,48.0,5610.0,Movil,SI,"Silla móvil, mesa móvil"
930,,,,,,,,
931,,,,,,,,
932,,,,,,,,
933,,,,,,,,
934,,,,,,,,
935,,,,,,,,
936,,,,,,,,
937,,,,,,,,
938,,,,,,,,
939,,,,,,,,
940,,,,,,,,
941,,,,,,,,
942,,,,,,,,
943,,,,,,,,
944,,,,,,,,
945,W_402,"81,8",W,40.0,5014.0,Fijo,Si,Silla móvil y mesa fija
946,,,,,,,,
947,,,,,,,,
948,,,,,,,,
949,,,,,,,,
950,,,,,,,,
951,,,,,,,,
952,,,,,,,,
953,,,,,,,,
954,,,,,,,,
955,Z_202,"46,4",Z,34.0,nan,Movil,No,"Silla móvil, mesa móvil"
956,,,,,,,,
957,,,,,,,,
958,,,,,,,,
959,,,,,,,,
960,,,,,,,,
961,ML_515,"114,9",ML,44.0,1628.0,Movil,Si,"Silla móvil, mesa móvil"
962,,,,,,,,
963,,,,,,,,
964,,,,,,,,
965,,,,,,,,
966,,,,,,,,
967,,,,,,,,
968,,,,,,,,
969,,,,,,,,
970,,,,,,,,
971,,,,,,,,
972,,,,,,,,
973,,,,,,,,
974,AU_108,"21,9",Au,17.0,5606.0,Movil,No,Pupitre universitario
975,AU_306,"45,8",Au,32.0,5624.0,Movil,Si,"Silla móvil, mesa móvil"
976,AU_304,"37,1",Au,28.0,5622.0,Movil,No,Pupitre universitario
977,,,,,,,,
978,,,,,,,,
979,,,,,,,,
