,1Salon,Area util_s1,Bloque_s1,Capacidad_s1,Ext_s1,Fijo/Movil_s1,Movil Express_s1,Tipo Mobiliario_s1
1197,Z_105,"28,9",Z,27.0,nan,Movil,No,Pupitre universitario
1198,Z_212,"52,5",Z,30.0,nan,Movil,No,"Silla móvil, mesa móvil"
1199,SD_205,"58,8",Sd,26.0,nan,Movil,Si,"Silla móvil, mesa móvil"
1200,AU_302,"37,0",Au,31.0,5620.0,Movil,No,Pupitre universitario
1201,Z_212,"52,5",Z,30.0,nan,Movil,No,"Silla móvil, mesa móvil"
1202,TX_603,"48,4",TX,30.0,nan,Movil,No,"Silla móvil, mesa móvil"
1203,W_506,"82,8",W,40.0,5022.0,Fijo,Si,Silla móvil y mesa fija
1204,SD_715,"140,4",Sd,65.0,1109.0,Fijo,Si,Silla móvil y mesa fija
1205,SD_807,"140,4",Sd,82.0,1114.0,Fijo,Si,Silla móvil y mesa fija
1206,LL_108,"38,0",LL,36.0,5083.0,Movil,SI,Pupitre universitario
1207,LL_107,"38,0",LL,36.0,5082.0,Movil,SI,Pupitre universitario
1208,Z_203,"72,0",Z,40.0,nan,Movil,No,"Silla móvil, mesa móvil"
1209,Z_101,"45,2",Z,41.0,nan,Movil,No,Pupitre universitario
1210,W_404,"139,7",W,79.0,5016.0,Fijo,Si,Silla móvil y mesa fija
1211,Y_101,"96,0",Y,60.0,nan,Movil,No,"Silla móvil, mesa móvil"
1212,ML_510,"98,1",ML,69.0,1617.0,Fijo,Si,Silla móvil y mesa fija
1213,AU_102,"62,6",Au,48.0,5602.0,Movil,Si,Mesa trapezoidal con silla móviles
1214,AU_310,"31,0",Au,27.0,5628.0,Movil,No,Pupitre universitario
1215,PU_100,"32,9",Pu,28.0,nan,Movil,No,Pupitre universitario
1216,W_505,"82,6",W,42.0,5021.0,Fijo,Si,Silla móvil y mesa fija
1217,AU_304,"37,1",Au,28.0,5622.0,Movil,No,Pupitre universitario
1218,PU_100,"32,9",Pu,28.0,nan,Movil,No,Pupitre universitario
1219,SD_805,"233,1",Sd,135.0,1119.0,Fijo,Si,Silla móvil y mesa fija
1220,SD_806,"140,4",Sd,82.0,1164.0,Fijo,Si,Silla móvil y mesa fija
1221,R_209,"172,1",R,192.0,nan,Fijo,No,Silla y superficie abatible fijas
1222,ML_617,"146,7",ML,94.0,1625.0,Fijo,SI,Silla móvil y mesa fija
1223,W_204,"82,4",W,42.0,5007.0,Fijo,Si,Silla móvil y mesa fija
1224,Y_101,"96,0",Y,60.0,nan,Movil,No,"Silla móvil, mesa móvil"
1225,AU_203,"59,8",Au,48.0,5610.0,Movil,SI,"Silla móvil, mesa móvil"
1226,ML_512,"92,2",ML,61.0,1621.0,Fijo,Si,Silla móvil y mesa fija
1227,AU_305,"29,4",Au,29.0,5623.0,Movil,No,Pupitre universitario
1228,O_105,"72,7",O,62.0,5254.0,Fijo,No,Silla móvil y mesa fija
1229,Q_307,"88,1",Q,42.0,1455.0,Fijo,SI,Silla móvil y mesa fija
1230,Z_202,"46,4",Z,34.0,nan,Movil,No,"Silla móvil, mesa móvil"
1231,C_105,"86,7",C,60.0,nan,Fijo,si,Silla móvil y mesa fija
1232,AU_302,"37,0",Au,31.0,5620.0,Movil,No,Pupitre universitario
1233,W_505,"82,6",W,42.0,5021.0,Fijo,Si,Silla móvil y mesa fija
1234,W_504,"82,3",W,42.0,5020.0,Fijo,Si,Silla móvil y mesa fija
1235,G_101,"120,6",G,84.0,5501.0,Fijo,No,Silla móvil y mesa fija
1236,SD_807,"140,4",Sd,82.0,1114.0,Fijo,Si,Silla móvil y mesa fija
1237,S1_003,"75,8",S1,39.0,nan,Movil,No,"Silla móvil, mesa móvil"
1238,LL_107,"38,0",LL,36.0,5082.0,Movil,SI,Pupitre universitario
1239,O_405,"60,9",O,44.0,5271.0,Fijo,No,Silla móvil y mesa fija
1240,ML_614,"109,6",ML,44.0,1627.0,Movil,SI,"Silla móvil, mesa móvil"
1241,Q_405,"114,9",Q,70.0,nan,Fijo,SI,Silla móvil y mesa fija
1242,Q_405,"114,9",Q,70.0,nan,Fijo,SI,Silla móvil y mesa fija
1243,LL_108,"38,0",LL,36.0,5083.0,Movil,SI,Pupitre universitario
1244,LL_302,"51,6",LL,52.0,5090.0,Movil,No,Pupitre universitario
1245,O_305,"72,7",O,62.0,5265.0,Fijo,No,Silla móvil y mesa fija
1246,SD_702,"140,0",Sd,65.0,1117.0,Fijo,Si,Silla móvil y mesa fija
1247,C_104,"130,8",C,100.0,nan,Fijo,si,Silla móvil y mesa fija
1248,C_104,"130,8",C,100.0,nan,Fijo,si,Silla móvil y mesa fija
1249,W_102,"133,5",W,87.0,5001.0,Fijo,Si,Silla móvil y mesa fija
1250,O_103,"94,0",O,121.0,5252.0,Fijo,No,Silla y superficie abatible fijas
1251,ML_511,"85,4",ML,61.0,1615.0,Fijo,Si,Silla móvil y mesa fija
1252,ML_509,"85,4",ML,61.0,1613.0,Fijo,Si,Silla móvil y mesa fija
1253,W_204,"82,4",W,42.0,5007.0,Fijo,Si,Silla móvil y mesa fija
1254,AU_102,"62,6",Au,48.0,5602.0,Movil,Si,Mesa trapezoidal con silla móviles
1255,Z_110,"52,9",Z,47.0,nan,Movil,No,Pupitre universitario
1256,C_308,"89,8",C,60.0,nan,Movil,si,"Silla móvil, mesa móvil"
1257,PU_200,"32,8",Pu,32.0,nan,Movil,No,Pupitre universitario
1258,AU_301,"29,4",Au,29.0,5619.0,Movil,No,Pupitre universitario
1259,AU_305,"29,4",Au,29.0,5623.0,Movil,No,Pupitre universitario
1260,AU_107,"46,3",Au,36.0,5605.0,Movil,Si,"Silla móvil, mesa móvil"
1261,Q_306,"86,3",Q,48.0,1454.0,Fijo,SI,Silla móvil y mesa fija
1262,Z_103,"40,1",Z,35.0,nan,Movil,No,Pupitre universitario
1263,AU_206,"59,8",Au,44.0,5613.0,Movil,SI,Mesa trapezoidal con silla móviles
1264,O_402,"57,8",O,50.0,5268.0,Fijo,No,Silla móvil y mesa fija
1265,S1_003,"75,8",S1,39.0,nan,Movil,No,"Silla móvil, mesa móvil"
1266,W_404,"139,7",W,79.0,5016.0,Fijo,Si,Silla móvil y mesa fija
1267,W_404,"139,7",W,79.0,5016.0,Fijo,Si,Silla móvil y mesa fija
1268,,,,,,,,
1269,,,,,,,,
1270,,,,,,,,
1271,,,,,,,,
1272,AU_203,"59,8",Au,48.0,5610.0,Movil,SI,"Silla móvil, mesa móvil"
1273,ML_514,"98,1",ML,69.0,1620.0,Fijo,Si,Silla móvil y mesa fija
1274,Y_101,"96,0",Y,60.0,nan,Movil,No,"Silla móvil, mesa móvil"
1275,ML_607,"125,7",ML,81.0,1624.0,Fijo,Si,Silla móvil y mesa fija
1276,,,,,,,,
1277,,,,,,,,
1278,SD_205,"58,8",Sd,26.0,nan,Movil,Si,"Silla móvil, mesa móvil"
1279,,,,,,,,
1280,TX_603,"48,4",TX,30.0,nan,Movil,No,"Silla móvil, mesa móvil"
1281,Q_307,"88,1",Q,42.0,1455.0,Fijo,SI,Silla móvil y mesa fija
1282,W_102,"133,5",W,87.0,5001.0,Fijo,Si,Silla móvil y mesa fija
1283,ML_615,"109,6",ML,80.0,1623.0,Fijo,SI,Silla móvil y mesa fija
1284,B_402,"186,1",B,99.0,nan,Fijo,No (es salas de computo también),Silla móvil y mesa fija
1285,O_203,"70,6",O,62.0,5258.0,Fijo,No,Silla móvil y mesa fija
1286,SD_207,"58,2",Sd,24.0,nan,Movil,Si,"Silla móvil, mesa móvil"
1287,W_203,"54,8",W,24.0,5006.0,Fijo,Si,Silla móvil y mesa fija
1288,TX_602,"54,3",TX,30.0,nan,Movil,No,"Silla móvil, mesa móvil"
1289,SD_207,"58,2",Sd,24.0,nan,Movil,Si,"Silla móvil, mesa móvil"
1290,W_201,"55,8",W,24.0,5004.0,Fijo,Si,Silla móvil y mesa fija
1291,S1_001,"50,6",S1,24.0,nan,Movil,No,"Silla móvil, mesa móvil"
1292,LL_108,"38,0",LL,36.0,5083.0,Movil,SI,Pupitre universitario
1293,AU_308,"45,8",Au,30.0,5626.0,Movil,Si,"Silla móvil, mesa móvil"
1294,LL_106,"38,0",LL,36.0,5081.0,Movil,SI,Pupitre universitario
1295,Z_212,"52,5",Z,30.0,nan,Movil,No,"Silla móvil, mesa móvil"
1296,C_205,"42,6",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
1297,AU_309,"42,5",Au,28.0,5627.0,Movil,Si,"Silla móvil, mesa móvil"
1298,SD_207,"58,2",Sd,24.0,nan,Movil,Si,"Silla móvil, mesa móvil"
1299,AU_203,"59,8",Au,48.0,5610.0,Movil,SI,"Silla móvil, mesa móvil"
1300,W_202,"54,8",W,24.0,5005.0,Fijo,Si,Silla móvil y mesa fija
1301,Z_102,"43,0",Z,37.0,nan,Movil,No,Pupitre universitario
1302,W_501,"55,0",W,24.0,5017.0,Fijo,Si,Silla móvil y mesa fija
1303,SD_202,"58,8",Sd,26.0,nan,Movil,Si,"Silla móvil, mesa móvil"
1304,W_501,"55,0",W,24.0,5017.0,Fijo,Si,Silla móvil y mesa fija
1305,AU_306,"45,8",Au,32.0,5624.0,Movil,Si,"Silla móvil, mesa móvil"
1306,S1_002,"50,5",S1,24.0,nan,Movil,No,"Silla móvil, mesa móvil"
1307,AU_102,"62,6",Au,48.0,5602.0,Movil,Si,Mesa trapezoidal con silla móviles
1308,S1_003,"75,8",S1,39.0,nan,Movil,No,"Silla móvil, mesa móvil"
1309,R_112,"83,2",R,77.0,nan,Fijo,No,Silla y superficie abatible fijas
1310,AU_306,"45,8",Au,32.0,5624.0,Movil,Si,"Silla móvil, mesa móvil"
1311,AU_307,"29,4",Au,31.0,5625.0,Movil,No,Pupitre universitario
1312,AU_303,"29,4",Au,31.0,5621.0,Movil,No,Pupitre universitario
1313,W_404,"139,7",W,79.0,5016.0,Fijo,Si,Silla móvil y mesa fija
1314,ML_516,"121,9",ML,44.0,1618.0,Movil,Si,"Silla móvil, mesa móvil"
1315,LL_206,"51,2",LL,32.0,5088.0,Fijo,Si,Silla móvil y mesa fija
1316,LL_106,"38,0",LL,36.0,5081.0,Movil,SI,Pupitre universitario
1317,ML_511,"85,4",ML,61.0,1615.0,Fijo,Si,Silla móvil y mesa fija
1318,LL_303,"51,5",LL,50.0,5091.0,Movil,No,Pupitre universitario
1319,,,,,,,,
1320,,,,,,,,
1321,,,,,,,,
1322,,,,,,,,
1323,W_201,"55,8",W,24.0,5004.0,Fijo,Si,Silla móvil y mesa fija
1324,AU_108,"21,9",Au,17.0,5606.0,Movil,No,Pupitre universitario
1325,O_304,"64,2",O,56.0,5264.0,Fijo,No,Silla móvil y mesa fija
1326,AU_210,"21,4",Au,18.0,5617.0,Movil,No,Pupitre universitario
1327,AU_205,"59,8",Au,40.0,5612.0,Movil,SI,"Silla móvil, mesa móvil"
1328,C_207,"42,6",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
1329,C_207,"42,6",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
1330,C_209,"88,1",C,57.0,nan,Fijo,si,Silla móvil y mesa fija
1331,C_209,"88,1",C,57.0,nan,Fijo,si,Silla móvil y mesa fija
1332,Z_101,"45,2",Z,41.0,nan,Movil,No,Pupitre universitario
1333,O_404,"57,8",O,50.0,5270.0,Fijo,No,Silla móvil y mesa fija
1334,LL_303,"51,5",LL,50.0,5091.0,Movil,No,Pupitre universitario
1335,C_209,"88,1",C,57.0,nan,Fijo,si,Silla móvil y mesa fija
1336,AU_205,"59,8",Au,40.0,5612.0,Movil,SI,"Silla móvil, mesa móvil"
1337,ML_510,"98,1",ML,69.0,1617.0,Fijo,Si,Silla móvil y mesa fija
1338,O_104,"94,0",O,121.0,5253.0,Fijo,No,Silla y superficie abatible fijas
1339,R_113,"83,5",R,77.0,nan,Fijo,No,Silla y superficie abatible fijas
1340,W_403,"81,2",W,42.0,5015.0,Fijo,Si,Silla móvil y mesa fija
1341,W_504,"82,3",W,42.0,5020.0,Fijo,Si,Silla móvil y mesa fija
1342,W_404,"139,7",W,79.0,5016.0,Fijo,Si,Silla móvil y mesa fija
1343,R_112,"83,2",R,77.0,nan,Fijo,No,Silla y superficie abatible fijas
1344,SD_806,"140,4",Sd,82.0,1164.0,Fijo,Si,Silla móvil y mesa fija
1345,SD_806,"140,4",Sd,82.0,1164.0,Fijo,Si,Silla móvil y mesa fija
1346,SD_803,"140,0",Sd,82.0,1163.0,Fijo,Si,Silla móvil y mesa fija
1347,Q_307,"88,1",Q,42.0,1455.0,Fijo,SI,Silla móvil y mesa fija
1348,C_107,"42,9",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
1349,O_402,"57,8",O,50.0,5268.0,Fijo,No,Silla móvil y mesa fija
1350,ML_607,"125,7",ML,81.0,1624.0,Fijo,Si,Silla móvil y mesa fija
1351,LL_304,"50,8",LL,50.0,5092.0,Movil,No,Pupitre universitario
1352,W_404,"139,7",W,79.0,5016.0,Fijo,Si,Silla móvil y mesa fija
1353,C_106,"42,3",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
1354,AU_210,"21,4",Au,18.0,5617.0,Movil,No,Pupitre universitario
1355,C_107,"42,9",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
1356,C_106,"42,3",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
1357,LL_304,"50,8",LL,50.0,5092.0,Movil,No,Pupitre universitario
1358,AU_104,"62,6",Au,48.0,5604.0,Movil,Si,Mesa trapezoidal con silla móviles
1359,AU_104,"62,6",Au,48.0,5604.0,Movil,Si,Mesa trapezoidal con silla móviles
1360,LL_302,"51,6",LL,52.0,5090.0,Movil,No,Pupitre universitario
1361,LL_302,"51,6",LL,52.0,5090.0,Movil,No,Pupitre universitario
1362,LL_302,"51,6",LL,52.0,5090.0,Movil,No,Pupitre universitario
1363,LL_302,"51,6",LL,52.0,5090.0,Movil,No,Pupitre universitario
1364,W_404,"139,7",W,79.0,5016.0,Fijo,Si,Silla móvil y mesa fija
1365,TX_602,"54,3",TX,30.0,nan,Movil,No,"Silla móvil, mesa móvil"
1366,O_203,"70,6",O,62.0,5258.0,Fijo,No,Silla móvil y mesa fija
1367,G_102,"48,6",G,20.0,5502.0,Fijo,No,Silla móvil y mesa fija
1368,AU_104,"62,6",Au,48.0,5604.0,Movil,Si,Mesa trapezoidal con silla móviles
1369,W_205,"55,2",W,24.0,5008.0,Fijo,Si,Silla móvil y mesa fija
1370,W_404,"139,7",W,79.0,5016.0,Fijo,Si,Silla móvil y mesa fija
1371,Z_212,"52,5",Z,30.0,nan,Movil,No,"Silla móvil, mesa móvil"
1372,W_201,"55,8",W,24.0,5004.0,Fijo,Si,Silla móvil y mesa fija
1373,ML_111,"16,3",ML,10.0,nan,Movil,SI,"Silla móvil, mesa móvil"
1374,ML_110,"16,3",ML,10.0,nan,Movil,SI,"Silla móvil, mesa móvil"
1375,LL_202,"51,7",LL,32.0,5085.0,Fijo,Si,Silla móvil y mesa fija
1376,W_202,"54,8",W,24.0,5005.0,Fijo,Si,Silla móvil y mesa fija
1377,LL_206,"51,2",LL,32.0,5088.0,Fijo,Si,Silla móvil y mesa fija
1378,AU_102,"62,6",Au,48.0,5602.0,Movil,Si,Mesa trapezoidal con silla móviles
1379,SD_206,"58,8",Sd,26.0,nan,Movil,Si,"Silla móvil, mesa móvil"
1380,R_110,"46,8",R,46.0,nan,Movil,No,Pupitre universitario
1381,Y_101,"96,0",Y,60.0,nan,Movil,No,"Silla móvil, mesa móvil"
1382,AU_104,"62,6",Au,48.0,5604.0,Movil,Si,Mesa trapezoidal con silla móviles
1383,AU_207,"42,5",Au,30.0,5614.0,Movil,SI,"Silla móvil, mesa móvil"
1384,AU_207,"42,5",Au,30.0,5614.0,Movil,SI,"Silla móvil, mesa móvil"
1385,AU_207,"42,5",Au,30.0,5614.0,Movil,SI,"Silla móvil, mesa móvil"
1386,AU_207,"42,5",Au,30.0,5614.0,Movil,SI,"Silla móvil, mesa móvil"
1387,AU_207,"42,5",Au,30.0,5614.0,Movil,SI,"Silla móvil, mesa móvil"
1388,AU_207,"42,5",Au,30.0,5614.0,Movil,SI,"Silla móvil, mesa móvil"
1389,AU_308,"45,8",Au,30.0,5626.0,Movil,Si,"Silla móvil, mesa móvil"
1390,PU_200,"32,8",Pu,32.0,nan,Movil,No,Pupitre universitario
1391,AU_207,"42,5",Au,30.0,5614.0,Movil,SI,"Silla móvil, mesa móvil"
1392,C_211,"42,2",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
1393,W_505,"82,6",W,42.0,5021.0,Fijo,Si,Silla móvil y mesa fija
1394,W_505,"82,6",W,42.0,5021.0,Fijo,Si,Silla móvil y mesa fija
1395,W_505,"82,6",W,42.0,5021.0,Fijo,Si,Silla móvil y mesa fija
1396,SD_804,"144,8",Sd,82.0,1118.0,Fijo,Si,Silla móvil y mesa fija
1397,AU_403,"46,6",Au,36.0,5633.0,Movil,Si,Mesa trapezoidal con silla móviles
1398,ML_617,"146,7",ML,94.0,1625.0,Fijo,SI,Silla móvil y mesa fija
1399,B_401,"159,2",B,81.0,nan,Fijo,No (es salas de computo también),Silla móvil y mesa fija
1400,SD_804,"144,8",Sd,82.0,1118.0,Fijo,Si,Silla móvil y mesa fija
1401,SD_805,"233,1",Sd,135.0,1119.0,Fijo,Si,Silla móvil y mesa fija
1402,W_102,"133,5",W,87.0,5001.0,Fijo,Si,Silla móvil y mesa fija
1403,AU_308,"45,8",Au,30.0,5626.0,Movil,Si,"Silla móvil, mesa móvil"
1404,AU_201,"59,8",Au,44.0,5608.0,Movil,Si,Mesa trapezoidal con silla móviles
1405,AU_201,"59,8",Au,44.0,5608.0,Movil,Si,Mesa trapezoidal con silla móviles
1406,AU_201,"59,8",Au,44.0,5608.0,Movil,Si,Mesa trapezoidal con silla móviles
1407,AU_204,"37,9",Au,40.0,5611.0,Movil,No,Pupitre universitario
1408,C_105,"86,7",C,60.0,nan,Fijo,si,Silla móvil y mesa fija
1409,C_205,"42,6",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
1410,C_106,"42,3",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
1411,AU_207,"42,5",Au,30.0,5614.0,Movil,SI,"Silla móvil, mesa móvil"
1412,S1_003,"75,8",S1,39.0,nan,Movil,No,"Silla móvil, mesa móvil"
1413,AU_208,"30,9",Au,27.0,5615.0,Movil,No,Pupitre universitario
1414,O_305,"72,7",O,62.0,5265.0,Fijo,No,Silla móvil y mesa fija
1415,G_102,"48,6",G,20.0,5502.0,Fijo,No,Silla móvil y mesa fija
1416,C_107,"42,9",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
1417,AU_210,"21,4",Au,18.0,5617.0,Movil,No,Pupitre universitario
1418,AU_301,"29,4",Au,29.0,5619.0,Movil,No,Pupitre universitario
1419,ML_604,"125,7",ML,81.0,1616.0,Fijo,Si,Silla móvil y mesa fija
1420,SD_715,"140,4",Sd,65.0,1109.0,Fijo,Si,Silla móvil y mesa fija
1421,Q_405,"114,9",Q,70.0,nan,Fijo,SI,Silla móvil y mesa fija
1422,AU_206,"59,8",Au,44.0,5613.0,Movil,SI,Mesa trapezoidal con silla móviles
1423,ML_604,"125,7",ML,81.0,1616.0,Fijo,Si,Silla móvil y mesa fija
1424,Z_203,"72,0",Z,40.0,nan,Movil,No,"Silla móvil, mesa móvil"
1425,ML_604,"125,7",ML,81.0,1616.0,Fijo,Si,Silla móvil y mesa fija
1426,SD_716,"140,4",Sd,65.0,1105.0,Fijo,Si,Silla móvil y mesa fija
1427,AU_203,"59,8",Au,48.0,5610.0,Movil,SI,"Silla móvil, mesa móvil"
1428,SD_205,"58,8",Sd,26.0,nan,Movil,Si,"Silla móvil, mesa móvil"
1429,C_211,"42,2",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
1430,AU_301,"29,4",Au,29.0,5619.0,Movil,No,Pupitre universitario
1431,R_113,"83,5",R,77.0,nan,Fijo,No,Silla y superficie abatible fijas
1432,AU_311,"21,3",Au,19.0,5629.0,Movil,No,Pupitre universitario
1433,ML_516,"121,9",ML,44.0,1618.0,Movil,Si,"Silla móvil, mesa móvil"
1434,ML_516,"121,9",ML,44.0,1618.0,Movil,Si,"Silla móvil, mesa móvil"
1435,AU_107,"46,3",Au,36.0,5605.0,Movil,Si,"Silla móvil, mesa móvil"
1436,AU_302,"37,0",Au,31.0,5620.0,Movil,No,Pupitre universitario
1437,SD_207,"58,2",Sd,24.0,nan,Movil,Si,"Silla móvil, mesa móvil"
1438,SD_201,"58,8",Sd,26.0,nan,Movil,Si,"Silla móvil, mesa móvil"
1439,O_105,"72,7",O,62.0,5254.0,Fijo,No,Silla móvil y mesa fija
1440,O_105,"72,7",O,62.0,5254.0,Fijo,No,Silla móvil y mesa fija
1441,Y_101,"96,0",Y,60.0,nan,Movil,No,"Silla móvil, mesa móvil"
1442,C_105,"86,7",C,60.0,nan,Fijo,si,Silla móvil y mesa fija
1443,ML_606,"125,7",ML,81.0,1612.0,Fijo,Si,Silla móvil y mesa fija
1444,ML_511,"85,4",ML,61.0,1615.0,Fijo,Si,Silla móvil y mesa fija
1445,B_203,"88,6",B,53.0,1441.0,Fijo,No,Silla móvil y mesa fija
1446,B_203,"88,6",B,53.0,1441.0,Fijo,No,Silla móvil y mesa fija
1447,C_307,"89,7",C,60.0,nan,Movil,si,"Silla móvil, mesa móvil"
1448,B_203,"88,6",B,53.0,1441.0,Fijo,No,Silla móvil y mesa fija
1449,AU_403,"46,6",Au,36.0,5633.0,Movil,Si,Mesa trapezoidal con silla móviles
1450,ML_512,"92,2",ML,61.0,1621.0,Fijo,Si,Silla móvil y mesa fija
1451,LL_104,"38,0",LL,38.0,5079.0,Movil,SI,Pupitre universitario
1452,O_103,"94,0",O,121.0,5252.0,Fijo,No,Silla y superficie abatible fijas
1453,Z_103,"40,1",Z,35.0,nan,Movil,No,Pupitre universitario
1454,SD_201,"58,8",Sd,26.0,nan,Movil,Si,"Silla móvil, mesa móvil"
1455,O_302,"64,2",O,56.0,5262.0,Fijo,No,Silla móvil y mesa fija
1456,B_202,"154,6",B,110.0,1440.0,Fijo,No,Silla móvil y mesa fija
1457,,,,,,,,
1458,O_303,"64,2",O,56.0,5263.0,Fijo,No,Silla móvil y mesa fija
1459,ML_608,"165,5",ML,117.0,1631.0,Fijo,Si,Silla móvil y mesa fija
1460,B_402,"186,1",B,99.0,nan,Fijo,No (es salas de computo también),Silla móvil y mesa fija
1461,C_210,"42,6",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
1462,C_206,"43,2",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
1463,C_108,"40,2",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
1464,C_212,"42,8",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
1465,C_211,"42,2",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
1466,SD_202,"58,8",Sd,26.0,nan,Movil,Si,"Silla móvil, mesa móvil"
1467,SD_203,"58,8",Sd,26.0,nan,Movil,Si,"Silla móvil, mesa móvil"
1468,AU_207,"42,5",Au,30.0,5614.0,Movil,SI,"Silla móvil, mesa móvil"
1469,,,,,,,,
1470,,,,,,,,
1471,,,,,,,,
1472,,,,,,,,
1473,,,,,,,,
1474,B_202,"154,6",B,110.0,1440.0,Fijo,No,Silla móvil y mesa fija
1475,B_202,"154,6",B,110.0,1440.0,Fijo,No,Silla móvil y mesa fija
1476,B_202,"154,6",B,110.0,1440.0,Fijo,No,Silla móvil y mesa fija
1477,B_202,"154,6",B,110.0,1440.0,Fijo,No,Silla móvil y mesa fija
1478,B_202,"154,6",B,110.0,1440.0,Fijo,No,Silla móvil y mesa fija
1479,B_202,"154,6",B,110.0,1440.0,Fijo,No,Silla móvil y mesa fija
1480,B_202,"154,6",B,110.0,1440.0,Fijo,No,Silla móvil y mesa fija
1481,B_202,"154,6",B,110.0,1440.0,Fijo,No,Silla móvil y mesa fija
1482,ML_617,"146,7",ML,94.0,1625.0,Fijo,SI,Silla móvil y mesa fija
1483,ML_603,"165,6",ML,117.0,1626.0,Fijo,Si,Silla móvil y mesa fija
1484,R_209,"172,1",R,192.0,nan,Fijo,No,Silla y superficie abatible fijas
1485,ML_608,"165,5",ML,117.0,1631.0,Fijo,Si,Silla móvil y mesa fija
1486,Q_307,"88,1",Q,42.0,1455.0,Fijo,SI,Silla móvil y mesa fija
1487,SD_204,"58,8",Sd,26.0,nan,Movil,Si,"Silla móvil, mesa móvil"
1488,C_205,"42,6",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
1489,PU_300,"32,6",Pu,35.0,nan,Movil,No,Pupitre universitario
1490,W_202,"54,8",W,24.0,5005.0,Fijo,Si,Silla móvil y mesa fija
1491,Y_111B,"43,6",Y,24.0,nan,Movil,No,"Silla móvil, mesa móvil"
1492,C_206,"43,2",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
1493,O_203,"70,6",O,62.0,5258.0,Fijo,No,Silla móvil y mesa fija
1494,AU_401,"46,0",Au,40.0,5631.0,Movil,Si,"Silla móvil, mesa móvil"
1495,K2_101,"68,4",K2,40.0,nan,Movil,No,"Silla móvil, mesa móvil"
1496,C_205,"42,6",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
1497,C_210,"42,6",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
1498,AU_302,"37,0",Au,31.0,5620.0,Movil,No,Pupitre universitario
1499,PU_200,"32,8",Pu,32.0,nan,Movil,No,Pupitre universitario
1500,C_210,"42,6",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
1501,C_212,"42,8",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
1502,S1_002,"50,5",S1,24.0,nan,Movil,No,"Silla móvil, mesa móvil"
1503,W_203,"54,8",W,24.0,5006.0,Fijo,Si,Silla móvil y mesa fija
1504,C_108,"40,2",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
1505,C_108,"40,2",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
1506,AU_303,"29,4",Au,31.0,5621.0,Movil,No,Pupitre universitario
1507,Y_111B,"43,6",Y,24.0,nan,Movil,No,"Silla móvil, mesa móvil"
1508,C_212,"42,8",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
1509,C_210,"42,6",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
1510,S1_002,"50,5",S1,24.0,nan,Movil,No,"Silla móvil, mesa móvil"
1511,AU_307,"29,4",Au,31.0,5625.0,Movil,No,Pupitre universitario
1512,C_212,"42,8",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
1513,O_202,"70,6",O,62.0,5257.0,Fijo,No,Silla móvil y mesa fija
1514,O_100,"38,2",O,24.0,5255.0,Movil,No,Pupitre universitario
1515,S1_001,"50,6",S1,24.0,nan,Movil,No,"Silla móvil, mesa móvil"
1516,C_108,"40,2",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
1517,C_205,"42,6",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
1518,ML_516,"121,9",ML,44.0,1618.0,Movil,Si,"Silla móvil, mesa móvil"
1519,O_100,"38,2",O,24.0,5255.0,Movil,No,Pupitre universitario
1520,C_212,"42,8",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
1521,PU_100,"32,9",Pu,28.0,nan,Movil,No,Pupitre universitario
1522,SD_207,"58,2",Sd,24.0,nan,Movil,Si,"Silla móvil, mesa móvil"
1523,C_212,"42,8",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
1524,Z_105,"28,9",Z,27.0,nan,Movil,No,Pupitre universitario
