,1Salon,Area util_s1,Bloque_s1,Capacidad_s1,Ext_s1,Fijo/Movil_s1,Movil Express_s1,Tipo Mobiliario_s1
2121,W_503,"54,8",W,24.0,5019.0,Fijo,Si,Silla móvil y mesa fija
2122,W_503,"54,8",W,24.0,5019.0,Fijo,Si,Silla móvil y mesa fija
2123,C_107,"42,9",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
2124,W_501,"55,0",W,24.0,5017.0,Fijo,Si,Silla móvil y mesa fija
2125,C_206,"43,2",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
2126,C_205,"42,6",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
2127,AU_306,"45,8",Au,32.0,5624.0,Movil,Si,"Silla móvil, mesa móvil"
2128,O_302,"64,2",O,56.0,5262.0,Fijo,No,Silla móvil y mesa fija
2129,ML_512,"92,2",ML,61.0,1621.0,Fijo,Si,Silla móvil y mesa fija
2130,LL_101,"51,7",LL,47.0,5076.0,Movil,SI,Pupitre universitario
2131,Z_203,"72,0",Z,40.0,nan,Movil,No,"Silla móvil, mesa móvil"
2132,ML_515,"114,9",ML,44.0,1628.0,Movil,Si,"Silla móvil, mesa móvil"
2133,O_202,"70,6",O,62.0,5257.0,Fijo,No,Silla móvil y mesa fija
2134,O_304,"64,2",O,56.0,5264.0,Fijo,No,Silla móvil y mesa fija
2135,B_203,"88,6",B,53.0,1441.0,Fijo,No,Silla móvil y mesa fija
2136,O_404,"57,8",O,50.0,5270.0,Fijo,No,Silla móvil y mesa fija
2137,ML_113,"16,3",ML,10.0,nan,Movil,SI,"Silla móvil, mesa móvil"
2138,ML_113,"16,3",ML,10.0,nan,Movil,SI,"Silla móvil, mesa móvil"
2139,ML_114,"16,3",ML,10.0,nan,Movil,SI,"Silla móvil, mesa móvil"
2140,ML_111,"16,3",ML,10.0,nan,Movil,SI,"Silla móvil, mesa móvil"
2141,ML_114,"16,3",ML,10.0,nan,Movil,SI,"Silla móvil, mesa móvil"
2142,ML_113,"16,3",ML,10.0,nan,Movil,SI,"Silla móvil, mesa móvil"
2143,ML_111,"16,3",ML,10.0,nan,Movil,SI,"Silla móvil, mesa móvil"
2144,AU_311,"21,3",Au,19.0,5629.0,Movil,No,Pupitre universitario
2145,ML_111,"16,3",ML,10.0,nan,Movil,SI,"Silla móvil, mesa móvil"
2146,ML_110,"16,3",ML,10.0,nan,Movil,SI,"Silla móvil, mesa móvil"
2147,ML_111,"16,3",ML,10.0,nan,Movil,SI,"Silla móvil, mesa móvil"
2148,ML_113,"16,3",ML,10.0,nan,Movil,SI,"Silla móvil, mesa móvil"
2149,ML_119,"16,3",ML,10.0,nan,Movil,SI,"Silla móvil, mesa móvil"
2150,ML_110,"16,3",ML,10.0,nan,Movil,SI,"Silla móvil, mesa móvil"
2151,R_111,"83,0",R,70.0,nan,Fijo,No,Silla y superficie abatible fijas
2152,W_404,"139,7",W,79.0,5016.0,Fijo,Si,Silla móvil y mesa fija
2153,W_102,"133,5",W,87.0,5001.0,Fijo,Si,Silla móvil y mesa fija
2154,R_112,"83,2",R,77.0,nan,Fijo,No,Silla y superficie abatible fijas
2155,Q_307,"88,1",Q,42.0,1455.0,Fijo,SI,Silla móvil y mesa fija
2156,W_402,"81,8",W,40.0,5014.0,Fijo,Si,Silla móvil y mesa fija
2157,,,,,,,,
2158,,,,,,,,
2159,,,,,,,,
2160,,,,,,,,
2161,,,,,,,,
2162,W_403,"81,2",W,42.0,5015.0,Fijo,Si,Silla móvil y mesa fija
2163,ML_617,"146,7",ML,94.0,1625.0,Fijo,SI,Silla móvil y mesa fija
2164,SD_806,"140,4",Sd,82.0,1164.0,Fijo,Si,Silla móvil y mesa fija
2165,R_111,"83,0",R,70.0,nan,Fijo,No,Silla y superficie abatible fijas
2166,O_202,"70,6",O,62.0,5257.0,Fijo,No,Silla móvil y mesa fija
2167,R_111,"83,0",R,70.0,nan,Fijo,No,Silla y superficie abatible fijas
2168,R_113,"83,5",R,77.0,nan,Fijo,No,Silla y superficie abatible fijas
2169,C_207,"42,6",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
2170,C_307,"89,7",C,60.0,nan,Movil,si,"Silla móvil, mesa móvil"
2171,R_112,"83,2",R,77.0,nan,Fijo,No,Silla y superficie abatible fijas
2172,R_112,"83,2",R,77.0,nan,Fijo,No,Silla y superficie abatible fijas
2173,G_101,"120,6",G,84.0,5501.0,Fijo,No,Silla móvil y mesa fija
2174,SD_806,"140,4",Sd,82.0,1164.0,Fijo,Si,Silla móvil y mesa fija
2175,C_308,"89,8",C,60.0,nan,Movil,si,"Silla móvil, mesa móvil"
2176,SD_704,"144,8",Sd,60.0,1106.0,Movil,Si,"Silla móvil, mesa móvil"
2177,R_113,"83,5",R,77.0,nan,Fijo,No,Silla y superficie abatible fijas
2178,AU_402,"46,0",Au,40.0,5632.0,Movil,Si,"Silla móvil, mesa móvil"
2179,,,,,,,,
2180,W_402,"81,8",W,40.0,5014.0,Fijo,Si,Silla móvil y mesa fija
2181,,,,,,,,
2182,,,,,,,,
2183,,,,,,,,
2184,,,,,,,,
2185,,,,,,,,
2186,,,,,,,,
2187,,,,,,,,
2188,,,,,,,,
2189,,,,,,,,
2190,,,,,,,,
2191,,,,,,,,
2192,,,,,,,,
2193,,,,,,,,
2194,,,,,,,,
2195,,,,,,,,
2196,,,,,,,,
2197,ML_617,"146,7",ML,94.0,1625.0,Fijo,SI,Silla móvil y mesa fija
2198,R_113,"83,5",R,77.0,nan,Fijo,No,Silla y superficie abatible fijas
2199,ML_607,"125,7",ML,81.0,1624.0,Fijo,Si,Silla móvil y mesa fija
2200,W_404,"139,7",W,79.0,5016.0,Fijo,Si,Silla móvil y mesa fija
2201,C_105,"86,7",C,60.0,nan,Fijo,si,Silla móvil y mesa fija
2202,C_105,"86,7",C,60.0,nan,Fijo,si,Silla móvil y mesa fija
2203,C_308,"89,8",C,60.0,nan,Movil,si,"Silla móvil, mesa móvil"
2204,C_307,"89,7",C,60.0,nan,Movil,si,"Silla móvil, mesa móvil"
2205,C_105,"86,7",C,60.0,nan,Fijo,si,Silla móvil y mesa fija
2206,C_307,"89,7",C,60.0,nan,Movil,si,"Silla móvil, mesa móvil"
2207,C_105,"86,7",C,60.0,nan,Fijo,si,Silla móvil y mesa fija
2208,,,,,,,,
2209,,,,,,,,
2210,,,,,,,,
2211,,,,,,,,
2212,,,,,,,,
2213,,,,,,,,
2214,,,,,,,,
2215,,,,,,,,
2216,,,,,,,,
2217,,,,,,,,
2218,LL_202,"51,7",LL,32.0,5085.0,Fijo,Si,Silla móvil y mesa fija
2219,,,,,,,,
2220,ML_607,"125,7",ML,81.0,1624.0,Fijo,Si,Silla móvil y mesa fija
2221,SD_804,"144,8",Sd,82.0,1118.0,Fijo,Si,Silla móvil y mesa fija
2222,ML_604,"125,7",ML,81.0,1616.0,Fijo,Si,Silla móvil y mesa fija
2223,ML_606,"125,7",ML,81.0,1612.0,Fijo,Si,Silla móvil y mesa fija
2224,R_113,"83,5",R,77.0,nan,Fijo,No,Silla y superficie abatible fijas
2225,R_112,"83,2",R,77.0,nan,Fijo,No,Silla y superficie abatible fijas
2226,B_402,"186,1",B,99.0,nan,Fijo,No (es salas de computo también),Silla móvil y mesa fija
2227,SD_806,"140,4",Sd,82.0,1164.0,Fijo,Si,Silla móvil y mesa fija
2228,SD_802,"140,0",Sd,82.0,1115.0,Fijo,Si,Silla móvil y mesa fija
2229,SD_807,"140,4",Sd,82.0,1114.0,Fijo,Si,Silla móvil y mesa fija
2230,ML_608,"165,5",ML,117.0,1631.0,Fijo,Si,Silla móvil y mesa fija
2231,,,,,,,,
2232,,,,,,,,
2233,,,,,,,,
2234,,,,,,,,
2235,,,,,,,,
2236,,,,,,,,
2237,,,,,,,,
2238,,,,,,,,
2239,B_401,"159,2",B,81.0,nan,Fijo,No (es salas de computo también),Silla móvil y mesa fija
2240,SD_802,"140,0",Sd,82.0,1115.0,Fijo,Si,Silla móvil y mesa fija
2241,ML_604,"125,7",ML,81.0,1616.0,Fijo,Si,Silla móvil y mesa fija
2242,W_203,"54,8",W,24.0,5006.0,Fijo,Si,Silla móvil y mesa fija
2243,W_201,"55,8",W,24.0,5004.0,Fijo,Si,Silla móvil y mesa fija
2244,Z_101,"45,2",Z,41.0,nan,Movil,No,Pupitre universitario
2245,AU_207,"42,5",Au,30.0,5614.0,Movil,SI,"Silla móvil, mesa móvil"
2246,S1_001,"50,6",S1,24.0,nan,Movil,No,"Silla móvil, mesa móvil"
2247,W_506,"82,8",W,40.0,5022.0,Fijo,Si,Silla móvil y mesa fija
2248,S1_002,"50,5",S1,24.0,nan,Movil,No,"Silla móvil, mesa móvil"
2249,W_201,"55,8",W,24.0,5004.0,Fijo,Si,Silla móvil y mesa fija
2250,AU_306,"45,8",Au,32.0,5624.0,Movil,Si,"Silla móvil, mesa móvil"
2251,AU_205,"59,8",Au,40.0,5612.0,Movil,SI,"Silla móvil, mesa móvil"
2252,C_211,"42,2",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
2253,C_212,"42,8",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
2254,O_203,"70,6",O,62.0,5258.0,Fijo,No,Silla móvil y mesa fija
2255,SD_704,"144,8",Sd,60.0,1106.0,Movil,Si,"Silla móvil, mesa móvil"
2256,O_105,"72,7",O,62.0,5254.0,Fijo,No,Silla móvil y mesa fija
2257,O_105,"72,7",O,62.0,5254.0,Fijo,No,Silla móvil y mesa fija
2258,R_111,"83,0",R,70.0,nan,Fijo,No,Silla y superficie abatible fijas
2259,SD_702,"140,0",Sd,65.0,1117.0,Fijo,Si,Silla móvil y mesa fija
2260,W_404,"139,7",W,79.0,5016.0,Fijo,Si,Silla móvil y mesa fija
2261,C_308,"89,8",C,60.0,nan,Movil,si,"Silla móvil, mesa móvil"
2262,SD_804,"144,8",Sd,82.0,1118.0,Fijo,Si,Silla móvil y mesa fija
2263,W_404,"139,7",W,79.0,5016.0,Fijo,Si,Silla móvil y mesa fija
2264,ML_606,"125,7",ML,81.0,1612.0,Fijo,Si,Silla móvil y mesa fija
2265,W_404,"139,7",W,79.0,5016.0,Fijo,Si,Silla móvil y mesa fija
2266,SD_807,"140,4",Sd,82.0,1114.0,Fijo,Si,Silla móvil y mesa fija
2267,O_202,"70,6",O,62.0,5257.0,Fijo,No,Silla móvil y mesa fija
2268,R_113,"83,5",R,77.0,nan,Fijo,No,Silla y superficie abatible fijas
2269,O_101,"94,0",O,121.0,5250.0,Fijo,No,Silla y superficie abatible fijas
2270,O_101,"94,0",O,121.0,5250.0,Fijo,No,Silla y superficie abatible fijas
2271,W_205,"55,2",W,24.0,5008.0,Fijo,Si,Silla móvil y mesa fija
2272,SD_802,"140,0",Sd,82.0,1115.0,Fijo,Si,Silla móvil y mesa fija
2273,Y_111B,"43,6",Y,24.0,nan,Movil,No,"Silla móvil, mesa móvil"
2274,AU_307,"29,4",Au,31.0,5625.0,Movil,No,Pupitre universitario
2275,PU_200,"32,8",Pu,32.0,nan,Movil,No,Pupitre universitario
2276,ML_608,"165,5",ML,117.0,1631.0,Fijo,Si,Silla móvil y mesa fija
2277,SD_715,"140,4",Sd,65.0,1109.0,Fijo,Si,Silla móvil y mesa fija
2278,SD_702,"140,0",Sd,65.0,1117.0,Fijo,Si,Silla móvil y mesa fija
2279,SD_702,"140,0",Sd,65.0,1117.0,Fijo,Si,Silla móvil y mesa fija
2280,SD_801,"140,0",Sd,82.0,1110.0,Fijo,Si,Silla móvil y mesa fija
2281,SD_807,"140,4",Sd,82.0,1114.0,Fijo,Si,Silla móvil y mesa fija
2282,,,,,,,,
2283,,,,,,,,
2284,,,,,,,,
2285,,,,,,,,
2286,,,,,,,,
2287,,,,,,,,
2288,ML_509,"85,4",ML,61.0,1613.0,Fijo,Si,Silla móvil y mesa fija
2289,B_201,"122,8",B,51.0,1439.0,Fijo,No,Silla móvil y mesa fija
2290,O_204,"70,6",O,62.0,5259.0,Fijo,No,Silla móvil y mesa fija
2291,,,,,,,,
2292,,,,,,,,
2293,B_401,"159,2",B,81.0,nan,Fijo,No (es salas de computo también),Silla móvil y mesa fija
2294,B_401,"159,2",B,81.0,nan,Fijo,No (es salas de computo también),Silla móvil y mesa fija
2295,ML_607,"125,7",ML,81.0,1624.0,Fijo,Si,Silla móvil y mesa fija
2296,,,,,,,,
2297,,,,,,,,
2298,,,,,,,,
2299,,,,,,,,
2300,,,,,,,,
2301,,,,,,,,
2302,,,,,,,,
2303,ML_512,"92,2",ML,61.0,1621.0,Fijo,Si,Silla móvil y mesa fija
2304,SD_702,"140,0",Sd,65.0,1117.0,Fijo,Si,Silla móvil y mesa fija
2305,W_404,"139,7",W,79.0,5016.0,Fijo,Si,Silla móvil y mesa fija
2306,W_102,"133,5",W,87.0,5001.0,Fijo,Si,Silla móvil y mesa fija
2307,ML_604,"125,7",ML,81.0,1616.0,Fijo,Si,Silla móvil y mesa fija
2308,O_205,"72,7",O,62.0,5260.0,Fijo,No,Silla móvil y mesa fija
2309,R_209,"172,1",R,192.0,nan,Fijo,No,Silla y superficie abatible fijas
2310,O_101,"94,0",O,121.0,5250.0,Fijo,No,Silla y superficie abatible fijas
2311,O_202,"70,6",O,62.0,5257.0,Fijo,No,Silla móvil y mesa fija
2312,AU_309,"42,5",Au,28.0,5627.0,Movil,Si,"Silla móvil, mesa móvil"
2313,SD_704,"144,8",Sd,60.0,1106.0,Movil,Si,"Silla móvil, mesa móvil"
2314,C_308,"89,8",C,60.0,nan,Movil,si,"Silla móvil, mesa móvil"
2315,C_308,"89,8",C,60.0,nan,Movil,si,"Silla móvil, mesa móvil"
2316,ML_516,"121,9",ML,44.0,1618.0,Movil,Si,"Silla móvil, mesa móvil"
2317,C_308,"89,8",C,60.0,nan,Movil,si,"Silla móvil, mesa móvil"
2318,Y_101,"96,0",Y,60.0,nan,Movil,No,"Silla móvil, mesa móvil"
2319,C_105,"86,7",C,60.0,nan,Fijo,si,Silla móvil y mesa fija
2320,ML_516,"121,9",ML,44.0,1618.0,Movil,Si,"Silla móvil, mesa móvil"
2321,Q_307,"88,1",Q,42.0,1455.0,Fijo,SI,Silla móvil y mesa fija
2322,W_402,"81,8",W,40.0,5014.0,Fijo,Si,Silla móvil y mesa fija
2323,C_308,"89,8",C,60.0,nan,Movil,si,"Silla móvil, mesa móvil"
2324,SD_204,"58,8",Sd,26.0,nan,Movil,Si,"Silla móvil, mesa móvil"
2325,C_307,"89,7",C,60.0,nan,Movil,si,"Silla móvil, mesa móvil"
2326,W_204,"82,4",W,42.0,5007.0,Fijo,Si,Silla móvil y mesa fija
2327,ML_512,"92,2",ML,61.0,1621.0,Fijo,Si,Silla móvil y mesa fija
2328,C_308,"89,8",C,60.0,nan,Movil,si,"Silla móvil, mesa móvil"
2329,SD_801,"140,0",Sd,82.0,1110.0,Fijo,Si,Silla móvil y mesa fija
2330,,,,,,,,
2331,ML_603,"165,6",ML,117.0,1626.0,Fijo,Si,Silla móvil y mesa fija
2332,AU_307,"29,4",Au,31.0,5625.0,Movil,No,Pupitre universitario
2333,AU_206,"59,8",Au,44.0,5613.0,Movil,SI,Mesa trapezoidal con silla móviles
2334,AU_304,"37,1",Au,28.0,5622.0,Movil,No,Pupitre universitario
2335,AU_304,"37,1",Au,28.0,5622.0,Movil,No,Pupitre universitario
2336,C_105,"86,7",C,60.0,nan,Fijo,si,Silla móvil y mesa fija
2337,C_209,"88,1",C,57.0,nan,Fijo,si,Silla móvil y mesa fija
2338,O_301,"64,2",O,56.0,5261.0,Fijo,No,Silla móvil y mesa fija
2339,AU_402,"46,0",Au,40.0,5632.0,Movil,Si,"Silla móvil, mesa móvil"
2340,AU_404,"43,7",Au,36.0,5634.0,Movil,Si,Mesa trapezoidal con silla móviles
2341,Z_103,"40,1",Z,35.0,nan,Movil,No,Pupitre universitario
2342,AU_107,"46,3",Au,36.0,5605.0,Movil,Si,"Silla móvil, mesa móvil"
2343,O_403,"57,8",O,50.0,5269.0,Fijo,No,Silla móvil y mesa fija
2344,LL_304,"50,8",LL,50.0,5092.0,Movil,No,Pupitre universitario
2345,Z_201,"42,3",Z,36.0,nan,Movil,No,"Silla móvil, mesa móvil"
2346,W_502,"55,0",W,24.0,5018.0,Fijo,Si,Silla móvil y mesa fija
2347,AU_104,"62,6",Au,48.0,5604.0,Movil,Si,Mesa trapezoidal con silla móviles
2348,Z_203,"72,0",Z,40.0,nan,Movil,No,"Silla móvil, mesa móvil"
2349,W_102,"133,5",W,87.0,5001.0,Fijo,Si,Silla móvil y mesa fija
2350,O_301,"64,2",O,56.0,5261.0,Fijo,No,Silla móvil y mesa fija
2351,W_504,"82,3",W,42.0,5020.0,Fijo,Si,Silla móvil y mesa fija
2352,O_301,"64,2",O,56.0,5261.0,Fijo,No,Silla móvil y mesa fija
2353,AU_404,"43,7",Au,36.0,5634.0,Movil,Si,Mesa trapezoidal con silla móviles
2354,SD_704,"144,8",Sd,60.0,1106.0,Movil,Si,"Silla móvil, mesa móvil"
2355,ML_512,"92,2",ML,61.0,1621.0,Fijo,Si,Silla móvil y mesa fija
2356,ML_512,"92,2",ML,61.0,1621.0,Fijo,Si,Silla móvil y mesa fija
2357,S1_003,"75,8",S1,39.0,nan,Movil,No,"Silla móvil, mesa móvil"
2358,LL_105,"37,8",LL,38.0,5080.0,Movil,SI,Pupitre universitario
2359,ML_516,"121,9",ML,44.0,1618.0,Movil,Si,"Silla móvil, mesa móvil"
2360,K2_101,"68,4",K2,40.0,nan,Movil,No,"Silla móvil, mesa móvil"
2361,M_100,"72,1",M,63.0,nan,Fijo,No,Silla móvil y mesa fija
2362,Q_307,"88,1",Q,42.0,1455.0,Fijo,SI,Silla móvil y mesa fija
2363,M_100,"72,1",M,63.0,nan,Fijo,No,Silla móvil y mesa fija
2364,AU_202,"37,9",Au,40.0,5609.0,Movil,SI,Pupitre universitario
2365,B_203,"88,6",B,53.0,1441.0,Fijo,No,Silla móvil y mesa fija
2366,W_204,"82,4",W,42.0,5007.0,Fijo,Si,Silla móvil y mesa fija
2367,W_404,"139,7",W,79.0,5016.0,Fijo,Si,Silla móvil y mesa fija
2368,TX_602,"54,3",TX,30.0,nan,Movil,No,"Silla móvil, mesa móvil"
2369,Z_104,"32,9",Z,32.0,nan,Movil,No,Pupitre universitario
2370,AU_303,"29,4",Au,31.0,5621.0,Movil,No,Pupitre universitario
2371,AU_308,"45,8",Au,30.0,5626.0,Movil,Si,"Silla móvil, mesa móvil"
2372,LL_303,"51,5",LL,50.0,5091.0,Movil,No,Pupitre universitario
2373,O_303,"64,2",O,56.0,5263.0,Fijo,No,Silla móvil y mesa fija
2374,LL_108,"38,0",LL,36.0,5083.0,Movil,SI,Pupitre universitario
2375,AU_107,"46,3",Au,36.0,5605.0,Movil,Si,"Silla móvil, mesa móvil"
2376,Z_202,"46,4",Z,34.0,nan,Movil,No,"Silla móvil, mesa móvil"
2377,W_102,"133,5",W,87.0,5001.0,Fijo,Si,Silla móvil y mesa fija
2378,O_105,"72,7",O,62.0,5254.0,Fijo,No,Silla móvil y mesa fija
2379,O_303,"64,2",O,56.0,5263.0,Fijo,No,Silla móvil y mesa fija
2380,ML_512,"92,2",ML,61.0,1621.0,Fijo,Si,Silla móvil y mesa fija
2381,ML_516,"121,9",ML,44.0,1618.0,Movil,Si,"Silla móvil, mesa móvil"
2382,O_304,"64,2",O,56.0,5264.0,Fijo,No,Silla móvil y mesa fija
2383,ML_515,"114,9",ML,44.0,1628.0,Movil,Si,"Silla móvil, mesa móvil"
2384,C_209,"88,1",C,57.0,nan,Fijo,si,Silla móvil y mesa fija
2385,Z_110,"52,9",Z,47.0,nan,Movil,No,Pupitre universitario
2386,O_302,"64,2",O,56.0,5262.0,Fijo,No,Silla móvil y mesa fija
2387,W_402,"81,8",W,40.0,5014.0,Fijo,Si,Silla móvil y mesa fija
2388,ML_614,"109,6",ML,44.0,1627.0,Movil,SI,"Silla móvil, mesa móvil"
2389,R_111,"83,0",R,70.0,nan,Fijo,No,Silla y superficie abatible fijas
2390,R_110,"46,8",R,46.0,nan,Movil,No,Pupitre universitario
2391,SD_704,"144,8",Sd,60.0,1106.0,Movil,Si,"Silla móvil, mesa móvil"
2392,AU_403,"46,6",Au,36.0,5633.0,Movil,Si,Mesa trapezoidal con silla móviles
2393,AU_205,"59,8",Au,40.0,5612.0,Movil,SI,"Silla móvil, mesa móvil"
2394,W_402,"81,8",W,40.0,5014.0,Fijo,Si,Silla móvil y mesa fija
2395,C_211,"42,2",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
2396,AU_203,"59,8",Au,48.0,5610.0,Movil,SI,"Silla móvil, mesa móvil"
2397,ML_614,"109,6",ML,44.0,1627.0,Movil,SI,"Silla móvil, mesa móvil"
2398,O_305,"72,7",O,62.0,5265.0,Fijo,No,Silla móvil y mesa fija
2399,O_303,"64,2",O,56.0,5263.0,Fijo,No,Silla móvil y mesa fija
2400,AU_402,"46,0",Au,40.0,5632.0,Movil,Si,"Silla móvil, mesa móvil"
2401,O_203,"70,6",O,62.0,5258.0,Fijo,No,Silla móvil y mesa fija
2402,R_109,"37,5",R,37.0,nan,Movil,No,Pupitre universitario
2403,SD_807,"140,4",Sd,82.0,1114.0,Fijo,Si,Silla móvil y mesa fija
2404,AU_401,"46,0",Au,40.0,5631.0,Movil,Si,"Silla móvil, mesa móvil"
2405,ML_615,"109,6",ML,80.0,1623.0,Fijo,SI,Silla móvil y mesa fija
2406,W_506,"82,8",W,40.0,5022.0,Fijo,Si,Silla móvil y mesa fija
2407,W_204,"82,4",W,42.0,5007.0,Fijo,Si,Silla móvil y mesa fija
2408,AU_204,"37,9",Au,40.0,5611.0,Movil,No,Pupitre universitario
2409,K2_101,"68,4",K2,40.0,nan,Movil,No,"Silla móvil, mesa móvil"
2410,Z_101,"45,2",Z,41.0,nan,Movil,No,Pupitre universitario
2411,,,,,,,,
2412,R_210,"172,8",R,192.0,nan,Fijo,No,Silla y superficie abatible fijas
2413,Q_307,"88,1",Q,42.0,1455.0,Fijo,SI,Silla móvil y mesa fija
2414,LL_206,"51,2",LL,32.0,5088.0,Fijo,Si,Silla móvil y mesa fija
2415,LL_302,"51,6",LL,52.0,5090.0,Movil,No,Pupitre universitario
2416,LL_202,"51,7",LL,32.0,5085.0,Fijo,Si,Silla móvil y mesa fija
2417,AU_306,"45,8",Au,32.0,5624.0,Movil,Si,"Silla móvil, mesa móvil"
2418,LL_201,"51,7",LL,32.0,5084.0,Fijo,Si,Silla móvil y mesa fija
2419,O_301,"64,2",O,56.0,5261.0,Fijo,No,Silla móvil y mesa fija
2420,O_301,"64,2",O,56.0,5261.0,Fijo,No,Silla móvil y mesa fija
2421,O_104,"94,0",O,121.0,5253.0,Fijo,No,Silla y superficie abatible fijas
2422,ML_509,"85,4",ML,61.0,1613.0,Fijo,Si,Silla móvil y mesa fija
2423,ML_509,"85,4",ML,61.0,1613.0,Fijo,Si,Silla móvil y mesa fija
2424,W_404,"139,7",W,79.0,5016.0,Fijo,Si,Silla móvil y mesa fija
2425,W_404,"139,7",W,79.0,5016.0,Fijo,Si,Silla móvil y mesa fija
2426,O_102,"94,0",O,121.0,5251.0,Fijo,No,Silla y superficie abatible fijas
2427,ML_614,"109,6",ML,44.0,1627.0,Movil,SI,"Silla móvil, mesa móvil"
2428,ML_516,"121,9",ML,44.0,1618.0,Movil,Si,"Silla móvil, mesa móvil"
2429,W_203,"54,8",W,24.0,5006.0,Fijo,Si,Silla móvil y mesa fija
2430,ML_511,"85,4",ML,61.0,1615.0,Fijo,Si,Silla móvil y mesa fija
2431,O_102,"94,0",O,121.0,5251.0,Fijo,No,Silla y superficie abatible fijas
2432,PU_200,"32,8",Pu,32.0,nan,Movil,No,Pupitre universitario
2433,AU_207,"42,5",Au,30.0,5614.0,Movil,SI,"Silla móvil, mesa móvil"
2434,AU_306,"45,8",Au,32.0,5624.0,Movil,Si,"Silla móvil, mesa móvil"
2435,SD_805,"233,1",Sd,135.0,1119.0,Fijo,Si,Silla móvil y mesa fija
2436,AU_306,"45,8",Au,32.0,5624.0,Movil,Si,"Silla móvil, mesa móvil"
2437,AU_404,"43,7",Au,36.0,5634.0,Movil,Si,Mesa trapezoidal con silla móviles
2438,AU_306,"45,8",Au,32.0,5624.0,Movil,Si,"Silla móvil, mesa móvil"
2439,AU_307,"29,4",Au,31.0,5625.0,Movil,No,Pupitre universitario
2440,Q_306,"86,3",Q,48.0,1454.0,Fijo,SI,Silla móvil y mesa fija
2441,Q_306,"86,3",Q,48.0,1454.0,Fijo,SI,Silla móvil y mesa fija
2442,R_210,"172,8",R,192.0,nan,Fijo,No,Silla y superficie abatible fijas
2443,R_112,"83,2",R,77.0,nan,Fijo,No,Silla y superficie abatible fijas
2444,R_112,"83,2",R,77.0,nan,Fijo,No,Silla y superficie abatible fijas
2445,R_112,"83,2",R,77.0,nan,Fijo,No,Silla y superficie abatible fijas
2446,R_209,"172,1",R,192.0,nan,Fijo,No,Silla y superficie abatible fijas
2447,S1_202,"67,0",S1,45.0,nan,Movil,No,"Silla móvil, mesa móvil"
2448,S1_202,"67,0",S1,45.0,nan,Movil,No,"Silla móvil, mesa móvil"
2449,S1_202,"67,0",S1,45.0,nan,Movil,No,"Silla móvil, mesa móvil"
2450,S1_202,"67,0",S1,45.0,nan,Movil,No,"Silla móvil, mesa móvil"
2451,SD_802,"140,0",Sd,82.0,1115.0,Fijo,Si,Silla móvil y mesa fija
2452,AU_205,"59,8",Au,40.0,5612.0,Movil,SI,"Silla móvil, mesa móvil"
2453,AU_205,"59,8",Au,40.0,5612.0,Movil,SI,"Silla móvil, mesa móvil"
2454,AU_202,"37,9",Au,40.0,5609.0,Movil,SI,Pupitre universitario
2455,AU_202,"37,9",Au,40.0,5609.0,Movil,SI,Pupitre universitario
2456,O_104,"94,0",O,121.0,5253.0,Fijo,No,Silla y superficie abatible fijas
2457,ML_607,"125,7",ML,81.0,1624.0,Fijo,Si,Silla móvil y mesa fija
2458,ML_607,"125,7",ML,81.0,1624.0,Fijo,Si,Silla móvil y mesa fija
2459,ML_514,"98,1",ML,69.0,1620.0,Fijo,Si,Silla móvil y mesa fija
2460,ML_514,"98,1",ML,69.0,1620.0,Fijo,Si,Silla móvil y mesa fija
2461,SD_803,"140,0",Sd,82.0,1163.0,Fijo,Si,Silla móvil y mesa fija
2462,,,,,,,,
2463,,,,,,,,
2464,,,,,,,,
2465,SD_804,"144,8",Sd,82.0,1118.0,Fijo,Si,Silla móvil y mesa fija
2466,ML_514,"98,1",ML,69.0,1620.0,Fijo,Si,Silla móvil y mesa fija
2467,ML_514,"98,1",ML,69.0,1620.0,Fijo,Si,Silla móvil y mesa fija
2468,ML_514,"98,1",ML,69.0,1620.0,Fijo,Si,Silla móvil y mesa fija
2469,ML_514,"98,1",ML,69.0,1620.0,Fijo,Si,Silla móvil y mesa fija
2470,ML_606,"125,7",ML,81.0,1612.0,Fijo,Si,Silla móvil y mesa fija
2471,SD_801,"140,0",Sd,82.0,1110.0,Fijo,Si,Silla móvil y mesa fija
2472,,,,,,,,
2473,,,,,,,,
2474,,,,,,,,
2475,,,,,,,,
2476,ML_615,"109,6",ML,80.0,1623.0,Fijo,SI,Silla móvil y mesa fija
2477,SD_804,"144,8",Sd,82.0,1118.0,Fijo,Si,Silla móvil y mesa fija
2478,,,,,,,,
2479,,,,,,,,
2480,,,,,,,,
2481,,,,,,,,
2482,,,,,,,,
2483,,,,,,,,
2484,,,,,,,,
2485,,,,,,,,
2486,SD_804,"144,8",Sd,82.0,1118.0,Fijo,Si,Silla móvil y mesa fija
2487,AU_207,"42,5",Au,30.0,5614.0,Movil,SI,"Silla móvil, mesa móvil"
