id,curso,seccion,salon,franja
9534,IELE-2100,2018-01-10835,O_105,9534
9535,IELE-2100,2018-01-31246,ML_614,9535
9536,IELE-2100,2018-01-31246,ML_614,9536
9537,IELE-2100,2018-01-31246,ML_614,9537
9538,IELE-2206,2018-01-13429,C_307,9538
9539,IELE-2206,2018-01-13429,C_307,9539
9540,IELE-2206,2018-01-13429,C_307,9540
9541,IELE-2206,2018-01-13429,C_307,9541
9542,IELE-2206,2018-01-13429,C_307,9542
9543,IELE-2206,2018-01-13429,C_307,9543
9544,IELE-2206,2018-01-13429,C_307,9544
9545,IELE-2206,2018-01-13429,C_307,9545
9546,IELE-2210,2018-01-24501,ML_515,9546
9547,IELE-2210,2018-01-24501,ML_515,9547
9548,IELE-2210,2018-01-24501,ML_515,9548
9549,IELE-2210,2018-01-24501,ML_515,9549
9550,IELE-2210,2018-01-24501,ML_515,9550
9551,IELE-2210,2018-01-24501,ML_515,9551
9552,IELE-2210,2018-01-24501,ML_515,9552
9553,IELE-2210,2018-01-24501,ML_515,9553
9554,IELE-2210,2018-01-25680,ML_614,9554
9555,IELE-2210,2018-01-25680,ML_614,9555
9556,IELE-2210,2018-01-25680,ML_614,9556
9557,IELE-2210,2018-01-25680,ML_614,9557
9558,IELE-2210,2018-01-25680,ML_614,9558
9559,IELE-2210,2018-01-25680,ML_614,9559
9560,IELE-2210,2018-01-25680,ML_614,9560
9561,IELE-2210,2018-01-25680,ML_614,9561
9562,IELE-2300,2018-01-10969,ML_510,9562
9563,IELE-2300,2018-01-10969,ML_510,9563
9564,IELE-2300,2018-01-10969,ML_510,9564
9565,IELE-2300,2018-01-10969,ML_510,9565
9566,IELE-2300,2018-01-10969,ML_510,9566
9567,IELE-2300,2018-01-10969,ML_510,9567
9568,IELE-2300,2018-01-10969,ML_510,9568
9569,IELE-2300,2018-01-10969,ML_510,9569
9570,IELE-2300,2018-01-10968,ML_603,9570
9571,IELE-2300,2018-01-10968,ML_603,9571
9572,IELE-2300,2018-01-10968,ML_603,9572
9573,IELE-2300,2018-01-10968,ML_603,9573
9574,IELE-2300,2018-01-10968,ML_603,9574
9575,IELE-2300,2018-01-10931,ML_615,9575
9576,IELE-2300,2018-01-10931,ML_615,9576
9577,IELE-2300,2018-01-10931,ML_615,9577
9578,IELE-2300,2018-01-10931,ML_615,9578
9579,IELE-2300,2018-01-10931,ML_615,9579
9580,IELE-2300,2018-01-30779,O_302,9580
9581,IELE-2300,2018-01-30779,O_302,9581
9582,IELE-2300,2018-01-30779,O_302,9582
9583,IELE-2300,2018-01-30779,O_302,9583
9584,IELE-2300,2018-01-30779,O_302,9584
9585,IELE-2300,2018-01-30779,O_302,9585
9586,IELE-2300,2018-01-30779,O_302,9586
9587,IELE-2300,2018-01-30779,O_302,9587
9588,IELE-2402,2018-01-13477,R_110,9588
9589,IELE-2402,2018-01-13477,R_110,9589
9590,IELE-2402,2018-01-13477,R_110,9590
9591,IELE-2402,2018-01-13477,R_110,9591
9592,IELE-2402,2018-01-13477,R_110,9592
9593,IELE-2402,2018-01-13477,R_110,9593
9594,IELE-2402,2018-01-13477,R_110,9594
9595,IELE-2402,2018-01-13477,R_110,9595
9596,IELE-2500,2018-01-13548,ML_607,9596
9597,IELE-2500,2018-01-13548,ML_607,9597
9598,IELE-2500,2018-01-13548,ML_607,9598
9599,IELE-2500,2018-01-13548,ML_607,9599
9600,IELE-2500,2018-01-13548,ML_607,9600
9601,IELE-2500,2018-01-13548,ML_607,9601
9602,IELE-2500,2018-01-13548,ML_607,9602
9603,IELE-2500,2018-01-13548,ML_607,9603
9604,IELE-2500,2018-01-31404,R_113,9604
9605,IELE-2500,2018-01-31404,R_113,9605
9606,IELE-2500,2018-01-31404,R_113,9606
9607,IELE-2500,2018-01-31404,R_113,9607
9608,IELE-2500,2018-01-31404,R_113,9608
9609,IELE-3000,2018-01-11173,B_203,9609
9610,IELE-3000,2018-01-11173,B_203,9610
9611,IELE-3000,2018-01-11173,B_203,9611
9612,IELE-3000,2018-01-11173,B_203,9612
9613,IELE-3000,2018-01-11173,B_203,9613
9614,IELE-3000,2018-01-11173,B_203,9614
9615,IELE-3000,2018-01-11173,B_203,9615
9616,IELE-3006,2018-01-10836,Q_405,9616
9617,IELE-3006,2018-01-10836,Q_405,9617
9618,IELE-3006,2018-01-10836,Q_405,9618
9619,IELE-3006,2018-01-10836,Q_405,9619
9620,IELE-3006,2018-01-10836,Q_405,9620
9621,IELE-3006,2018-01-10836,Q_405,9621
9622,IELE-3006,2018-01-10836,Q_405,9622
9623,IELE-3006,2018-01-10836,Q_405,9623
9624,IELE-3108,2018-01-13430,Z_103,9624
9625,IELE-3108,2018-01-13430,Z_103,9625
9626,IELE-3108,2018-01-13430,Z_103,9626
9627,IELE-3108,2018-01-13430,Z_103,9627
9628,IELE-3108,2018-01-13430,Z_103,9628
9629,IELE-3108,2018-01-13430,Z_103,9629
9630,IELE-3108,2018-01-13430,Z_103,9630
9631,IELE-3110,2018-01-29634,Q_307,9631
9632,IELE-3110,2018-01-29634,Q_307,9632
9633,IELE-3110,2018-01-29634,Q_307,9633
9634,IELE-3110,2018-01-29634,Q_307,9634
9635,IELE-3110,2018-01-29634,Q_307,9635
9636,IELE-3110,2018-01-29634,Q_307,9636
9637,IELE-3110,2018-01-29634,Q_307,9637
9638,IELE-3110,2018-01-29634,Q_307,9638
9639,IELE-3135,2018-01-29635,W_203,9639
9640,IELE-3135,2018-01-29635,W_203,9640
9641,IELE-3135,2018-01-29635,W_203,9641
9642,IELE-3135,2018-01-29635,W_203,9642
9643,IELE-3135,2018-01-29635,W_203,9643
9644,IELE-3135,2018-01-29635,W_203,9644
9645,IELE-3135,2018-01-29635,W_203,9645
9646,IELE-3135,2018-01-29635,W_203,9646
9647,IELE-3138,2018-01-29636,AU_107,9647
9648,IELE-3138,2018-01-29636,AU_107,9648
9649,IELE-3138,2018-01-29636,AU_107,9649
9650,IELE-3138,2018-01-29636,AU_107,9650
9651,IELE-3138,2018-01-29636,AU_107,9651
9652,IELE-3152,2018-01-29637,AU_403,9652
9653,IELE-3152,2018-01-29637,AU_403,9653
9654,IELE-3152,2018-01-29637,AU_403,9654
9655,IELE-3152,2018-01-29637,AU_403,9655
9656,IELE-3152,2018-01-29637,AU_403,9656
9657,IELE-3152,2018-01-29637,AU_403,9657
9658,IELE-3152,2018-01-29637,AU_403,9658
9659,IELE-3152,2018-01-29637,AU_403,9659
9660,IELE-3200,2018-01-10932,R_109,9660
9661,IELE-3200,2018-01-10932,R_109,9661
9662,IELE-3200,2018-01-10932,R_109,9662
9663,IELE-3200,2018-01-10932,R_109,9663
9664,IELE-3200,2018-01-10932,R_109,9664
9665,IELE-3200,2018-01-10932,R_109,9665
9666,IELE-3200,2018-01-10932,R_109,9666
9667,IELE-3200,2018-01-10932,R_109,9667
9668,IELE-3206,2018-01-29638,AU_201,9668
9669,IELE-3206,2018-01-29638,AU_201,9669
9670,IELE-3206,2018-01-29638,AU_201,9670
9671,IELE-3206,2018-01-29638,AU_201,9671
9672,IELE-3206,2018-01-29638,AU_201,9672
9673,IELE-3206,2018-01-29638,AU_201,9673
9674,IELE-3206,2018-01-29638,AU_201,9674
9675,IELE-3206,2018-01-29638,AU_201,9675
9676,IELE-3330,2018-01-13803,W_503,9676
9677,IELE-3330,2018-01-13803,W_503,9677
9678,IELE-3330,2018-01-13803,W_503,9678
9679,IELE-3330,2018-01-13803,W_503,9679
9680,IELE-3330,2018-01-13803,W_503,9680
9681,IELE-3330,2018-01-13803,W_503,9681
9682,IELE-3330,2018-01-13803,W_503,9682
9683,IELE-3338,2018-01-29642,ML_515,9683
9684,IELE-3338,2018-01-29642,ML_515,9684
9685,IELE-3338,2018-01-29642,ML_515,9685
9686,IELE-3338,2018-01-29642,ML_515,9686
9687,IELE-3338,2018-01-29642,ML_515,9687
9688,IELE-3338,2018-01-29642,ML_515,9688
9689,IELE-3338,2018-01-29642,ML_515,9689
9690,IELE-3338,2018-01-29642,ML_515,9690
9691,IELE-3430,2018-01-13804,ML_114,9691
9692,IELE-3430,2018-01-13804,ML_114,9692
9693,IELE-3430,2018-01-13804,ML_114,9693
9694,IELE-3430,2018-01-13804,ML_114,9694
9695,IELE-3430,2018-01-13804,ML_114,9695
9696,IELE-3430,2018-01-13804,ML_114,9696
9697,IELE-3430,2018-01-13804,ML_114,9697
9698,IELE-3430,2018-01-13804,ML_114,9698
9699,IELE-4000,2018-01-10553,W_503,9699
9700,IELE-4000,2018-01-10553,W_503,9700
9701,IELE-4000,2018-01-10553,W_503,9701
9702,IELE-4000,2018-01-10553,W_503,9702
9703,IELE-4000,2018-01-10553,W_503,9703
9704,IELE-4000,2018-01-10553,W_503,9704
9705,IELE-4000,2018-01-10553,W_503,9705
9706,IELE-4001,2018-01-11363,W_203,9706
9707,IELE-4001,2018-01-11363,W_203,9707
9708,IELE-4001,2018-01-11363,W_203,9708
9709,IELE-4001,2018-01-11363,W_203,9709
9710,IELE-4001,2018-01-11363,W_203,9710
9711,IELE-4001,2018-01-11363,W_203,9711
9712,IELE-4001,2018-01-11363,W_203,9712
9713,IELE-4002,2018-01-10554,W_205,9713
9714,IELE-4002,2018-01-10554,W_205,9714
9715,IELE-4002,2018-01-10554,W_205,9715
9716,IELE-4002,2018-01-10554,W_205,9716
9717,IELE-4002,2018-01-10554,W_205,9717
9718,IELE-4002,2018-01-10554,W_205,9718
9719,IELE-4002,2018-01-10554,W_205,9719
9720,IELE-4009,2018-01-29644,AU_206,9720
9721,IELE-4009,2018-01-29644,AU_206,9721
9722,IELE-4009,2018-01-29644,AU_206,9722
9723,IELE-4009,2018-01-29644,AU_206,9723
9724,IELE-4009,2018-01-29644,AU_206,9724
9725,IELE-4009,2018-01-29644,AU_206,9725
9726,IELE-4009,2018-01-29644,AU_206,9726
9727,IELE-4009,2018-01-29644,AU_206,9727
9728,IELE-4010,2018-01-10509,AU_401,9728
9729,IELE-4010,2018-01-10509,AU_401,9729
9730,IELE-4010,2018-01-10509,AU_401,9730
9731,IELE-4010,2018-01-10509,AU_401,9731
9732,IELE-4010,2018-01-10509,AU_401,9732
9733,IELE-4010,2018-01-10509,AU_401,9733
9734,IELE-4010,2018-01-10509,AU_401,9734
9735,IELE-4010,2018-01-10509,AU_401,9735
9736,IELE-4014,2018-01-26872,AU_404,9736
9737,IELE-4014,2018-01-26872,AU_404,9737
9738,IELE-4014,2018-01-26872,AU_404,9738
9739,IELE-4014,2018-01-26872,AU_404,9739
9740,IELE-4014,2018-01-26872,AU_404,9740
9741,IELE-4014,2018-01-26872,AU_404,9741
9742,IELE-4014,2018-01-26872,AU_404,9742
9743,IELE-4014,2018-01-26872,AU_404,9743
9744,IELE-4100,2018-01-29645,W_503,9744
9745,IELE-4100,2018-01-29645,W_503,9745
9746,IELE-4100,2018-01-29645,W_503,9746
9747,IELE-4100,2018-01-29645,W_503,9747
9748,IELE-4100,2018-01-29645,W_503,9748
9749,IELE-4100,2018-01-29645,W_503,9749
9750,IELE-4100,2018-01-29645,W_503,9750
9751,IELE-4100,2018-01-29645,W_503,9751
9752,IELE-4102,2018-01-29646,W_503,9752
9753,IELE-4102,2018-01-29646,W_503,9753
9754,IELE-4102,2018-01-29646,W_503,9754
9755,IELE-4102,2018-01-29646,W_503,9755
9756,IELE-4102,2018-01-29646,W_503,9756
9757,IELE-4102,2018-01-29646,W_503,9757
9758,IELE-4102,2018-01-29646,W_503,9758
9759,IELE-4102,2018-01-29646,W_503,9759
9760,IELE-4204,2018-01-29649,C_107,9760
9761,IELE-4204,2018-01-29649,C_107,9761
9762,IELE-4204,2018-01-29649,C_107,9762
9763,IELE-4204,2018-01-29649,C_107,9763
9764,IELE-4204,2018-01-29649,C_107,9764
9765,IELE-4204,2018-01-29649,C_107,9765
9766,IELE-4204,2018-01-29649,C_107,9766
9767,IELE-4313,2018-01-29653,W_501,9767
9768,IELE-4313,2018-01-29653,W_501,9768
9769,IELE-4313,2018-01-29653,W_501,9769
9770,IELE-4313,2018-01-29653,W_501,9770
9771,IELE-4313,2018-01-29653,W_501,9771
9772,IELE-4313,2018-01-29653,W_501,9772
9773,IELE-4313,2018-01-29653,W_501,9773
9774,IELE-4412,2018-01-29656,C_206,9774
9775,IELE-4412,2018-01-29656,C_206,9775
9776,IELE-4412,2018-01-29656,C_206,9776
9777,IELE-4412,2018-01-29656,C_206,9777
9778,IELE-4412,2018-01-29656,C_206,9778
9779,IELE-4412,2018-01-29656,C_206,9779
9780,IELE-4412,2018-01-29656,C_206,9780
9781,IELE-4412,2018-01-29656,C_206,9781
9782,IELE-4429,2018-01-31264,C_205,9782
9783,IELE-4429,2018-01-31264,C_205,9783
9784,IELE-4429,2018-01-31264,C_205,9784
9785,IELE-4429,2018-01-31264,C_205,9785
9786,IELE-4429,2018-01-31264,C_205,9786
9787,IELE-4429,2018-01-31264,C_205,9787
9788,IELE-4429,2018-01-31264,C_205,9788
9789,IELE-4429,2018-01-31264,C_205,9789
9790,IELE-4801,2018-01-30718,AU_306,9790
9791,IELE-4801,2018-01-30718,AU_306,9791
9792,IELE-4801,2018-01-30718,AU_306,9792
9793,IELE-4801,2018-01-30718,AU_306,9793
9794,IELE-4801,2018-01-30718,AU_306,9794
9795,IELE-4801,2018-01-30718,AU_306,9795
9796,IELE-4801,2018-01-30718,AU_306,9796
9797,IELE-4801,2018-01-30718,AU_306,9797
9798,IGEN-1101A,2018-01-13431,O_302,9798
9799,IGEN-1101A,2018-01-13431,O_302,9799
9800,IGEN-1101A,2018-01-13431,O_302,9800
9801,IGEN-1101A,2018-01-13431,O_302,9801
9802,IGEN-1101A,2018-01-13431,O_302,9802
9803,IGEN-1102B,2018-01-11080,ML_512,9803
9804,IGEN-1102B,2018-01-11080,ML_512,9804
9805,IGEN-1102B,2018-01-11080,ML_512,9805
9806,IGEN-1102B,2018-01-11080,ML_512,9806
9807,IGEN-1102B,2018-01-11080,ML_512,9807
9808,IGEN-1104A,2018-01-11079,LL_101,9808
9809,IGEN-1104A,2018-01-11079,LL_101,9809
9810,IGEN-1104A,2018-01-11079,LL_101,9810
9811,IGEN-1104A,2018-01-11079,LL_101,9811
9812,IGEN-1104A,2018-01-11079,LL_101,9812
9813,IGEN-1115B,2018-01-17281,Z_203,9813
9814,IGEN-1115B,2018-01-17281,Z_203,9814
9815,IGEN-1115B,2018-01-17281,Z_203,9815
9816,IGEN-1115B,2018-01-17281,Z_203,9816
9817,IGEN-1115B,2018-01-17281,Z_203,9817
9818,IGEN-2007B,2018-01-26881,ML_515,9818
9819,IGEN-2007B,2018-01-26881,ML_515,9819
9820,IGEN-2007B,2018-01-26881,ML_515,9820
9821,IGEN-2007B,2018-01-26881,ML_515,9821
9822,IGEN-2007B,2018-01-26881,ML_515,9822
9823,IGEN-2007B,2018-01-26881,ML_515,9823
9824,IGEN-2007B,2018-01-26881,ML_515,9824
9825,IGEN-2007B,2018-01-26881,ML_515,9825
9826,IIND-1000,2018-01-10107,O_202,9826
9827,IIND-1000,2018-01-10107,O_202,9827
9828,IIND-1000,2018-01-10107,O_202,9828
9829,IIND-1000,2018-01-10107,O_202,9829
9830,IIND-1000,2018-01-10107,O_202,9830
9831,IIND-1000,2018-01-16998,O_304,9831
9832,IIND-1000,2018-01-16998,O_304,9832
9833,IIND-1000,2018-01-16998,O_304,9833
9834,IIND-1000,2018-01-16998,O_304,9834
9835,IIND-1000,2018-01-16998,O_304,9835
9836,IIND-1000,2018-01-16999,B_203,9836
9837,IIND-1000,2018-01-16999,B_203,9837
9838,IIND-1000,2018-01-16999,B_203,9838
9839,IIND-1000,2018-01-16999,B_203,9839
9840,IIND-1000,2018-01-16999,B_203,9840
9841,IIND-1000,2018-01-17000,O_404,9841
9842,IIND-1000,2018-01-17000,O_404,9842
9843,IIND-1000,2018-01-17000,O_404,9843
9844,IIND-1000,2018-01-17000,O_404,9844
9845,IIND-1000,2018-01-17000,O_404,9845
9846,IIND-1001,2018-01-12415,ML_113,9846
9847,IIND-1001,2018-01-12415,ML_113,9847
9848,IIND-1001,2018-01-12415,ML_113,9848
9849,IIND-1001,2018-01-12415,ML_113,9849
9850,IIND-1001,2018-01-12415,ML_113,9850
9851,IIND-1001,2018-01-12415,ML_113,9851
9852,IIND-1001,2018-01-12415,ML_113,9852
9853,IIND-1001,2018-01-12415,ML_113,9853
9854,IIND-1001,2018-01-11362,ML_113,9854
9855,IIND-1001,2018-01-11362,ML_113,9855
9856,IIND-1001,2018-01-11362,ML_113,9856
9857,IIND-1001,2018-01-11362,ML_113,9857
9858,IIND-1001,2018-01-11362,ML_113,9858
9859,IIND-1001,2018-01-11362,ML_113,9859
9860,IIND-1001,2018-01-11362,ML_113,9860
9861,IIND-1001,2018-01-11362,ML_113,9861
9862,IIND-1001,2018-01-12401,ML_114,9862
9863,IIND-1001,2018-01-12401,ML_114,9863
9864,IIND-1001,2018-01-12401,ML_114,9864
9865,IIND-1001,2018-01-12401,ML_114,9865
9866,IIND-1001,2018-01-12401,ML_114,9866
9867,IIND-1001,2018-01-12401,ML_114,9867
9868,IIND-1001,2018-01-12401,ML_114,9868
9869,IIND-1001,2018-01-12401,ML_114,9869
9870,IIND-1001,2018-01-12403,ML_111,9870
9871,IIND-1001,2018-01-12403,ML_111,9871
9872,IIND-1001,2018-01-12403,ML_111,9872
9873,IIND-1001,2018-01-12403,ML_111,9873
9874,IIND-1001,2018-01-12403,ML_111,9874
9875,IIND-1001,2018-01-12403,ML_111,9875
9876,IIND-1001,2018-01-12403,ML_111,9876
9877,IIND-1001,2018-01-12403,ML_111,9877
9878,IIND-1001,2018-01-30424,ML_114,9878
9879,IIND-1001,2018-01-30424,ML_114,9879
9880,IIND-1001,2018-01-30424,ML_114,9880
9881,IIND-1001,2018-01-30424,ML_114,9881
9882,IIND-1001,2018-01-30424,ML_114,9882
9883,IIND-1001,2018-01-30424,ML_114,9883
9884,IIND-1001,2018-01-30424,ML_114,9884
9885,IIND-1001,2018-01-30424,ML_114,9885
9886,IIND-1001,2018-01-12407,ML_113,9886
9887,IIND-1001,2018-01-12407,ML_113,9887
9888,IIND-1001,2018-01-12407,ML_113,9888
9889,IIND-1001,2018-01-12407,ML_113,9889
9890,IIND-1001,2018-01-12407,ML_113,9890
9891,IIND-1001,2018-01-12407,ML_113,9891
9892,IIND-1001,2018-01-12407,ML_113,9892
9893,IIND-1001,2018-01-12407,ML_113,9893
9894,IIND-1001,2018-01-12408,ML_111,9894
9895,IIND-1001,2018-01-12408,ML_111,9895
9896,IIND-1001,2018-01-12408,ML_111,9896
9897,IIND-1001,2018-01-12408,ML_111,9897
9898,IIND-1001,2018-01-12408,ML_111,9898
9899,IIND-1001,2018-01-12408,ML_111,9899
9900,IIND-1001,2018-01-12408,ML_111,9900
9901,IIND-1001,2018-01-12408,ML_111,9901
9902,IIND-1001,2018-01-12414,AU_311,9902
9903,IIND-1001,2018-01-12414,AU_311,9903
9904,IIND-1001,2018-01-12414,AU_311,9904
9905,IIND-1001,2018-01-12414,AU_311,9905
9906,IIND-1001,2018-01-12414,AU_311,9906
9907,IIND-1001,2018-01-27507,ML_111,9907
9908,IIND-1001,2018-01-27507,ML_111,9908
9909,IIND-1001,2018-01-27507,ML_111,9909
9910,IIND-1001,2018-01-27507,ML_111,9910
9911,IIND-1001,2018-01-27507,ML_111,9911
9912,IIND-1001,2018-01-27507,ML_111,9912
9913,IIND-1001,2018-01-27507,ML_111,9913
9914,IIND-1001,2018-01-27507,ML_111,9914
9915,IIND-1001,2018-01-30425,ML_110,9915
9916,IIND-1001,2018-01-30425,ML_110,9916
9917,IIND-1001,2018-01-30425,ML_110,9917
9918,IIND-1001,2018-01-30425,ML_110,9918
9919,IIND-1001,2018-01-30425,ML_110,9919
9920,IIND-1001,2018-01-30425,ML_110,9920
9921,IIND-1001,2018-01-30425,ML_110,9921
9922,IIND-1001,2018-01-30425,ML_110,9922
9923,IIND-1001,2018-01-12413,ML_111,9923
9924,IIND-1001,2018-01-12413,ML_111,9924
9925,IIND-1001,2018-01-12413,ML_111,9925
9926,IIND-1001,2018-01-12413,ML_111,9926
9927,IIND-1001,2018-01-12413,ML_111,9927
9928,IIND-1001,2018-01-12413,ML_111,9928
9929,IIND-1001,2018-01-12413,ML_111,9929
9930,IIND-1001,2018-01-12413,ML_111,9930
9931,IIND-1001,2018-01-27508,ML_113,9931
9932,IIND-1001,2018-01-27508,ML_113,9932
9933,IIND-1001,2018-01-27508,ML_113,9933
9934,IIND-1001,2018-01-27508,ML_113,9934
9935,IIND-1001,2018-01-27508,ML_113,9935
9936,IIND-1001,2018-01-27508,ML_113,9936
9937,IIND-1001,2018-01-27508,ML_113,9937
9938,IIND-1001,2018-01-27508,ML_113,9938
9939,IIND-1001,2018-01-30427,ML_119,9939
9940,IIND-1001,2018-01-30427,ML_119,9940
9941,IIND-1001,2018-01-30427,ML_119,9941
9942,IIND-1001,2018-01-30427,ML_119,9942
9943,IIND-1001,2018-01-30427,ML_119,9943
9944,IIND-1001,2018-01-30427,ML_119,9944
9945,IIND-1001,2018-01-30427,ML_119,9945
9946,IIND-1001,2018-01-30427,ML_119,9946
9947,IIND-1003,2018-01-22984,ML_110,9947
9948,IIND-1003,2018-01-22984,ML_110,9948
9949,IIND-1003,2018-01-22984,ML_110,9949
9950,IIND-1003,2018-01-22984,ML_110,9950
9951,IIND-1003,2018-01-22984,ML_110,9951
9952,IIND-1003,2018-01-22984,ML_110,9952
9953,IIND-1003,2018-01-22984,ML_110,9953
9954,IIND-1003,2018-01-22984,ML_110,9954
9955,IIND-1003,2018-01-22984,ML_110,9955
9956,IIND-1003,2018-01-22984,ML_110,9956
9957,IIND-1003,2018-01-22984,ML_110,9957
9958,IIND-2103,2018-01-10725,R_111,9958
9959,IIND-2103,2018-01-10725,R_111,9959
9960,IIND-2103,2018-01-10725,R_111,9960
9961,IIND-2103,2018-01-10725,R_111,9961
9962,IIND-2103,2018-01-10725,R_111,9962
9963,IIND-2103,2018-01-10725,R_111,9963
9964,IIND-2103,2018-01-10725,R_111,9964
9965,IIND-2103,2018-01-10725,R_111,9965
9966,IIND-2103,2018-01-10727,W_404,9966
9967,IIND-2103,2018-01-10727,W_404,9967
9968,IIND-2103,2018-01-10727,W_404,9968
9969,IIND-2103,2018-01-10727,W_404,9969
9970,IIND-2103,2018-01-10727,W_404,9970
9971,IIND-2103,2018-01-10727,W_404,9971
9972,IIND-2103,2018-01-10727,W_404,9972
9973,IIND-2103,2018-01-10727,W_404,9973
9974,IIND-2103,2018-01-10728,W_102,9974
9975,IIND-2103,2018-01-10728,W_102,9975
9976,IIND-2103,2018-01-10728,W_102,9976
9977,IIND-2103,2018-01-10728,W_102,9977
9978,IIND-2103,2018-01-10728,W_102,9978
9979,IIND-2103,2018-01-11096,R_112,9979
9980,IIND-2103,2018-01-11096,R_112,9980
9981,IIND-2103,2018-01-11096,R_112,9981
9982,IIND-2103,2018-01-11096,R_112,9982
9983,IIND-2103,2018-01-11096,R_112,9983
9984,IIND-2103,2018-01-11096,R_112,9984
9985,IIND-2103,2018-01-11096,R_112,9985
9986,IIND-2103,2018-01-11096,R_112,9986
9987,IIND-2103C,2018-01-12336,Q_307,9987
9988,IIND-2103C,2018-01-12336,Q_307,9988
9989,IIND-2103C,2018-01-12336,Q_307,9989
9990,IIND-2103C,2018-01-12336,Q_307,9990
9991,IIND-2103C,2018-01-12336,Q_307,9991
9992,IIND-2103C,2018-01-12336,Q_307,9992
9993,IIND-2103C,2018-01-12336,Q_307,9993
9994,IIND-2103C,2018-01-12418,W_402,9994
9995,IIND-2103C,2018-01-12418,W_402,9995
9996,IIND-2103C,2018-01-12418,W_402,9996
9997,IIND-2103C,2018-01-12418,W_402,9997
9998,IIND-2103C,2018-01-12418,W_402,9998
9999,IIND-2103C,2018-01-12418,W_402,9999
10000,IIND-2103C,2018-01-12418,W_402,10000
10001,IIND-2103C,2018-01-12423,W_403,10001
10002,IIND-2103C,2018-01-12423,W_403,10002
10003,IIND-2103C,2018-01-12423,W_403,10003
10004,IIND-2103C,2018-01-12423,W_403,10004
10005,IIND-2103C,2018-01-12423,W_403,10005
10006,IIND-2103C,2018-01-12423,W_403,10006
10007,IIND-2103C,2018-01-12423,W_403,10007
10008,IIND-2104,2018-01-10764,ML_617,10008
10009,IIND-2104,2018-01-10764,ML_617,10009
10010,IIND-2104,2018-01-10764,ML_617,10010
10011,IIND-2104,2018-01-10764,ML_617,10011
10012,IIND-2104,2018-01-10764,ML_617,10012
10013,IIND-2104,2018-01-10764,ML_617,10013
10014,IIND-2104,2018-01-10764,ML_617,10014
10015,IIND-2104,2018-01-10764,ML_617,10015
10016,IIND-2104,2018-01-10761,SD_806,10016
10017,IIND-2104,2018-01-10761,SD_806,10017
10018,IIND-2104,2018-01-10761,SD_806,10018
10019,IIND-2104,2018-01-10761,SD_806,10019
10020,IIND-2104,2018-01-10761,SD_806,10020
10021,IIND-2104,2018-01-10761,SD_806,10021
10022,IIND-2104,2018-01-10761,SD_806,10022
10023,IIND-2104,2018-01-10761,SD_806,10023
10024,IIND-2104,2018-01-11159,R_111,10024
10025,IIND-2104,2018-01-11159,R_111,10025
10026,IIND-2104,2018-01-11159,R_111,10026
10027,IIND-2104,2018-01-11159,R_111,10027
10028,IIND-2104,2018-01-11159,R_111,10028
10029,IIND-2104,2018-01-11159,R_111,10029
10030,IIND-2104,2018-01-11159,R_111,10030
10031,IIND-2104,2018-01-11159,R_111,10031
10032,IIND-2104,2018-01-10797,O_202,10032
10033,IIND-2104,2018-01-10797,O_202,10033
10034,IIND-2104,2018-01-10797,O_202,10034
10035,IIND-2104,2018-01-10797,O_202,10035
10036,IIND-2104,2018-01-10797,O_202,10036
10037,IIND-2104,2018-01-10797,O_202,10037
10038,IIND-2104,2018-01-10797,O_202,10038
10039,IIND-2104,2018-01-10797,O_202,10039
10040,IIND-2104,2018-01-26021,R_111,10040
10041,IIND-2104,2018-01-26021,R_111,10041
10042,IIND-2104,2018-01-26021,R_111,10042
10043,IIND-2104,2018-01-26021,R_111,10043
10044,IIND-2104,2018-01-26021,R_111,10044
10045,IIND-2104,2018-01-26021,R_111,10045
10046,IIND-2104,2018-01-26021,R_111,10046
10047,IIND-2104,2018-01-26021,R_111,10047
10048,IIND-2106,2018-01-10703,R_113,10048
10049,IIND-2106,2018-01-10703,R_113,10049
10050,IIND-2106,2018-01-10703,R_113,10050
10051,IIND-2106,2018-01-10703,R_113,10051
10052,IIND-2106,2018-01-10703,R_113,10052
10053,IIND-2106,2018-01-10703,R_113,10053
10054,IIND-2106,2018-01-10703,R_113,10054
10055,IIND-2106,2018-01-10703,R_113,10055
10056,IIND-2106,2018-01-10767,C_207,10056
10057,IIND-2106,2018-01-10767,C_207,10057
10058,IIND-2106,2018-01-10767,C_207,10058
10059,IIND-2106,2018-01-10767,C_207,10059
10060,IIND-2106,2018-01-10767,C_207,10060
10061,IIND-2106,2018-01-10767,C_207,10061
10062,IIND-2106,2018-01-10767,C_207,10062
10063,IIND-2106,2018-01-10767,C_207,10063
10064,IIND-2106,2018-01-10771,C_307,10064
10065,IIND-2106,2018-01-10771,C_307,10065
10066,IIND-2106,2018-01-10771,C_307,10066
10067,IIND-2106,2018-01-10771,C_307,10067
10068,IIND-2106,2018-01-10771,C_307,10068
10069,IIND-2106,2018-01-10771,C_307,10069
10070,IIND-2106,2018-01-10771,C_307,10070
10071,IIND-2106,2018-01-10774,R_112,10071
10072,IIND-2106,2018-01-10774,R_112,10072
10073,IIND-2106,2018-01-10774,R_112,10073
10074,IIND-2106,2018-01-10774,R_112,10074
10075,IIND-2106,2018-01-10774,R_112,10075
10076,IIND-2106,2018-01-10774,R_112,10076
10077,IIND-2106,2018-01-10774,R_112,10077
