id,curso,seccion,salon,franja
0,ADMI-1101,2018-01-10126,SD_805,0
1,ADMI-1101,2018-01-10126,SD_805,1
2,ADMI-1101,2018-01-10126,SD_805,2
3,ADMI-1101,2018-01-10126,SD_805,3
4,ADMI-1101,2018-01-10126,SD_805,4
5,ADMI-1101,2018-01-10126,SD_805,5
6,ADMI-1101,2018-01-10126,SD_805,6
7,ADMI-1101,2018-01-10126,SD_805,7
8,ADMI-1101,2018-01-10126,SD_805,8
9,ADMI-1102,2018-01-25454,SD_803,9
10,ADMI-1102,2018-01-25454,SD_803,10
11,ADMI-1102,2018-01-25454,SD_803,11
12,ADMI-1102,2018-01-25454,SD_803,12
13,ADMI-1102,2018-01-25454,SD_803,13
14,ADMI-1102,2018-01-11411,O_404,14
15,ADMI-1102,2018-01-11411,O_404,15
16,ADMI-1102,2018-01-11411,O_404,16
17,ADMI-1102,2018-01-11411,O_404,17
18,ADMI-1102,2018-01-11411,O_404,18
19,ADMI-1102,2018-01-11411,O_404,19
20,ADMI-1102,2018-01-11411,O_404,20
21,ADMI-1102,2018-01-11411,O_404,21
22,ADMI-1102,2018-01-25458,LL_304,22
23,ADMI-1102,2018-01-25458,LL_304,23
24,ADMI-1102,2018-01-25458,LL_304,24
25,ADMI-1102,2018-01-25458,LL_304,25
26,ADMI-1102,2018-01-25458,LL_304,26
27,ADMI-1102,2018-01-25458,LL_304,27
28,ADMI-1102,2018-01-25458,LL_304,28
29,ADMI-1102,2018-01-25458,LL_304,29
30,ADMI-1190,2018-01-20646,C_307,30
31,ADMI-1190,2018-01-20646,C_307,31
32,ADMI-1190,2018-01-20646,C_307,32
33,ADMI-1190,2018-01-20646,C_307,33
34,ADMI-1190,2018-01-20646,C_307,34
35,ADMI-1190,2018-01-20646,C_307,35
36,ADMI-1190,2018-01-20646,C_307,36
37,ADMI-1190,2018-01-20646,C_307,37
38,ADMI-1190,2018-01-23025,C_308,38
39,ADMI-1190,2018-01-23025,C_308,39
40,ADMI-1190,2018-01-23025,C_308,40
41,ADMI-1190,2018-01-23025,C_308,41
42,ADMI-1190,2018-01-23025,C_308,42
43,ADMI-1190,2018-01-23025,C_308,43
44,ADMI-1190,2018-01-23025,C_308,44
45,ADMI-1190,2018-01-23025,C_308,45
46,ADMI-1190,2018-01-27847,O_204,46
47,ADMI-1190,2018-01-27847,O_204,47
48,ADMI-1190,2018-01-27847,O_204,48
49,ADMI-1190,2018-01-27847,O_204,49
50,ADMI-1190,2018-01-27847,O_204,50
51,ADMI-1190,2018-01-27847,O_204,51
52,ADMI-1190,2018-01-27847,O_204,52
53,ADMI-1190,2018-01-27847,O_204,53
54,ADMI-1203,2018-01-10131,AU_104,54
55,ADMI-1203,2018-01-10131,AU_104,55
56,ADMI-1203,2018-01-10131,AU_104,56
57,ADMI-1203,2018-01-10131,AU_104,57
58,ADMI-1203,2018-01-10131,AU_104,58
59,ADMI-1203,2018-01-10131,AU_104,59
60,ADMI-1203,2018-01-10131,AU_104,60
61,ADMI-1203,2018-01-10131,AU_104,61
62,ADMI-1203,2018-01-20816,AU_203,62
63,ADMI-1203,2018-01-20816,AU_203,63
64,ADMI-1203,2018-01-20816,AU_203,64
65,ADMI-1203,2018-01-20816,AU_203,65
66,ADMI-1203,2018-01-20816,AU_203,66
67,ADMI-1203,2018-01-20816,AU_203,67
68,ADMI-1203,2018-01-20816,AU_203,68
69,ADMI-1203,2018-01-20816,AU_203,69
70,ADMI-1203,2018-01-12118,AU_102,70
71,ADMI-1203,2018-01-12118,AU_102,71
72,ADMI-1203,2018-01-12118,AU_102,72
73,ADMI-1203,2018-01-12118,AU_102,73
74,ADMI-1203,2018-01-12118,AU_102,74
75,ADMI-1203,2018-01-12118,AU_102,75
76,ADMI-1203,2018-01-12118,AU_102,76
77,ADMI-1203,2018-01-12118,AU_102,77
78,ADMI-1203,2018-01-11123,C_209,78
79,ADMI-1203,2018-01-11123,C_209,79
80,ADMI-1203,2018-01-11123,C_209,80
81,ADMI-1203,2018-01-11123,C_209,81
82,ADMI-1203,2018-01-11123,C_209,82
83,ADMI-1590,2018-01-17185,SD_203,83
84,ADMI-1590,2018-01-17185,SD_203,84
85,ADMI-1590,2018-01-17185,SD_203,85
86,ADMI-1590,2018-01-17185,SD_203,86
87,ADMI-1590,2018-01-17185,SD_203,87
88,ADMI-1590,2018-01-17185,SD_203,88
89,ADMI-1590,2018-01-17185,SD_203,89
90,ADMI-1590,2018-01-20917,AU_205,90
91,ADMI-1590,2018-01-20917,AU_205,91
92,ADMI-1590,2018-01-20917,AU_205,92
93,ADMI-1590,2018-01-20917,AU_205,93
94,ADMI-1590,2018-01-20917,AU_205,94
95,ADMI-1590,2018-01-20917,AU_205,95
96,ADMI-1590,2018-01-20917,AU_205,96
97,ADMI-1590,2018-01-23194,AU_107,97
98,ADMI-1590,2018-01-23194,AU_107,98
99,ADMI-1590,2018-01-23194,AU_107,99
100,ADMI-1590,2018-01-23194,AU_107,100
101,ADMI-1590,2018-01-23194,AU_107,101
102,ADMI-1590,2018-01-23194,AU_107,102
103,ADMI-1590,2018-01-23194,AU_107,103
104,ADMI-1590,2018-01-23195,AU_107,104
105,ADMI-1590,2018-01-23195,AU_107,105
106,ADMI-1590,2018-01-23195,AU_107,106
107,ADMI-1590,2018-01-23195,AU_107,107
108,ADMI-1590,2018-01-23195,AU_107,108
109,ADMI-1590,2018-01-23195,AU_107,109
110,ADMI-1590,2018-01-23195,AU_107,110
111,ADMI-1590,2018-01-28783,AU_107,111
112,ADMI-1590,2018-01-28783,AU_107,112
113,ADMI-1590,2018-01-28783,AU_107,113
114,ADMI-1590,2018-01-28783,AU_107,114
115,ADMI-1590,2018-01-28783,AU_107,115
116,ADMI-1590,2018-01-28783,AU_107,116
117,ADMI-1590,2018-01-28783,AU_107,117
118,ADMI-1590,2018-01-31229,LL_205,118
119,ADMI-1590,2018-01-31229,LL_205,119
120,ADMI-1590,2018-01-31229,LL_205,120
121,ADMI-1590,2018-01-31229,LL_205,121
122,ADMI-1590,2018-01-31229,LL_205,122
123,ADMI-1590,2018-01-31229,LL_205,123
124,ADMI-1590,2018-01-31229,LL_205,124
125,ADMI-1602,2018-01-11013,SD_201,125
126,ADMI-1602,2018-01-11013,SD_201,126
127,ADMI-1602,2018-01-11013,SD_201,127
128,ADMI-1602,2018-01-11013,SD_201,128
129,ADMI-1602,2018-01-11013,SD_201,129
130,ADMI-1602,2018-01-11013,SD_201,130
131,ADMI-1602,2018-01-11013,SD_201,131
132,ADMI-1602,2018-01-13920,AU_208,132
133,ADMI-1602,2018-01-13920,AU_208,133
134,ADMI-1602,2018-01-13920,AU_208,134
135,ADMI-1602,2018-01-13920,AU_208,135
136,ADMI-1602,2018-01-13920,AU_208,136
137,ADMI-1602,2018-01-13920,AU_208,137
138,ADMI-1602,2018-01-13920,AU_208,138
139,ADMI-1602,2018-01-11014,AU_307,139
140,ADMI-1602,2018-01-11014,AU_307,140
141,ADMI-1602,2018-01-11014,AU_307,141
142,ADMI-1602,2018-01-11014,AU_307,142
143,ADMI-1602,2018-01-11014,AU_307,143
144,ADMI-1602,2018-01-11014,AU_307,144
145,ADMI-1602,2018-01-11014,AU_307,145
146,ADMI-1602,2018-01-11015,AU_310,146
147,ADMI-1602,2018-01-11015,AU_310,147
148,ADMI-1602,2018-01-11015,AU_310,148
149,ADMI-1602,2018-01-11015,AU_310,149
150,ADMI-1602,2018-01-11015,AU_310,150
151,ADMI-1602,2018-01-11015,AU_310,151
152,ADMI-1602,2018-01-11015,AU_310,152
153,ADMI-1602,2018-01-28720,AU_107,153
154,ADMI-1602,2018-01-28720,AU_107,154
155,ADMI-1602,2018-01-28720,AU_107,155
156,ADMI-1602,2018-01-28720,AU_107,156
157,ADMI-1602,2018-01-28720,AU_107,157
158,ADMI-1602,2018-01-28720,AU_107,158
159,ADMI-1602,2018-01-28720,AU_107,159
160,ADMI-1602,2018-01-17132,SD_205,160
161,ADMI-1602,2018-01-17132,SD_205,161
162,ADMI-1602,2018-01-17132,SD_205,162
163,ADMI-1602,2018-01-17132,SD_205,163
164,ADMI-1602,2018-01-17132,SD_205,164
165,ADMI-1602,2018-01-17132,SD_205,165
166,ADMI-1602,2018-01-17132,SD_205,166
167,ADMI-1602,2018-01-18587,AU_310,167
168,ADMI-1602,2018-01-18587,AU_310,168
169,ADMI-1602,2018-01-18587,AU_310,169
170,ADMI-1602,2018-01-18587,AU_310,170
171,ADMI-1602,2018-01-18587,AU_310,171
172,ADMI-1602,2018-01-18587,AU_310,172
173,ADMI-1602,2018-01-18587,AU_310,173
174,ADMI-1603,2018-01-10133,O_401,174
175,ADMI-1603,2018-01-10133,O_401,175
176,ADMI-1603,2018-01-10133,O_401,176
177,ADMI-1603,2018-01-10133,O_401,177
178,ADMI-1603,2018-01-10133,O_401,178
179,ADMI-1603,2018-01-10133,O_401,179
180,ADMI-1603,2018-01-10133,O_401,180
181,ADMI-1603,2018-01-10133,O_401,181
182,ADMI-1603,2018-01-10134,Q_306,182
183,ADMI-1603,2018-01-10134,Q_306,183
184,ADMI-1603,2018-01-10134,Q_306,184
185,ADMI-1603,2018-01-10134,Q_306,185
186,ADMI-1603,2018-01-10134,Q_306,186
187,ADMI-1603,2018-01-10134,Q_306,187
188,ADMI-1603,2018-01-10134,Q_306,188
189,ADMI-1603,2018-01-10134,Q_306,189
190,ADMI-1603,2018-01-23026,B_201,190
191,ADMI-1603,2018-01-23026,B_201,191
192,ADMI-1603,2018-01-23026,B_201,192
193,ADMI-1603,2018-01-23026,B_201,193
194,ADMI-1603,2018-01-23026,B_201,194
195,ADMI-1603,2018-01-23082,AU_104,195
196,ADMI-1603,2018-01-23082,AU_104,196
197,ADMI-1603,2018-01-23082,AU_104,197
198,ADMI-1603,2018-01-23082,AU_104,198
199,ADMI-1603,2018-01-23082,AU_104,199
200,ADMI-1603,2018-01-23082,AU_104,200
201,ADMI-1603,2018-01-23082,AU_104,201
202,ADMI-1603,2018-01-23082,AU_104,202
203,ADMI-1603,2018-01-31091,AU_104,203
204,ADMI-1603,2018-01-31091,AU_104,204
205,ADMI-1603,2018-01-31091,AU_104,205
206,ADMI-1603,2018-01-31091,AU_104,206
207,ADMI-1603,2018-01-31091,AU_104,207
208,ADMI-1603,2018-01-31091,AU_104,208
209,ADMI-1603,2018-01-31091,AU_104,209
210,ADMI-1603,2018-01-31091,AU_104,210
211,ADMI-2104B,2018-01-11547,B_401,211
212,ADMI-2104B,2018-01-11547,B_401,212
213,ADMI-2104B,2018-01-11547,B_401,213
214,ADMI-2104B,2018-01-11547,B_401,214
215,ADMI-2104B,2018-01-11547,B_401,215
216,ADMI-2104B,2018-01-11547,B_401,216
217,ADMI-2104B,2018-01-11547,B_401,217
218,ADMI-2104B,2018-01-11547,B_401,218
219,ADMI-2104B,2018-01-21174,SD_803,219
220,ADMI-2104B,2018-01-21174,SD_803,220
221,ADMI-2104B,2018-01-21174,SD_803,221
222,ADMI-2104B,2018-01-21174,SD_803,222
223,ADMI-2104B,2018-01-21174,SD_803,223
224,ADMI-2104B,2018-01-21174,SD_803,224
225,ADMI-2104B,2018-01-21174,SD_803,225
226,ADMI-2104B,2018-01-21174,SD_803,226
227,ADMI-2104B,2018-01-13121,SD_802,227
228,ADMI-2104B,2018-01-13121,SD_802,228
229,ADMI-2104B,2018-01-13121,SD_802,229
230,ADMI-2104B,2018-01-13121,SD_802,230
231,ADMI-2104B,2018-01-13121,SD_802,231
232,ADMI-2104B,2018-01-13121,SD_802,232
233,ADMI-2104B,2018-01-13121,SD_802,233
234,ADMI-2104B,2018-01-13121,SD_802,234
235,ADMI-2104B,2018-01-25486,SD_801,235
236,ADMI-2104B,2018-01-25486,SD_801,236
237,ADMI-2104B,2018-01-25486,SD_801,237
238,ADMI-2104B,2018-01-25486,SD_801,238
239,ADMI-2104B,2018-01-25486,SD_801,239
240,ADMI-2104B,2018-01-25486,SD_801,240
241,ADMI-2104B,2018-01-25486,SD_801,241
242,ADMI-2104B,2018-01-25486,SD_801,242
243,ADMI-2106,2018-01-10637,LL_303,243
244,ADMI-2106,2018-01-10637,LL_303,244
245,ADMI-2106,2018-01-10637,LL_303,245
246,ADMI-2106,2018-01-10637,LL_303,246
247,ADMI-2106,2018-01-10637,LL_303,247
248,ADMI-2106,2018-01-10637,LL_303,248
249,ADMI-2106,2018-01-10637,LL_303,249
250,ADMI-2106,2018-01-11216,C_308,250
251,ADMI-2106,2018-01-11216,C_308,251
252,ADMI-2106,2018-01-11216,C_308,252
253,ADMI-2106,2018-01-11216,C_308,253
254,ADMI-2106,2018-01-11216,C_308,254
255,ADMI-2106,2018-01-11216,C_308,255
256,ADMI-2106,2018-01-11216,C_308,256
257,ADMI-2106,2018-01-10135,O_301,257
258,ADMI-2106,2018-01-10135,O_301,258
259,ADMI-2106,2018-01-10135,O_301,259
260,ADMI-2106,2018-01-10135,O_301,260
261,ADMI-2106,2018-01-10135,O_301,261
262,ADMI-2106,2018-01-10135,O_301,262
263,ADMI-2106,2018-01-10135,O_301,263
264,ADMI-2106,2018-01-10135,O_301,264
265,ADMI-2107,2018-01-10427,B_201,265
266,ADMI-2107,2018-01-10427,B_201,266
267,ADMI-2107,2018-01-10427,B_201,267
268,ADMI-2107,2018-01-10427,B_201,268
269,ADMI-2107,2018-01-10427,B_201,269
270,ADMI-2107,2018-01-10427,B_201,270
271,ADMI-2107,2018-01-10427,B_201,271
272,ADMI-2107,2018-01-10427,B_201,272
273,ADMI-2107,2018-01-10502,O_401,273
274,ADMI-2107,2018-01-10502,O_401,274
275,ADMI-2107,2018-01-10502,O_401,275
276,ADMI-2107,2018-01-10502,O_401,276
277,ADMI-2107,2018-01-10502,O_401,277
278,ADMI-2107,2018-01-10502,O_401,278
279,ADMI-2107,2018-01-10502,O_401,279
280,ADMI-2107,2018-01-10502,O_401,280
281,ADMI-2204,2018-01-25488,C_105,281
282,ADMI-2204,2018-01-25488,C_105,282
283,ADMI-2204,2018-01-25488,C_105,283
284,ADMI-2204,2018-01-25488,C_105,284
285,ADMI-2204,2018-01-25488,C_105,285
286,ADMI-2204,2018-01-25488,C_105,286
287,ADMI-2204,2018-01-25488,C_105,287
288,ADMI-2204,2018-01-25488,C_105,288
289,ADMI-2204,2018-01-11425,SD_716,289
290,ADMI-2204,2018-01-11425,SD_716,290
291,ADMI-2204,2018-01-11425,SD_716,291
292,ADMI-2204,2018-01-11425,SD_716,292
293,ADMI-2204,2018-01-11425,SD_716,293
294,ADMI-2204,2018-01-18596,C_307,294
295,ADMI-2204,2018-01-18596,C_307,295
296,ADMI-2204,2018-01-18596,C_307,296
297,ADMI-2204,2018-01-18596,C_307,297
298,ADMI-2204,2018-01-18596,C_307,298
299,ADMI-2204,2018-01-18596,C_307,299
300,ADMI-2204,2018-01-18596,C_307,300
301,ADMI-2204,2018-01-18596,C_307,301
302,ADMI-2204,2018-01-31092,C_307,302
303,ADMI-2204,2018-01-31092,C_307,303
304,ADMI-2204,2018-01-31092,C_307,304
305,ADMI-2204,2018-01-31092,C_307,305
306,ADMI-2204,2018-01-31092,C_307,306
307,ADMI-2204,2018-01-31092,C_307,307
308,ADMI-2204,2018-01-31092,C_307,308
309,ADMI-2204,2018-01-31092,C_307,309
310,ADMI-2205,2018-01-11426,AU_205,310
311,ADMI-2205,2018-01-11426,AU_205,311
312,ADMI-2205,2018-01-11426,AU_205,312
313,ADMI-2205,2018-01-11426,AU_205,313
314,ADMI-2205,2018-01-11426,AU_205,314
315,ADMI-2205,2018-01-11426,AU_205,315
316,ADMI-2205,2018-01-11426,AU_205,316
317,ADMI-2205,2018-01-11426,AU_205,317
318,ADMI-2205,2018-01-31093,AU_401,318
319,ADMI-2205,2018-01-31093,AU_401,319
320,ADMI-2205,2018-01-31093,AU_401,320
321,ADMI-2205,2018-01-31093,AU_401,321
322,ADMI-2205,2018-01-31093,AU_401,322
323,ADMI-2205,2018-01-31093,AU_401,323
324,ADMI-2205,2018-01-31093,AU_401,324
325,ADMI-2205,2018-01-31093,AU_401,325
326,ADMI-2206,2018-01-14896,B_201,326
327,ADMI-2206,2018-01-14896,B_201,327
328,ADMI-2206,2018-01-14896,B_201,328
329,ADMI-2206,2018-01-14896,B_201,329
330,ADMI-2206,2018-01-14896,B_201,330
331,ADMI-2206,2018-01-14896,B_201,331
332,ADMI-2206,2018-01-14896,B_201,332
333,ADMI-2206,2018-01-14896,B_201,333
334,ADMI-2207,2018-01-13554,O_302,334
335,ADMI-2207,2018-01-13554,O_302,335
336,ADMI-2207,2018-01-13554,O_302,336
337,ADMI-2207,2018-01-13554,O_302,337
338,ADMI-2207,2018-01-13554,O_302,338
339,ADMI-2207,2018-01-13554,O_302,339
340,ADMI-2207,2018-01-13554,O_302,340
341,ADMI-2207,2018-01-13554,O_302,341
342,ADMI-2207,2018-01-12119,O_402,342
343,ADMI-2207,2018-01-12119,O_402,343
344,ADMI-2207,2018-01-12119,O_402,344
345,ADMI-2207,2018-01-12119,O_402,345
346,ADMI-2207,2018-01-12119,O_402,346
347,ADMI-2207,2018-01-12119,O_402,347
348,ADMI-2207,2018-01-12119,O_402,348
349,ADMI-2207,2018-01-12119,O_402,349
350,ADMI-2207,2018-01-14899,B_201,350
351,ADMI-2207,2018-01-14899,B_201,351
352,ADMI-2207,2018-01-14899,B_201,352
353,ADMI-2207,2018-01-14899,B_201,353
354,ADMI-2207,2018-01-14899,B_201,354
355,ADMI-2207,2018-01-14899,B_201,355
356,ADMI-2207,2018-01-14899,B_201,356
357,ADMI-2207,2018-01-14899,B_201,357
358,ADMI-2207,2018-01-23649,B_201,358
359,ADMI-2207,2018-01-23649,B_201,359
360,ADMI-2207,2018-01-23649,B_201,360
361,ADMI-2207,2018-01-23649,B_201,361
362,ADMI-2207,2018-01-23649,B_201,362
363,ADMI-2207,2018-01-23649,B_201,363
364,ADMI-2207,2018-01-23649,B_201,364
365,ADMI-2207,2018-01-23649,B_201,365
366,ADMI-2301,2018-01-31094,O_403,366
367,ADMI-2301,2018-01-31094,O_403,367
368,ADMI-2301,2018-01-31094,O_403,368
369,ADMI-2301,2018-01-31094,O_403,369
370,ADMI-2301,2018-01-31094,O_403,370
371,ADMI-2301,2018-01-31094,O_403,371
372,ADMI-2301,2018-01-31094,O_403,372
373,ADMI-2301,2018-01-31094,O_403,373
374,ADMI-2301,2018-01-13604,C_209,374
375,ADMI-2301,2018-01-13604,C_209,375
376,ADMI-2301,2018-01-13604,C_209,376
377,ADMI-2301,2018-01-13604,C_209,377
378,ADMI-2301,2018-01-13604,C_209,378
379,ADMI-2301,2018-01-13604,C_209,379
380,ADMI-2301,2018-01-13604,C_209,380
381,ADMI-2301,2018-01-13604,C_209,381
382,ADMI-2301,2018-01-25473,O_404,382
383,ADMI-2301,2018-01-25473,O_404,383
384,ADMI-2301,2018-01-25473,O_404,384
385,ADMI-2301,2018-01-25473,O_404,385
386,ADMI-2301,2018-01-25473,O_404,386
387,ADMI-2301,2018-01-25473,O_404,387
388,ADMI-2301,2018-01-25473,O_404,388
389,ADMI-2301,2018-01-25473,O_404,389
390,ADMI-2301,2018-01-10139,SD_806,390
391,ADMI-2301,2018-01-10139,SD_806,391
392,ADMI-2301,2018-01-10139,SD_806,392
393,ADMI-2301,2018-01-10139,SD_806,393
394,ADMI-2301,2018-01-10139,SD_806,394
395,ADMI-2301,2018-01-10139,SD_806,395
396,ADMI-2301,2018-01-10139,SD_806,396
397,ADMI-2301,2018-01-10139,SD_806,397
398,ADMI-2301,2018-01-13266,O_403,398
399,ADMI-2301,2018-01-13266,O_403,399
400,ADMI-2301,2018-01-13266,O_403,400
401,ADMI-2301,2018-01-13266,O_403,401
402,ADMI-2301,2018-01-13266,O_403,402
403,ADMI-2301,2018-01-13266,O_403,403
404,ADMI-2301,2018-01-13266,O_403,404
405,ADMI-2301,2018-01-13266,O_403,405
406,ADMI-2301,2018-01-18597,LL_303,406
407,ADMI-2301,2018-01-18597,LL_303,407
408,ADMI-2301,2018-01-18597,LL_303,408
409,ADMI-2301,2018-01-18597,LL_303,409
410,ADMI-2301,2018-01-18597,LL_303,410
411,ADMI-2302,2018-01-10140,SD_704,411
412,ADMI-2302,2018-01-10140,SD_704,412
413,ADMI-2302,2018-01-10140,SD_704,413
414,ADMI-2302,2018-01-10140,SD_704,414
415,ADMI-2302,2018-01-10140,SD_704,415
416,ADMI-2302,2018-01-10140,SD_704,416
417,ADMI-2302,2018-01-10140,SD_704,417
418,ADMI-2302,2018-01-10140,SD_704,418
419,ADMI-2302,2018-01-10180,SD_704,419
420,ADMI-2302,2018-01-10180,SD_704,420
421,ADMI-2302,2018-01-10180,SD_704,421
422,ADMI-2302,2018-01-10180,SD_704,422
423,ADMI-2302,2018-01-10180,SD_704,423
424,ADMI-2302,2018-01-10180,SD_704,424
425,ADMI-2302,2018-01-10180,SD_704,425
426,ADMI-2302,2018-01-10180,SD_704,426
427,ADMI-2302,2018-01-20900,Y_101,427
428,ADMI-2302,2018-01-20900,Y_101,428
429,ADMI-2302,2018-01-20900,Y_101,429
430,ADMI-2302,2018-01-20900,Y_101,430
431,ADMI-2302,2018-01-20900,Y_101,431
432,ADMI-2403,2018-01-11122,C_105,432
433,ADMI-2403,2018-01-11122,C_105,433
434,ADMI-2403,2018-01-11122,C_105,434
435,ADMI-2403,2018-01-11122,C_105,435
436,ADMI-2403,2018-01-11122,C_105,436
437,ADMI-2403,2018-01-11122,C_105,437
438,ADMI-2403,2018-01-11122,C_105,438
439,ADMI-2403,2018-01-11122,C_105,439
440,ADMI-2403,2018-01-13207,C_209,440
441,ADMI-2403,2018-01-13207,C_209,441
442,ADMI-2403,2018-01-13207,C_209,442
443,ADMI-2403,2018-01-13207,C_209,443
444,ADMI-2403,2018-01-13207,C_209,444
445,ADMI-2403,2018-01-13207,C_209,445
446,ADMI-2403,2018-01-13207,C_209,446
447,ADMI-2403,2018-01-13207,C_209,447
448,ADMI-2403,2018-01-13556,C_209,448
449,ADMI-2403,2018-01-13556,C_209,449
450,ADMI-2403,2018-01-13556,C_209,450
451,ADMI-2403,2018-01-13556,C_209,451
452,ADMI-2403,2018-01-13556,C_209,452
453,ADMI-2403,2018-01-13556,C_209,453
454,ADMI-2403,2018-01-13556,C_209,454
455,ADMI-2403,2018-01-13556,C_209,455
456,ADMI-2403,2018-01-31418,O_303,456
457,ADMI-2403,2018-01-31418,O_303,457
458,ADMI-2403,2018-01-31418,O_303,458
459,ADMI-2403,2018-01-31418,O_303,459
460,ADMI-2403,2018-01-31418,O_303,460
461,ADMI-2501,2018-01-28711,C_307,461
462,ADMI-2501,2018-01-28711,C_307,462
463,ADMI-2501,2018-01-28711,C_307,463
464,ADMI-2501,2018-01-28711,C_307,464
465,ADMI-2501,2018-01-28711,C_307,465
466,ADMI-2501,2018-01-20826,O_303,466
467,ADMI-2501,2018-01-20826,O_303,467
468,ADMI-2501,2018-01-20826,O_303,468
469,ADMI-2501,2018-01-20826,O_303,469
470,ADMI-2501,2018-01-20826,O_303,470
471,ADMI-2501,2018-01-20826,O_303,471
472,ADMI-2501,2018-01-20826,O_303,472
473,ADMI-2501,2018-01-20826,O_303,473
474,ADMI-2501,2018-01-20827,W_204,474
475,ADMI-2501,2018-01-20827,W_204,475
476,ADMI-2501,2018-01-20827,W_204,476
477,ADMI-2501,2018-01-20827,W_204,477
478,ADMI-2501,2018-01-20827,W_204,478
479,ADMI-2501,2018-01-23161,SD_702,479
480,ADMI-2501,2018-01-23161,SD_702,480
481,ADMI-2501,2018-01-23161,SD_702,481
482,ADMI-2501,2018-01-23161,SD_702,482
483,ADMI-2501,2018-01-23161,SD_702,483
484,ADMI-2605,2018-01-14023,LL_302,484
485,ADMI-2605,2018-01-14023,LL_302,485
486,ADMI-2605,2018-01-14023,LL_302,486
487,ADMI-2605,2018-01-14023,LL_302,487
488,ADMI-2605,2018-01-14023,LL_302,488
489,ADMI-2605,2018-01-14023,LL_302,489
490,ADMI-2605,2018-01-14023,LL_302,490
491,ADMI-2605,2018-01-14023,LL_302,491
492,ADMI-2605,2018-01-14031,LL_301,492
493,ADMI-2605,2018-01-14031,LL_301,493
494,ADMI-2605,2018-01-14031,LL_301,494
495,ADMI-2605,2018-01-14031,LL_301,495
496,ADMI-2605,2018-01-14031,LL_301,496
497,ADMI-2605,2018-01-14031,LL_301,497
498,ADMI-2605,2018-01-14031,LL_301,498
499,ADMI-2605,2018-01-14031,LL_301,499
500,ADMI-2605,2018-01-14032,B_203,500
501,ADMI-2605,2018-01-14032,B_203,501
502,ADMI-2605,2018-01-14032,B_203,502
503,ADMI-2605,2018-01-14032,B_203,503
504,ADMI-2605,2018-01-14032,B_203,504
505,ADMI-2605,2018-01-14032,B_203,505
506,ADMI-2605,2018-01-14032,B_203,506
507,ADMI-2605,2018-01-14032,B_203,507
508,ADMI-2605,2018-01-14085,O_301,508
509,ADMI-2605,2018-01-14085,O_301,509
510,ADMI-2605,2018-01-14085,O_301,510
511,ADMI-2605,2018-01-14085,O_301,511
512,ADMI-2605,2018-01-14085,O_301,512
513,ADMI-2605,2018-01-14085,O_301,513
514,ADMI-2605,2018-01-14085,O_301,514
515,ADMI-2605,2018-01-14085,O_301,515
516,ADMI-2605,2018-01-23646,O_404,516
517,ADMI-2605,2018-01-23646,O_404,517
518,ADMI-2605,2018-01-23646,O_404,518
519,ADMI-2605,2018-01-23646,O_404,519
520,ADMI-2605,2018-01-23646,O_404,520
521,ADMI-2605,2018-01-23646,O_404,521
522,ADMI-2605,2018-01-23646,O_404,522
523,ADMI-2605,2018-01-23646,O_404,523
524,ADMI-2605,2018-01-27948,SD_703,524
525,ADMI-2605,2018-01-27948,SD_703,525
526,ADMI-2605,2018-01-27948,SD_703,526
527,ADMI-2605,2018-01-27948,SD_703,527
528,ADMI-2605,2018-01-27948,SD_703,528
529,ADMI-2605,2018-01-27948,SD_703,529
530,ADMI-2605,2018-01-27948,SD_703,530
531,ADMI-2605,2018-01-27948,SD_703,531
532,ADMI-2801,2018-01-10142,ML_509,532
533,ADMI-2801,2018-01-10142,ML_509,533
534,ADMI-2801,2018-01-10142,ML_509,534
535,ADMI-2801,2018-01-10142,ML_509,535
536,ADMI-2801,2018-01-10142,ML_509,536
537,ADMI-2801,2018-01-10142,ML_509,537
538,ADMI-2801,2018-01-10142,ML_509,538
539,ADMI-2801,2018-01-10142,ML_509,539
540,ADMI-2801,2018-01-13011,LL_108,540
541,ADMI-2801,2018-01-13011,LL_108,541
542,ADMI-2801,2018-01-13011,LL_108,542
543,ADMI-2801,2018-01-13011,LL_108,543
544,ADMI-2801,2018-01-13011,LL_108,544
545,ADMI-2801,2018-01-13746,SD_801,545
546,ADMI-2801,2018-01-13746,SD_801,546
547,ADMI-2801,2018-01-13746,SD_801,547
548,ADMI-2801,2018-01-13746,SD_801,548
549,ADMI-2801,2018-01-13746,SD_801,549
550,ADMI-3107,2018-01-28076,R_209,550
551,ADMI-3107,2018-01-28076,R_209,551
552,ADMI-3107,2018-01-28076,R_209,552
553,ADMI-3107,2018-01-28076,R_209,553
554,ADMI-3107,2018-01-28076,R_209,554
555,ADMI-3107,2018-01-28076,R_209,555
556,ADMI-3107,2018-01-28076,R_209,556
557,ADMI-3107C,2018-01-31018,AU_102,557
558,ADMI-3107C,2018-01-31018,AU_102,558
559,ADMI-3107C,2018-01-31018,AU_102,559
560,ADMI-3107C,2018-01-31018,AU_102,560
561,ADMI-3107C,2018-01-31018,AU_102,561
562,ADMI-3107C,2018-01-31018,AU_102,562
563,ADMI-3107C,2018-01-31018,AU_102,563
564,ADMI-3107C,2018-01-31019,O_405,564
565,ADMI-3107C,2018-01-31019,O_405,565
566,ADMI-3107C,2018-01-31019,O_405,566
567,ADMI-3107C,2018-01-31019,O_405,567
