id;dia;hora_inicio;minuto_inicio;hora_fin;minuto_fin;duracion
16999;J;9;30;10;20;70
17006;L;9;30;10;20;70
17007;J;9;30;10;20;70
17014;L;11;0;11;50;50
17015;J;11;0;11;50;50
17022;L;11;0;11;50;50
17023;I;11;0;11;50;50
17030;L;11;0;11;50;50
17031;I;11;0;11;50;50
17038;L;13;0;13;50;50
17039;I;13;0;13;50;50
17046;L;11;0;11;50;50
17047;J;11;0;11;50;50
17054;L;13;0;13;50;50
17055;J;13;0;13;50;50
17062;L;13;0;13;50;50
17063;J;13;0;13;50;50
17070;L;14;0;14;50;50
17071;J;14;0;14;50;50
17078;L;15;30;16;20;70
17079;J;15;30;16;20;70
17086;J;11;0;11;50;50
17087;L;11;0;11;50;50
17091;L;14;0;14;50;50
17092;J;14;0;14;50;50
17099;L;14;0;14;50;50
17100;J;14;0;14;50;50
17107;L;15;30;16;20;70
17108;J;15;30;16;20;70
17115;L;15;30;16;20;70
17116;J;15;30;16;20;70
17123;L;17;0;17;50;50
17124;J;17;0;17;50;50
17131;M;8;0;9;20;80
17132;V;8;0;9;20;80
17133;I;8;0;9;20;80
17134;L;8;0;9;20;80
17135;M;8;0;9;20;80
17136;J;8;0;9;20;80
17143;M;9;30;10;50;80
17144;J;9;30;10;50;80
17151;J;9;30;10;50;80
17152;M;9;30;10;50;80
17156;J;11;0;12;20;80
17157;M;11;0;12;20;80
17161;J;8;0;9;20;80
17162;M;8;0;9;20;80
17166;L;9;30;10;20;70
17167;I;9;30;10;20;70
17174;L;9;30;10;20;70
17175;I;9;30;10;20;70
17182;L;12;30;13;20;70
17183;I;12;30;13;20;70
17190;L;9;30;10;20;70
17191;I;9;30;10;20;70
17198;L;9;30;10;20;70
17199;I;9;30;10;20;70
17206;L;12;30;13;20;70
17207;I;12;30;13;20;70
17214;L;12;30;13;20;70
17215;I;12;30;13;20;70
17222;L;12;30;13;20;70
17223;I;12;30;13;20;70
17230;L;12;30;13;20;70
17231;I;12;30;13;20;70
17238;L;12;30;13;20;70
17239;I;12;30;13;20;70
17246;L;12;30;13;20;70
17247;I;12;30;13;20;70
17254;M;15;30;16;50;80
17255;J;15;30;16;50;80
17262;M;15;30;16;50;80
17263;J;15;30;16;50;80
17270;M;15;30;16;50;80
17271;J;15;30;16;50;80
17278;L;8;0;8;50;50
17279;I;8;0;8;50;50
17286;L;8;0;8;50;50
17287;I;8;0;8;50;50
17294;I;14;0;14;50;50
17295;L;14;0;14;50;50
17299;I;11;0;11;50;50
17300;L;11;0;11;50;50
17304;I;11;0;11;50;50
17305;L;11;0;11;50;50
17309;L;14;0;14;50;50
17310;I;14;0;14;50;50
17317;I;11;0;11;50;50
17318;L;11;0;11;50;50
17322;I;14;0;14;50;50
17323;L;14;0;14;50;50
17327;I;14;0;14;50;50
17328;L;14;0;14;50;50
17332;M;14;0;15;20;80
17333;V;14;0;15;20;80
17340;L;15;30;16;50;80
17341;J;15;30;16;50;80
17348;L;6;30;7;20;70
17349;M;6;30;7;20;70
17350;J;6;30;7;20;70
17351;V;6;30;7;20;70
17358;L;6;30;7;20;70
17359;M;6;30;7;20;70
17360;J;6;30;7;20;70
17361;V;6;30;7;20;70
17368;L;11;0;11;50;50
17369;M;11;0;11;50;50
17370;J;11;0;11;50;50
17371;V;11;0;11;50;50
17378;L;11;0;11;50;50
17379;M;11;0;11;50;50
17380;J;11;0;11;50;50
17381;V;11;0;11;50;50
17388;L;12;30;13;20;70
17389;M;12;30;13;20;70
17390;J;12;30;13;20;70
17391;V;12;30;13;20;70
17398;L;12;30;13;20;70
17399;V;12;30;13;20;70
17400;J;12;30;13;20;70
17401;V;12;30;13;20;70
17402;L;12;30;13;20;70
17403;M;12;30;13;20;70
17404;J;12;30;13;20;70
17408;M;14;0;15;50;110
17409;J;14;0;15;50;110
17416;J;14;0;15;50;110
17417;M;14;0;15;50;110
17421;M;14;0;15;50;110
17422;V;14;0;15;50;110
17429;V;6;30;7;50;80
17430;L;6;30;7;50;80
17431;J;6;30;7;50;80
17435;M;11;0;12;20;80
17436;J;11;0;12;20;80
17437;V;11;0;12;20;80
17444;M;8;0;9;20;80
17445;J;8;0;9;20;80
17452;L;8;0;8;50;50
17453;I;8;0;8;50;50
17460;L;8;0;8;50;50
17461;I;8;0;8;50;50
17468;J;14;0;15;50;110
17469;M;14;0;15;50;110
17473;I;14;0;15;50;110
17474;V;14;0;15;50;110
17481;I;9;30;10;20;70
17482;V;9;30;10;20;70
17489;I;9;30;10;20;70
17490;V;9;30;10;20;70
17497;M;17;0;18;20;80
17498;I;17;0;18;20;80
17499;V;17;0;18;20;80
17503;M;9;30;10;50;80
17504;J;9;30;10;50;80
17511;M;9;30;10;50;80
17512;J;9;30;10;50;80
17519;M;17;0;18;20;80
17520;J;17;0;18;20;80
17527;I;9;30;10;20;70
17528;V;9;30;10;20;70
17535;I;9;30;10;20;70
17536;V;9;30;10;20;70
17543;I;9;30;10;20;70
17544;V;9;30;10;20;70
17551;I;9;30;10;20;70
17552;L;9;30;10;20;70
17556;I;9;30;10;20;70
17557;L;9;30;10;20;70
17561;I;9;30;10;20;70
17562;L;9;30;10;20;70
17566;I;17;0;17;50;50
17567;V;17;0;17;50;50
17574;I;17;0;17;50;50
17575;V;17;0;17;50;50
17582;I;17;0;17;50;50
17583;V;17;0;17;50;50
17590;M;12;30;13;50;80
17591;J;12;30;13;50;80
17598;L;7;0;7;50;50
17599;I;7;0;7;50;50
17606;L;7;0;7;50;50
17607;I;7;0;7;50;50
17614;L;7;0;7;50;50
17615;I;7;0;7;50;50
17622;I;11;0;12;50;110
17623;V;11;0;12;50;110
17630;M;15;30;16;50;80
17631;J;15;30;16;50;80
17632;V;15;30;16;50;80
17639;L;15;30;16;50;80
17640;M;15;30;16;50;80
17641;V;15;30;16;50;80
17648;L;6;30;7;50;80
17649;M;6;30;7;50;80
17650;J;6;30;7;50;80
17657;L;9;30;10;50;80
17658;V;9;30;10;50;80
17659;M;9;30;10;50;80
17660;I;11;0;12;50;110
17661;V;11;0;12;50;110
17668;V;15;30;16;50;80
17669;M;15;30;16;50;80
17670;J;15;30;16;50;80
17674;M;11;0;12;50;110
17675;J;11;0;12;50;110
17682;L;9;30;10;20;70
17683;M;9;30;10;20;70
17684;J;9;30;10;20;70
17685;V;9;30;10;20;70
17692;L;12;30;13;20;70
17693;M;12;30;13;20;70
17694;J;12;30;13;20;70
17695;V;12;30;13;20;70
17702;L;12;30;13;20;70
17703;M;12;30;13;20;70
17704;J;12;30;13;20;70
17705;V;12;30;13;20;70
17712;L;17;0;17;50;50
17713;M;17;0;17;50;50
17714;J;17;0;17;50;50
17715;V;17;0;17;50;50
17722;M;14;0;15;20;80
17723;J;14;0;15;20;80
17730;I;14;0;15;50;110
17731;V;14;0;15;50;110
17738;M;14;0;15;50;110
17739;J;14;0;15;50;110
17746;M;11;0;12;50;110
17747;J;11;0;12;50;110
17754;M;8;0;9;50;110
17755;J;8;0;9;50;110
17762;M;9;0;10;50;110
17763;J;9;0;10;50;110
17770;I;14;0;15;50;110
17771;V;14;0;15;50;110
17778;M;14;0;15;50;110
17779;J;14;0;15;50;110
17786;I;11;0;12;50;110
17787;V;11;0;12;50;110
17794;I;16;0;17;50;110
17795;V;16;0;17;50;110
17802;I;14;0;15;50;110
17803;V;14;0;15;50;110
17810;I;14;0;15;50;110
17811;V;14;0;15;50;110
17818;M;8;0;9;50;110
17819;J;8;0;9;50;110
17826;I;11;0;12;50;110
17827;V;11;0;12;50;110
17834;J;9;30;10;50;80
17835;M;9;30;10;50;80
17839;V;9;30;10;50;80
17840;I;9;30;10;50;80
17844;I;14;0;15;50;110
17845;V;14;0;15;50;110
17852;V;13;0;13;50;50
17859;M;13;0;13;50;50
17866;J;17;0;17;50;50
17873;J;16;0;17;50;110
17880;M;11;0;12;50;110
17881;J;11;0;12;50;110
17888;M;8;0;9;50;110
17889;J;8;0;9;50;110
17896;M;9;0;10;50;110
17897;J;9;0;10;50;110
17904;I;14;0;15;50;110
17905;V;14;0;15;50;110
17912;M;14;0;15;50;110
17913;J;14;0;15;50;110
17920;I;11;0;12;50;110
17921;V;11;0;12;50;110
17928;I;16;0;17;50;110
17929;V;16;0;17;50;110
17936;L;16;0;17;50;110
17937;I;16;0;17;50;110
17944;I;14;0;15;50;110
17945;V;14;0;15;50;110
17952;I;14;0;15;50;110
17953;V;14;0;15;50;110
17960;V;16;0;17;50;110
17961;I;16;0;17;50;110
17965;M;14;0;15;50;110
17966;J;14;0;15;50;110
17973;M;11;0;12;50;110
17974;J;11;0;12;50;110
17981;M;14;0;15;50;110
17982;J;14;0;15;50;110
17989;I;14;0;15;50;110
17990;V;14;0;15;50;110
17997;J;16;0;17;50;110
18004;J;16;0;17;50;110
18011;J;16;0;17;50;110
18018;J;16;0;17;50;110
18025;V;13;0;16;50;230
18026;S;13;0;16;50;230
18027;S;13;0;16;50;230
18028;V;13;0;16;50;230
18029;S;13;0;16;50;230
18030;V;13;0;16;50;230
18031;S;13;0;16;50;230
18032;V;8;0;11;50;230
18033;V;8;0;11;50;230
18034;S;8;0;11;50;230
18035;V;8;0;11;50;230
18036;S;8;0;11;50;230
18037;V;8;0;11;50;230
18038;S;8;0;11;50;230
18039;I;15;30;16;50;80
18046;I;12;30;13;20;70
18047;J;12;30;13;20;70
18048;M;12;30;13;20;70
18052;V;12;30;13;20;70
18053;L;12;30;13;20;70
18054;I;12;30;13;20;70
18058;L;8;0;8;50;50
18059;I;8;0;8;50;50
18060;V;8;0;8;50;50
18067;L;9;30;10;20;70
18068;I;9;30;10;20;70
18069;V;9;30;10;20;70
18076;V;15;30;16;50;80
18077;M;15;30;16;50;80
18081;L;8;0;9;20;80
18082;V;8;0;9;20;80
18089;M;9;30;10;50;80
18090;V;9;30;10;50;80
18097;V;14;0;15;20;80
18098;J;14;0;15;20;80
18102;V;12;30;13;20;70
18103;L;12;30;13;20;70
18104;I;12;30;13;20;70
18108;M;15;30;16;50;80
18109;J;15;30;16;50;80
18113;J;15;30;16;50;80
18114;L;15;30;16;50;80
18118;J;11;0;12;20;80
18119;M;11;0;12;20;80
18123;I;15;30;16;50;80
18124;V;15;30;16;50;80
18131;L;9;30;10;50;80
18132;V;9;30;10;50;80
18139;L;8;0;8;50;50
18140;V;8;0;8;50;50
18141;I;8;0;8;50;50
18142;V;9;30;10;50;80
18143;L;9;30;10;50;80
18147;L;11;0;12;20;80
18154;M;11;0;12;20;80
18161;L;11;0;12;20;80
18168;L;11;0;12;20;80
18175;M;11;0;12;20;80
18182;V;12;30;13;50;80
18183;I;12;30;13;50;80
18187;L;9;30;10;50;80
18188;I;9;30;10;50;80
18195;M;11;0;12;20;80
18196;J;11;0;12;20;80
18203;I;12;30;13;50;80
18204;V;12;30;13;50;80
18211;M;12;30;13;50;80
18212;V;12;30;13;50;80
18216;I;12;30;13;50;80
18223;I;12;30;13;50;80
18224;L;12;30;13;50;80
18228;L;11;0;11;50;50
18229;V;11;0;11;50;50
18230;I;11;0;11;50;50
18231;M;9;30;10;50;80
18232;J;9;30;10;50;80
18239;M;15;30;17;20;130
18246;M;15;30;16;50;80
18247;J;15;30;16;50;80
18254;J;8;0;9;20;80
18255;M;8;0;9;20;80
18259;M;17;0;18;20;80
18260;V;17;0;18;20;80
18267;M;11;0;12;20;80
18268;J;11;0;12;20;80
18275;M;12;30;13;20;70
18282;L;17;0;18;50;110
18289;S;9;0;11;50;170
18296;S;9;0;11;50;170
18303;L;18;0;20;50;170
18310;L;18;0;20;50;170
18317;V;18;0;20;50;170
18324;J;18;0;20;50;170
18331;M;18;0;20;50;170
18338;I;18;0;20;50;170
18345;M;18;0;20;50;170
18352;J;18;0;20;50;170
18359;L;18;0;20;50;170
18366;L;18;0;20;50;170
18373;L;17;0;19;50;170
18380;L;17;0;19;50;170
18387;L;17;0;19;50;170
18394;J;17;0;19;50;170
18401;I;17;0;19;50;170
18408;M;17;0;19;50;170
18415;I;17;0;19;50;170
18422;L;18;0;20;50;170
18423;M;18;0;20;50;170
18424;I;18;0;20;50;170
18425;J;18;0;20;50;170
18426;V;18;0;20;50;170
18427;S;18;0;20;50;170
18431;L;18;0;20;50;170
18432;M;18;0;20;50;170
18433;I;18;0;20;50;170
18434;J;18;0;20;50;170
18435;V;18;0;20;50;170
18442;L;18;0;20;50;170
18443;M;18;0;20;50;170
18444;I;18;0;20;50;170
18445;J;18;0;20;50;170
18446;V;18;0;20;50;170
18447;S;18;0;20;50;170
18451;L;18;0;20;50;170
18458;S;11;0;12;50;110
18465;M;18;0;20;50;170
18472;S;8;0;10;50;170
18479;I;18;0;20;50;170
18486;V;18;0;20;50;170
18493;J;18;0;20;50;170
18500;M;18;0;20;50;170
18501;L;18;0;20;50;170
18502;M;18;0;20;50;170
18503;I;18;0;20;50;170
18510;J;18;0;20;50;170
18511;J;18;0;20;50;170
18515;J;18;0;20;50;170
18516;J;18;0;20;50;170
18520;L;18;0;20;50;170
18521;V;18;0;20;50;170
18522;L;18;0;20;50;170
18523;M;18;0;20;50;170
18530;J;18;0;20;50;170
18531;I;18;0;20;50;170
18532;J;18;0;20;50;170
18533;J;7;0;9;50;170
18534;V;7;0;9;50;170
18535;J;7;0;9;50;170
18536;J;14;0;17;50;230
18537;V;14;0;17;50;230
18538;J;14;0;17;50;230
18539;J;13;0;15;50;170
18540;V;13;0;15;50;170
18541;J;13;0;15;50;170
18542;V;13;0;15;50;170
18543;J;16;0;17;50;110
18544;V;16;0;17;50;110
18545;J;16;0;17;50;110
18546;V;16;0;17;50;110
18547;S;7;0;17;50;650
18548;S;7;0;17;50;650
18549;S;7;0;17;50;650
18550;S;13;0;17;50;290
18557;J;10;0;13;50;230
18558;V;10;0;13;50;230
18559;J;10;0;13;50;230
18560;V;10;0;13;50;230
18561;J;9;0;11;50;170
18562;V;9;0;11;50;170
18563;J;9;0;11;50;170
18564;V;9;0;11;50;170
18565;J;7;0;8;50;110
18566;V;7;0;8;50;110
18567;S;7;0;8;50;110
18568;J;7;0;8;50;110
18569;S;8;0;18;0;600
18576;V;14;0;18;0;240
18583;V;14;0;18;0;240
18590;J;10;0;13;50;230
18591;V;10;0;13;50;230
18592;J;10;0;13;50;230
18593;J;8;30;11;50;200
18594;V;8;30;11;50;200
18595;J;8;30;11;50;200
18596;S;9;0;11;50;170
18603;V;6;30;9;20;190
18610;I;17;0;19;50;170
18617;V;15;30;18;20;190
18624;L;19;0;20;50;110
18631;L;18;0;18;50;50
18638;J;18;0;20;50;170
18645;I;18;0;20;50;170
18646;M;18;0;20;50;170
18650;J;18;0;20;50;170
18657;I;18;0;20;50;170
18664;M;18;0;20;50;170
18671;J;18;0;20;50;170
18678;I;18;0;20;50;170
18685;L;18;0;20;50;170
18692;S;8;0;10;50;170
18693;S;8;0;10;50;170
18694;S;8;0;10;50;170
18695;V;18;0;20;50;170
18696;V;18;0;20;50;170
18697;V;18;0;20;50;170
18698;M;18;0;20;50;170
18705;S;11;0;13;50;170
18706;S;11;0;13;50;170
18707;S;11;0;13;50;170
18708;I;18;0;20;50;170
18715;L;18;0;20;50;170
18722;L;6;30;7;50;80
18723;I;6;30;7;50;80
18730;L;12;30;13;50;80
18731;I;12;30;13;50;80
18738;L;18;30;19;50;80
18739;I;18;30;19;50;80
18746;S;8;0;10;50;170
18753;V;15;30;18;20;190
18760;V;6;30;9;20;190
18767;J;17;0;19;50;170
18774;L;6;30;9;20;190
18781;V;18;0;20;50;170
18782;S;18;0;20;50;170
18783;V;18;0;20;50;170
18784;V;18;0;20;50;170
18785;S;18;0;20;50;170
18789;S;8;0;11;50;230
18790;S;8;0;11;50;230
18794;J;18;0;20;50;170
18795;L;18;0;20;50;170
18796;L;18;0;20;50;170
18797;V;18;0;20;50;170
18798;S;18;0;20;50;170
18802;S;13;0;16;50;230
18803;S;13;0;16;50;230
18804;S;13;0;16;50;230
18805;V;18;0;20;50;170
18806;S;18;0;20;50;170
18810;S;8;0;10;50;170
18811;S;8;0;10;50;170
18812;S;8;0;10;50;170
18813;J;18;0;20;50;170
18814;S;18;0;20;50;170
18818;J;17;0;19;50;170
18825;I;6;30;9;20;190
18832;V;17;0;19;50;170
18839;I;17;0;19;50;170
18846;I;6;30;9;20;190
18853;J;17;0;19;50;170
18860;M;6;30;9;20;190
18861;J;6;30;9;20;190
18868;M;6;30;9;20;190
18869;J;6;30;9;20;190
18876;V;14;0;17;50;230
18877;S;14;0;17;50;230
18878;V;14;0;17;50;230
18879;S;14;0;17;50;230
18880;V;14;0;17;50;230
18881;S;14;0;17;50;230
18882;V;8;0;11;50;230
18883;V;8;0;11;50;230
18884;V;8;0;11;50;230
18885;V;18;0;20;50;170
18886;S;18;0;20;50;170
18887;V;18;0;20;50;170
18888;J;17;0;19;50;170
18889;L;17;0;19;50;170
18890;J;17;0;19;50;170
18891;M;17;0;19;50;170
18898;J;18;0;20;50;170
18899;J;18;0;20;50;170
18900;J;18;0;20;50;170
18901;I;17;0;18;50;110
18902;I;17;0;18;50;110
18903;I;17;0;18;50;110
18904;J;18;0;20;50;170
18905;S;18;0;20;50;170
18909;M;18;0;20;50;170
18916;I;18;0;20;50;170
18923;L;18;0;20;50;170
18930;V;18;0;20;50;170
18937;J;18;0;20;50;170
18944;L;15;30;16;50;80
18945;I;15;30;16;50;80
18952;I;9;30;10;50;80
18953;V;9;30;10;50;80
18960;M;15;30;16;50;80
18961;J;15;30;16;50;80
18968;M;17;0;18;20;80
18969;J;17;0;18;20;80
18976;I;8;0;9;20;80
18977;V;8;0;9;20;80
18984;L;14;0;15;20;80
18985;I;14;0;15;20;80
18992;I;11;0;12;20;80
18993;V;11;0;12;20;80
19000;J;8;0;9;20;80
19001;L;8;0;9;20;80
19005;M;14;0;15;20;80
19006;J;14;0;15;20;80
19013;L;11;0;12;20;80
19014;V;11;0;12;20;80
19021;L;9;30;10;50;80
19022;I;9;30;10;50;80
19029;M;9;30;10;50;80
19030;J;9;30;10;50;80
19037;I;15;30;18;20;190
19044;I;8;0;9;20;80
19045;V;8;0;9;20;80
19052;M;17;0;18;50;110
19053;J;17;0;18;50;110
19060;V;14;0;16;50;170
19061;S;14;0;16;50;170
19068;M;6;30;8;20;130
19069;M;6;30;8;20;130
19070;S;6;30;8;20;130
19071;S;8;0;11;50;230
19072;M;8;0;11;50;230
19073;M;8;0;11;50;230
19074;L;17;0;18;20;80
19075;I;17;0;18;20;80
19082;M;9;30;10;50;80
19083;J;9;30;10;50;80
19090;I;18;30;19;50;80
19091;L;18;30;19;50;80
19095;V;14;0;15;20;80
19102;V;17;0;19;20;140
19103;L;17;0;19;20;140
19104;I;17;0;19;20;140
19108;J;14;0;16;50;170
19115;I;17;0;19;50;170
19122;M;11;0;12;20;80
19123;J;11;0;12;20;80
19130;I;14;0;16;50;170
19137;J;14;0;16;50;170
19144;M;14;0;16;50;170
19151;L;14;0;16;50;170
19158;M;8;0;9;20;80
19159;J;8;0;9;20;80
19166;M;9;30;10;50;80
19167;J;9;30;10;50;80
19174;M;12;30;13;50;80
19175;J;12;30;13;50;80
19182;M;15;30;18;20;190
19189;J;11;0;12;20;80
19196;I;12;30;13;50;80
19197;L;12;30;13;50;80
19201;I;8;0;9;20;80
19202;V;8;0;9;20;80
19209;M;14;0;16;50;170
19216;I;14;0;16;50;170
19223;I;8;0;9;20;80
19224;V;8;0;9;20;80
19231;J;7;0;9;50;170
19238;I;6;30;9;20;190
19245;I;9;30;10;50;80
19246;V;9;30;10;50;80
19253;V;11;0;12;20;80
19254;I;11;0;12;20;80
19258;L;11;0;12;20;80
19259;I;11;0;12;20;80
19263;I;11;0;12;20;80
19264;L;11;0;12;20;80
19268;L;15;30;16;50;80
19269;I;15;30;16;50;80
19276;V;11;0;12;20;80
19277;M;11;0;12;20;80
19281;I;8;0;9;20;80
19282;L;8;0;9;20;80
19286;V;14;0;15;20;80
19293;V;12;30;13;50;80
19294;I;12;30;13;50;80
19298;M;15;30;16;50;80
19299;V;15;30;16;50;80
19306;I;9;30;10;50;80
19307;L;9;30;10;50;80
19311;L;17;0;18;20;80
19312;I;17;0;18;20;80
19319;V;11;0;12;20;80
19320;M;11;0;12;20;80
19324;J;14;0;15;20;80
19325;M;14;0;15;20;80
19329;L;8;0;9;20;80
19330;J;8;0;9;20;80
19337;L;15;30;16;50;80
19338;I;15;30;16;50;80
19345;M;17;0;18;20;80
19346;J;17;0;18;20;80
19353;L;12;30;13;50;80
19354;I;12;30;13;50;80
19361;L;12;30;13;50;80
19362;I;12;30;13;50;80
19369;M;6;30;7;50;80
19370;V;6;30;7;50;80
19377;M;14;0;15;20;80
19378;V;14;0;15;20;80
19385;L;17;0;18;20;80
19386;I;17;0;18;20;80
19387;J;17;0;18;20;80
19391;L;17;0;18;20;80
19392;I;17;0;18;20;80
19393;J;17;0;18;20;80
19397;V;14;0;15;20;80
19398;M;14;0;15;20;80
19402;J;15;30;16;50;80
19403;M;15;30;16;50;80
19407;I;14;0;15;20;80
19408;L;14;0;15;20;80
19412;J;15;30;16;50;80
19413;L;15;30;16;50;80
19417;I;8;0;9;20;80
19418;V;8;0;9;20;80
19425;V;8;0;9;20;80
19426;I;8;0;9;20;80
19430;V;11;0;12;20;80
19437;J;17;0;18;50;110
19444;M;8;0;10;50;170
19451;I;14;0;16;50;170
19458;V;8;0;10;50;170
19465;L;8;0;9;20;80
19466;J;8;0;9;20;80
19473;M;6;30;7;50;80
19474;V;6;30;7;50;80
19481;L;15;30;16;50;80
19482;J;15;30;16;50;80
19489;V;8;0;10;50;170
19496;J;8;0;9;20;80
19497;L;8;0;9;20;80
19501;M;15;30;16;50;80
19502;V;15;30;16;50;80
19509;M;8;0;10;50;170
19516;L;6;30;7;50;80
19517;J;6;30;7;50;80
19524;L;15;30;16;50;80
19525;I;15;30;16;50;80
19532;J;17;0;19;50;170
19539;L;8;0;9;20;80
19540;J;8;0;9;20;80
19547;I;9;30;11;20;130
19548;L;9;30;11;20;130
19552;M;12;30;14;20;130
19553;J;12;30;14;20;130
19560;M;17;0;19;50;170
19567;M;8;0;10;50;170
19574;S;8;0;10;50;170
19581;M;17;0;18;20;80
19582;J;17;0;18;20;80
19589;J;14;0;16;50;170
19596;J;14;0;16;50;170
19603;J;14;0;16;50;170
19610;J;14;0;16;50;170
19617;J;14;0;16;50;170
19624;J;14;0;16;50;170
19631;L;17;0;18;20;80
19638;M;11;0;12;20;80
19639;J;11;0;12;20;80
19640;L;11;0;12;20;80
19644;M;6;30;7;50;80
19645;J;6;30;7;50;80
19652;M;12;30;13;50;80
19653;J;12;30;13;50;80
19660;L;6;30;7;50;80
19661;I;6;30;7;50;80
19668;L;14;0;15;20;80
19669;V;14;0;15;20;80
19676;L;9;30;10;20;70
19677;J;9;30;10;20;70
19678;M;9;30;10;20;70
19679;J;15;30;16;50;80
19680;V;15;30;16;50;80
19687;M;17;0;18;20;80
19688;J;17;0;18;20;80
19695;M;12;30;13;50;80
19696;J;12;30;13;50;80
19703;M;8;0;9;20;80
19704;J;8;0;9;20;80
19711;J;12;30;13;50;80
19712;V;12;30;13;50;80
19719;I;11;0;12;20;80
19720;V;11;0;12;20;80
19727;M;6;30;7;50;80
19728;J;6;30;7;50;80
19735;I;9;30;10;50;80
19736;V;9;30;10;50;80
19743;I;9;30;10;50;80
19744;V;9;30;10;50;80
19751;V;14;0;15;20;80
19752;M;14;0;15;20;80
19756;L;15;30;16;20;70
19763;L;15;30;16;20;70
19770;L;15;30;16;20;70
19777;L;17;0;17;50;50
19784;V;12;30;13;20;70
19791;V;12;30;13;20;70
19798;V;12;30;13;20;70
19805;V;12;30;13;20;70
19812;L;12;30;13;20;70
19819;L;12;30;13;20;70
19826;L;12;30;13;20;70
19833;L;11;0;11;50;50
19840;L;11;0;11;50;50
19847;L;11;0;11;50;50
19854;V;6;30;7;20;70
19861;V;6;30;7;20;70
19868;V;6;30;7;20;70
19875;L;9;30;10;20;70
19882;L;9;30;10;20;70
19889;L;9;30;10;20;70
19896;L;9;30;10;20;70
19903;L;14;0;14;50;50
19910;L;14;0;14;50;50
19917;M;15;30;16;50;80
19918;I;15;30;16;50;80
19925;I;15;30;16;50;80
19926;M;15;30;16;50;80
19930;L;16;0;16;50;50
19937;L;16;0;16;50;50
19944;L;16;0;16;50;50
19951;I;8;0;8;50;50
19952;M;8;0;8;50;50
19953;J;8;0;8;50;50
19957;M;9;30;10;50;80
19958;L;9;30;10;50;80
19959;J;9;30;10;50;80
19960;J;8;0;9;20;80
19961;M;8;0;9;20;80
19965;V;8;0;8;50;50
19972;V;8;0;8;50;50
19979;V;12;30;13;20;70
19986;V;14;0;15;20;80
19987;M;14;0;15;20;80
19991;V;11;0;11;50;50
19998;V;11;0;11;50;50
20005;V;12;30;13;20;70
20012;L;8;0;8;50;50
20013;V;8;0;8;50;50
20014;I;8;0;8;50;50
20015;L;12;0;12;50;50
20016;M;12;0;12;50;50
20017;J;12;0;12;50;50
20021;M;12;30;13;50;80
20022;J;12;30;13;50;80
20029;M;6;30;7;50;80
20030;J;6;30;7;50;80
20037;L;8;0;8;50;50
20044;L;12;30;13;20;70
20051;L;12;30;13;20;70
20058;L;9;30;10;20;70
20065;L;9;30;10;20;70
20072;L;8;0;8;50;50
20079;M;8;0;9;20;80
20080;J;8;0;9;20;80
20087;L;8;0;8;50;50
20088;V;8;0;8;50;50
20089;I;8;0;8;50;50
20090;M;11;0;12;20;80
20091;J;11;0;12;20;80
20098;L;11;0;11;50;50
20105;L;11;0;11;50;50
20112;L;9;30;10;50;80
20113;V;9;30;10;50;80
20114;I;9;30;10;50;80
20115;L;17;0;18;20;80
20116;I;17;0;18;20;80
20123;L;15;30;16;50;80
20124;J;15;30;16;50;80
20125;L;15;30;16;50;80
20129;M;8;0;9;20;80
20130;J;8;0;9;20;80
20137;L;12;30;13;50;80
20138;J;12;30;13;50;80
20145;M;8;0;9;20;80
20146;J;8;0;9;20;80
20153;M;17;0;18;20;80
20154;J;17;0;18;20;80
20161;J;12;30;13;50;80
20162;I;12;30;13;50;80
20166;L;6;30;8;20;130
20167;M;6;30;8;20;130
20168;I;6;30;8;20;130
20169;J;6;30;8;20;130
20170;V;6;30;8;20;130
20177;L;6;30;8;20;130
20178;M;6;30;8;20;130
20179;I;6;30;8;20;130
20180;J;6;30;8;20;130
20181;V;6;30;8;20;130
20188;L;12;30;13;50;80
20189;I;12;30;13;50;80
20196;I;8;0;9;20;80
20197;L;8;0;9;20;80
20201;L;15;30;16;50;80
20202;I;15;30;16;50;80
20209;M;12;30;13;50;80
20210;J;12;30;13;50;80
20217;V;14;0;16;50;170
20224;V;6;30;9;20;190
20231;V;9;30;12;20;190
20238;V;9;30;12;20;190
20245;L;6;30;9;20;190
20252;V;14;0;16;50;170
20259;V;12;30;13;50;80
20266;S;11;0;13;50;170
20267;J;11;0;13;50;170
20268;V;11;0;13;50;170
20269;J;14;0;16;50;170
20270;S;14;0;16;50;170
20271;V;14;0;16;50;170
20272;S;8;0;10;50;170
20273;J;8;0;10;50;170
20274;V;8;0;10;50;170
20275;S;8;0;10;50;170
20276;V;8;0;10;50;170
20277;J;8;0;10;50;170
