id;dia;hora_inicio;minuto_inicio;hora_fin;minuto_fin;duracion
0;L;9;30;10;50;80
1;I;9;30;10;50;80
2;V;9;30;10;50;80
9;J;6;30;7;50;80
10;L;6;30;7;50;80
14;L;6;30;7;50;80
15;I;6;30;7;50;80
22;L;8;0;9;20;80
23;I;8;0;9;20;80
30;L;11;0;12;20;80
31;J;11;0;12;20;80
38;L;6;30;7;50;80
39;I;6;30;7;50;80
46;L;14;0;15;20;80
47;I;14;0;15;20;80
54;L;9;30;10;50;80
55;I;9;30;10;50;80
62;L;11;0;12;20;80
63;I;11;0;12;20;80
70;M;6;30;7;50;80
71;J;6;30;7;50;80
78;V;11;0;12;20;80
79;M;11;0;12;20;80
83;L;9;30;12;20;190
90;M;8;0;10;50;170
97;I;8;0;10;50;170
104;L;14;0;16;50;170
111;M;11;0;13;50;170
118;J;14;0;16;50;170
125;L;6;30;9;20;190
132;M;6;30;9;20;190
139;L;14;0;16;50;170
146;V;14;0;16;50;170
153;M;8;0;10;50;170
160;J;9;30;12;20;190
167;L;9;30;12;20;190
174;L;14;0;15;20;80
175;I;14;0;15;20;80
182;L;9;30;10;50;80
183;I;9;30;10;50;80
190;I;12;30;13;50;80
191;L;12;30;13;50;80
195;M;11;0;12;20;80
196;J;11;0;12;20;80
203;M;12;30;13;50;80
204;J;12;30;13;50;80
211;L;6;30;7;50;80
212;I;6;30;7;50;80
219;L;8;0;9;20;80
220;I;8;0;9;20;80
227;M;11;0;12;20;80
228;J;11;0;12;20;80
235;M;12;30;13;50;80
236;J;12;30;13;50;80
243;V;8;0;10;50;170
250;I;11;0;13;50;170
257;L;15;30;16;50;80
258;J;15;30;16;50;80
265;L;11;0;12;20;80
266;J;11;0;12;20;80
273;I;8;0;9;20;80
274;V;8;0;9;20;80
281;L;11;0;12;20;80
282;I;11;0;12;20;80
289;V;15;30;16;50;80
290;I;15;30;16;50;80
294;M;14;0;15;20;80
295;J;14;0;15;20;80
302;I;11;0;12;20;80
303;V;11;0;12;20;80
310;I;12;30;13;50;80
311;V;12;30;13;50;80
318;L;11;0;12;20;80
319;I;11;0;12;20;80
326;L;9;30;10;50;80
327;J;9;30;10;50;80
334;L;11;0;12;20;80
335;J;11;0;12;20;80
342;M;8;0;9;20;80
343;J;8;0;9;20;80
350;M;6;30;7;50;80
351;J;6;30;7;50;80
358;L;8;0;9;20;80
359;J;8;0;9;20;80
366;M;14;0;15;20;80
367;J;14;0;15;20;80
374;M;8;0;9;20;80
375;V;8;0;9;20;80
382;M;9;30;10;50;80
383;J;9;30;10;50;80
390;L;6;30;7;50;80
391;J;6;30;7;50;80
398;L;8;0;9;20;80
399;I;8;0;9;20;80
406;I;9;30;10;50;80
407;L;9;30;10;50;80
411;L;15;30;16;50;80
412;I;15;30;16;50;80
419;L;14;0;15;20;80
420;I;14;0;15;20;80
427;J;8;0;9;20;80
428;L;8;0;9;20;80
432;L;14;0;15;20;80
433;I;14;0;15;20;80
440;L;11;0;12;20;80
441;J;11;0;12;20;80
448;M;14;0;15;20;80
449;J;14;0;15;20;80
456;J;14;0;15;20;80
457;M;14;0;15;20;80
461;V;6;30;7;50;80
462;M;6;30;7;50;80
466;L;8;0;9;20;80
467;J;8;0;9;20;80
474;J;8;0;9;20;80
475;M;8;0;9;20;80
479;V;12;30;13;50;80
480;I;12;30;13;50;80
484;L;6;30;7;50;80
485;J;6;30;7;50;80
492;M;6;30;7;50;80
493;V;6;30;7;50;80
500;M;8;0;9;20;80
501;V;8;0;9;20;80
508;L;9;30;10;50;80
509;J;9;30;10;50;80
516;L;11;0;12;20;80
517;J;11;0;12;20;80
524;L;14;0;15;20;80
525;I;14;0;15;20;80
532;M;12;30;13;50;80
533;J;12;30;13;50;80
540;J;14;0;15;20;80
541;M;14;0;15;20;80
545;J;9;30;10;50;80
546;M;9;30;10;50;80
550;M;15;30;16;50;80
557;V;14;0;16;50;170
564;V;14;0;16;50;170
571;V;14;0;16;50;170
578;V;14;0;16;50;170
585;V;14;0;16;50;170
592;V;14;0;16;50;170
599;L;14;0;15;20;80
600;I;14;0;15;20;80
607;I;15;30;18;20;190
614;M;14;0;16;50;170
621;L;6;30;9;20;190
628;L;15;30;18;20;190
635;L;9;30;12;20;190
642;M;17;0;19;50;170
649;L;17;0;18;20;80
656;V;6;30;9;20;190
663;M;6;30;9;20;190
670;I;6;30;9;20;190
677;I;17;0;19;50;170
684;M;11;0;12;20;80
685;V;11;0;12;20;80
692;M;11;0;12;20;80
693;V;11;0;12;20;80
700;I;14;0;16;50;170
707;L;12;30;15;20;190
714;I;11;0;12;20;80
715;L;11;0;12;20;80
719;J;9;30;10;50;80
720;M;9;30;10;50;80
724;M;9;30;10;50;80
725;V;9;30;10;50;80
732;L;14;0;15;20;80
733;J;14;0;15;20;80
740;L;14;0;15;20;80
741;I;14;0;15;20;80
748;L;11;0;12;20;80
749;J;11;0;12;20;80
756;L;15;30;16;50;80
757;I;15;30;16;50;80
764;M;11;0;12;20;80
765;J;11;0;12;20;80
772;L;11;0;12;20;80
773;J;11;0;12;20;80
780;L;8;0;9;20;80
781;J;8;0;9;20;80
788;L;11;0;12;20;80
789;I;11;0;12;20;80
796;L;11;0;12;20;80
797;J;11;0;12;20;80
804;M;8;0;9;20;80
805;J;8;0;9;20;80
812;M;14;0;15;20;80
813;J;14;0;15;20;80
820;V;11;0;12;20;80
821;I;11;0;12;20;80
825;J;15;30;16;50;80
826;M;15;30;16;50;80
830;L;8;0;9;20;80
831;I;8;0;9;20;80
838;M;6;30;7;50;80
839;V;6;30;7;50;80
846;M;8;0;9;20;80
847;V;8;0;9;20;80
854;J;6;30;7;50;80
855;L;6;30;7;50;80
859;M;12;30;13;50;80
860;J;12;30;13;50;80
867;L;17;0;19;50;170
874;M;14;0;16;50;170
881;M;9;30;10;50;80
882;J;9;30;10;50;80
889;L;9;30;10;50;80
890;J;9;30;10;50;80
897;L;9;30;10;50;80
898;I;9;30;10;50;80
905;M;9;30;10;50;80
906;V;9;30;10;50;80
913;V;6;30;7;50;80
914;I;6;30;7;50;80
918;L;11;0;12;20;80
919;J;11;0;12;20;80
926;V;9;30;10;50;80
933;I;11;0;12;20;80
934;L;11;0;12;20;80
938;M;14;0;16;50;170
945;M;14;0;16;50;170
952;J;12;30;13;50;80
953;M;12;30;13;50;80
957;I;15;30;16;50;80
958;L;15;30;16;50;80
962;I;12;30;13;50;80
963;L;12;30;13;50;80
967;L;11;0;12;20;80
968;I;11;0;12;20;80
975;L;9;30;10;50;80
976;J;9;30;10;50;80
983;I;9;30;10;50;80
984;V;9;30;10;50;80
991;I;14;0;15;20;80
992;L;14;0;15;20;80
996;M;8;0;9;20;80
997;J;8;0;9;20;80
1004;L;15;30;16;50;80
1005;J;15;30;16;50;80
1012;M;8;0;9;20;80
1013;J;8;0;9;20;80
1020;M;11;0;12;20;80
1021;J;11;0;12;20;80
1028;M;8;0;9;20;80
1029;J;8;0;9;20;80
1036;L;12;30;13;50;80
1037;I;12;30;13;50;80
1044;V;14;0;16;50;170
1051;L;8;0;9;20;80
1052;I;8;0;9;20;80
1059;L;14;0;16;50;170
1066;M;11;0;12;20;80
1067;J;11;0;12;20;80
1074;L;14;0;15;20;80
1075;I;14;0;15;20;80
1082;J;14;0;16;50;170
1089;L;9;30;10;50;80
1090;I;9;30;10;50;80
1097;I;11;0;12;20;80
1098;L;11;0;12;20;80
1102;M;14;0;16;50;170
1109;M;12;30;13;50;80
1110;V;12;30;13;50;80
1117;I;14;0;16;50;170
1124;J;17;0;18;20;80
1125;L;17;0;18;20;80
1129;V;17;0;19;50;170
1136;V;17;0;19;50;170
1143;L;8;0;9;20;80
1144;I;8;0;9;20;80
1151;I;12;30;15;20;190
1158;I;8;0;9;20;80
1159;L;8;0;9;20;80
1163;M;12;30;13;50;80
1164;J;12;30;13;50;80
1171;V;12;30;13;50;80
1172;I;12;30;13;50;80
1176;M;9;30;10;50;80
1177;V;9;30;10;50;80
1184;V;11;0;12;20;80
1185;M;11;0;12;20;80
1189;M;14;0;15;20;80
1190;V;14;0;15;20;80
1197;M;15;30;16;50;80
1198;V;15;30;16;50;80
1205;M;15;30;16;50;80
1206;V;15;30;16;50;80
1213;V;14;0;15;20;80
1214;I;14;0;15;20;80
1218;I;17;0;18;20;80
1219;V;17;0;18;20;80
1226;L;14;0;15;20;80
1227;J;14;0;15;20;80
1234;M;12;30;13;50;80
1235;V;12;30;13;50;80
1242;L;8;0;9;20;80
1243;V;8;0;9;20;80
1250;L;8;0;9;20;80
1251;V;8;0;9;20;80
1258;L;12;30;13;50;80
1259;J;12;30;13;50;80
1266;V;8;0;9;20;80
1267;L;8;0;9;20;80
1271;I;15;30;18;20;190
1278;M;9;30;10;50;80
1279;J;9;30;10;50;80
1286;L;14;0;15;20;80
1287;I;14;0;15;20;80
1294;I;8;0;9;20;80
1295;L;8;0;9;20;80
1299;I;17;0;19;50;170
1306;L;15;30;16;50;80
1307;I;15;30;16;50;80
1314;L;17;0;18;20;80
1315;I;17;0;18;20;80
1322;I;12;30;13;50;80
1323;V;12;30;13;50;80
1330;L;15;30;18;20;190
1337;M;8;0;9;20;80
1338;J;8;0;9;20;80
1345;L;14;0;15;20;80
1346;I;14;0;15;20;80
1353;V;14;0;15;20;80
1354;I;14;0;15;20;80
1358;I;9;30;12;20;190
1365;I;12;30;13;50;80
1366;L;12;30;13;50;80
1370;L;18;0;20;50;170
1371;S;18;0;20;50;170
1375;I;18;0;20;50;170
1382;L;18;0;20;50;170
1383;S;18;0;20;50;170
1387;J;18;0;20;50;170
1394;I;18;0;20;50;170
1401;M;18;0;20;50;170
1408;M;18;0;20;50;170
1415;L;18;0;20;50;170
1422;M;18;0;20;50;170
1429;J;9;0;11;50;170
1430;V;9;0;11;50;170
1431;S;9;0;11;50;170
1432;J;14;0;17;50;230
1433;V;14;0;17;50;230
1434;S;14;0;17;50;230
1435;J;9;0;11;50;170
1436;V;9;0;11;50;170
1437;S;9;0;11;50;170
1438;J;14;0;17;50;230
1439;V;14;0;17;50;230
1440;S;14;0;17;50;230
1441;V;17;0;18;50;110
1442;I;17;0;18;50;110
1446;S;9;0;11;50;170
1453;S;9;0;11;50;170
1460;M;11;0;12;20;80
1461;J;11;0;12;20;80
1468;J;16;0;19;50;230
1475;I;15;30;16;50;80
1482;I;6;30;7;50;80
1483;J;6;30;7;50;80
1490;L;9;30;10;50;80
1491;M;9;30;10;50;80
1498;M;12;30;13;50;80
1505;J;14;0;15;20;80
1512;M;14;0;15;20;80
1519;M;14;0;15;20;80
1520;I;14;0;15;20;80
1524;M;11;0;12;20;80
1525;I;11;0;12;20;80
1532;J;11;0;12;20;80
1533;M;11;0;12;20;80
1537;L;11;0;12;20;80
1538;M;11;0;12;20;80
1545;I;12;30;13;50;80
1546;L;12;30;13;50;80
1550;L;11;0;12;20;80
1551;V;11;0;12;20;80
1558;L;13;0;13;50;50
1559;M;13;0;13;50;50
1560;J;13;0;13;50;50
1567;J;15;30;16;50;80
1568;M;15;30;16;50;80
1572;L;15;30;16;50;80
1573;V;15;30;16;50;80
1580;I;8;0;9;20;80
1587;M;8;0;9;20;80
1594;J;9;30;10;50;80
1601;L;9;30;10;50;80
1608;L;15;30;16;50;80
1615;V;12;30;13;50;80
1622;L;12;30;13;50;80
1629;V;9;30;10;50;80
1636;J;9;30;10;50;80
1643;J;14;0;15;20;80
1650;J;12;30;13;50;80
1657;J;8;0;9;20;80
1658;M;8;0;9;20;80
1662;M;14;0;15;20;80
1663;I;14;0;15;20;80
1667;L;6;30;7;50;80
1668;J;6;30;7;50;80
1669;L;6;30;7;50;80
1670;J;8;0;9;20;80
1671;V;8;0;9;20;80
1678;V;14;0;15;20;80
1679;J;14;0;15;20;80
1683;J;8;0;9;20;80
1684;M;8;0;9;20;80
1688;V;15;30;16;50;80
1689;J;15;30;16;50;80
1693;M;9;30;10;20;70
1694;I;9;30;10;20;70
1695;J;9;30;10;20;70
1702;M;11;0;12;20;80
1703;J;11;0;12;20;80
1710;M;9;30;10;50;80
1711;J;9;30;10;50;80
1718;I;15;30;16;50;80
1719;V;15;30;16;50;80
1726;I;14;0;15;20;80
1727;V;14;0;15;20;80
1734;I;15;30;16;50;80
1735;J;15;30;16;50;80
1742;M;15;30;16;50;80
1743;I;15;30;16;50;80
1750;L;17;0;18;50;110
1757;J;12;30;13;50;80
1758;V;12;30;13;50;80
1765;V;15;0;16;50;110
1766;I;15;0;16;50;110
1770;M;14;0;15;20;80
1771;J;14;0;15;20;80
1778;L;8;0;9;20;80
1779;V;8;0;9;20;80
1786;M;17;0;18;20;80
1787;J;17;0;18;20;80
1794;I;15;30;17;20;130
1795;J;15;30;17;20;130
1802;L;8;0;10;50;170
1809;L;15;30;17;20;130
1810;J;15;30;17;20;130
1814;J;12;30;13;50;80
1821;M;11;0;12;20;80
1822;J;11;0;12;20;80
1829;L;11;0;12;20;80
1830;I;11;0;12;20;80
1837;L;11;0;12;20;80
1838;I;11;0;12;20;80
1845;J;11;0;12;22;82
1846;M;11;0;12;22;82
1850;J;18;0;20;50;170
1851;J;18;0;20;50;170
1852;J;18;0;20;50;170
1853;J;18;0;20;50;170
1854;J;18;0;20;50;170
1855;J;18;0;20;50;170
1856;J;18;0;20;50;170
1857;J;18;0;20;50;170
1858;J;18;0;20;50;170
1859;J;18;0;20;50;170
1860;J;18;0;20;50;170
1861;J;18;0;20;50;170
1862;M;18;0;20;50;170
1869;V;18;0;20;50;170
1876;V;6;30;11;20;310
1877;V;6;30;11;20;310
1878;V;6;30;11;20;310
1879;J;6;30;9;20;190
1880;J;6;30;9;20;190
1881;J;6;30;9;20;190
1882;J;6;30;9;20;190
1883;J;6;30;9;20;190
1884;J;6;30;9;20;190
1885;V;6;30;11;20;310
1886;V;6;30;11;20;310
1887;V;6;30;11;20;310
1888;J;6;30;9;20;190
1889;J;6;30;9;20;190
1890;J;6;30;9;20;190
1891;J;6;30;9;20;190
1892;J;6;30;9;20;190
1893;J;6;30;9;20;190
1894;J;18;0;20;50;170
1895;J;18;0;20;50;170
1896;J;18;0;20;50;170
1897;V;13;0;17;50;290
1898;V;13;0;17;50;290
1899;V;13;0;17;50;290
1900;V;13;0;17;50;290
1901;V;13;0;17;50;290
1902;V;13;0;17;50;290
1903;J;13;0;17;50;290
1904;J;13;0;17;50;290
1905;J;13;0;17;50;290
1906;J;13;0;17;50;290
1907;J;13;0;17;50;290
1908;J;13;0;17;50;290
1909;I;6;30;9;20;190
1916;M;6;30;9;20;190
1923;J;6;30;11;20;310
1924;J;6;30;11;20;310
1925;J;6;30;11;20;310
1926;S;7;0;11;50;290
1927;S;7;0;11;50;290
1928;S;7;0;11;50;290
1929;J;18;0;20;50;170
1930;J;18;0;20;50;170
1931;J;18;0;20;50;170
1932;S;10;0;13;20;200
1933;S;10;0;13;20;200
1934;S;10;0;13;20;200
1935;S;7;0;9;50;170
1942;S;10;0;12;50;170
1949;S;7;0;9;50;170
1956;V;14;0;17;50;230
1957;V;14;0;17;50;230
1958;V;14;0;17;50;230
1959;V;18;0;21;20;200
1960;J;18;0;21;20;200
1961;J;18;0;21;20;200
1962;L;14;0;15;20;80
1963;I;14;0;15;20;80
1970;J;10;0;11;20;80
1971;M;10;0;11;20;80
1975;J;15;30;16;50;80
1976;L;15;30;16;50;80
1980;M;8;0;9;20;80
1981;J;8;0;9;20;80
1988;M;8;0;9;20;80
1989;V;8;0;9;20;80
1996;L;14;0;15;20;80
1997;I;14;0;15;20;80
2004;L;11;0;12;20;80
2005;J;11;0;12;20;80
2012;M;9;30;10;50;80
2013;J;9;30;10;50;80
2020;J;12;30;13;50;80
2021;M;12;30;13;50;80
2025;J;14;0;15;20;80
2026;L;14;0;15;20;80
2030;L;11;0;12;20;80
2031;I;11;0;12;20;80
2038;M;8;0;9;20;80
2039;J;8;0;9;20;80
2046;M;8;0;9;20;80
2047;J;8;0;9;20;80
2054;I;11;0;12;20;80
2055;L;11;0;12;20;80
2059;L;17;0;19;50;170
2066;V;17;0;19;50;170
2073;M;6;30;9;20;190
2080;M;17;0;19;50;170
2087;I;6;30;9;20;190
2094;V;17;0;19;50;170
2101;V;6;30;9;20;190
2108;J;6;30;9;20;190
2115;L;6;30;9;20;190
2122;I;17;0;19;50;170
2129;I;17;0;19;50;170
2136;M;17;0;19;50;170
2143;M;17;0;19;50;170
2150;M;17;0;19;50;170
2157;L;17;0;19;50;170
2164;I;17;0;19;50;170
2171;L;7;0;9;50;170
2178;I;17;0;19;50;170
2185;J;17;0;19;50;170
2192;L;17;0;19;50;170
2199;I;6;30;9;20;190
2206;J;17;0;19;50;170
2213;J;9;30;10;50;80
2214;M;9;30;10;50;80
2218;I;9;30;10;50;80
2219;V;9;30;10;50;80
2226;I;17;0;19;50;170
2233;J;6;30;9;20;190
2240;L;17;0;19;50;170
2247;I;17;0;19;50;170
2254;M;14;0;16;50;170
2261;L;14;0;16;50;170
2268;V;16;0;18;50;170
2275;M;17;0;19;50;170
2282;J;14;0;16;50;170
2289;I;11;0;12;20;80
2290;L;11;0;12;20;80
2294;J;9;30;10;50;80
2301;M;8;0;10;50;170
2308;I;9;30;10;50;80
2309;V;9;30;10;50;80
2316;I;14;0;15;20;80
2317;V;14;0;15;20;80
2324;L;6;30;7;50;80
2325;J;6;30;7;50;80
2332;M;17;0;18;20;80
2339;M;6;30;7;50;80
2346;I;17;0;18;20;80
2353;I;8;0;9;20;80
2360;M;9;30;10;50;80
2361;J;9;30;10;50;80
2368;M;12;30;13;50;80
2369;J;12;30;13;50;80
2376;L;9;30;10;50;80
2377;I;9;30;10;50;80
2384;M;6;30;7;50;80
2385;J;6;30;7;50;80
2392;I;15;30;16;50;80
2393;L;15;30;16;50;80
2397;M;14;0;16;50;170
2404;V;8;0;9;20;80
2405;L;8;0;9;20;80
2409;J;14;0;15;20;80
2416;V;8;0;9;20;80
2417;I;8;0;9;20;80
2421;I;11;0;12;20;80
2422;V;11;0;12;20;80
2429;L;14;0;15;20;80
2430;I;14;0;15;20;80
2437;M;11;0;12;20;80
2438;J;11;0;12;20;80
2445;J;17;0;18;20;80
2446;M;17;0;18;20;80
2450;I;8;0;9;20;80
2451;V;8;0;9;20;80
2458;I;14;0;16;50;170
2459;V;14;0;16;50;170
2466;L;8;0;10;50;170
2473;I;15;30;16;50;80
2474;L;15;30;16;50;80
2478;I;14;0;15;20;80
2479;V;14;0;15;20;80
2486;M;12;30;13;50;80
2487;J;12;30;13;50;80
2494;L;11;0;12;20;80
2495;J;11;0;12;20;80
2502;L;12;30;13;50;80
2503;I;12;30;13;50;80
2510;J;9;30;10;50;80
2511;L;9;30;10;50;80
2515;M;8;0;10;50;170
2522;M;12;30;13;50;80
2523;J;12;30;13;50;80
2530;I;11;0;12;20;80
2531;V;11;0;12;20;80
2538;L;14;0;15;20;80
2539;J;14;0;15;20;80
2546;V;9;30;10;50;80
2547;M;9;30;10;50;80
2551;L;8;0;9;20;80
2552;V;8;0;9;20;80
2559;I;9;30;10;50;80
2560;L;9;30;10;50;80
2564;L;15;30;16;50;80
2565;J;15;30;16;50;80
2572;I;12;30;13;50;80
2573;L;12;30;13;50;80
2577;L;14;0;15;20;80
2578;I;14;0;15;20;80
2585;L;15;30;16;50;80
2586;J;15;30;16;50;80
2593;V;14;0;15;20;80
2594;M;14;0;15;20;80
2598;M;17;0;18;20;80
2599;J;17;0;18;20;80
2606;L;14;0;15;20;80
2607;J;14;0;15;20;80
2614;L;11;0;12;20;80
2615;J;11;0;12;20;80
2622;L;15;30;18;20;190
2629;V;15;30;18;20;190
2636;I;15;30;18;20;190
2643;M;15;30;18;20;190
2650;M;15;30;18;20;190
2657;J;6;30;9;20;190
2664;I;9;30;12;20;190
2671;L;8;0;9;20;80
2678;L;9;30;10;50;80
2685;L;11;0;12;20;80
2692;L;11;0;12;20;80
2699;L;12;30;13;50;80
2706;L;14;0;15;20;80
2713;L;14;0;15;20;80
2720;L;15;30;16;50;80
2727;M;9;30;10;50;80
2734;M;11;0;12;20;80
2741;M;15;30;16;50;80
2748;I;8;0;9;20;80
2755;I;9;30;10;50;80
2762;L;15;30;16;50;80
2769;I;9;30;10;50;80
2776;I;15;30;16;50;80
2783;J;12;30;13;50;80
2790;I;11;0;12;20;80
2797;I;11;0;12;20;80
2804;I;12;30;13;50;80
2811;I;12;30;13;50;80
2818;I;14;0;15;20;80
2825;I;15;30;16;50;80
2832;J;8;0;9;20;80
2839;J;11;0;12;20;80
2846;V;8;0;9;20;80
2853;V;8;0;9;20;80
2860;V;9;30;10;50;80
2867;V;9;30;10;50;80
2874;V;14;0;15;20;80
2881;I;17;0;19;50;170
2888;L;17;0;19;50;170
2895;J;17;0;19;50;170
2902;M;17;0;19;50;170
2909;V;14;0;18;50;290
2910;S;14;0;18;50;290
2914;V;14;0;18;50;290
2915;S;14;0;18;50;290
2916;V;14;0;18;50;290
2917;V;14;0;18;50;290
2918;S;14;0;18;50;290
2919;V;14;0;18;50;290
2920;V;14;0;18;50;290
2921;S;14;0;18;50;290
2925;V;14;0;18;50;290
2926;S;14;0;18;50;290
2927;V;14;0;18;50;290
2928;L;6;30;8;20;130
2929;M;6;30;8;20;130
2930;I;6;30;8;20;130
2931;J;6;30;8;20;130
2932;V;6;30;8;20;130
2933;L;6;30;8;20;130
2934;M;6;30;8;20;130
2935;I;6;30;8;20;130
2936;J;6;30;8;20;130
2937;V;6;30;8;20;130
2938;L;6;30;8;20;130
2939;M;6;30;8;20;130
2940;I;6;30;8;20;130
2941;J;6;30;8;20;130
2942;V;6;30;8;20;130
2943;L;6;30;8;20;130
2944;M;6;30;8;20;130
2945;I;6;30;8;20;130
2946;J;6;30;8;20;130
2947;V;6;30;8;20;130
2948;L;6;30;8;20;130
2949;M;6;30;8;20;130
2950;I;6;30;8;20;130
2951;J;6;30;8;20;130
2952;V;6;30;8;20;130
2953;L;6;30;8;20;130
2954;S;8;30;11;20;190
2955;S;8;30;11;20;190
2956;S;8;30;11;20;190
2957;V;14;0;16;50;170
2958;V;14;0;16;50;170
2959;V;14;0;16;50;170
2960;S;13;0;15;50;170
2961;S;13;0;15;50;170
2962;S;13;0;15;50;170
2963;I;17;0;19;50;170
2970;J;17;0;19;50;170
2977;J;17;0;19;50;170
2984;I;15;30;17;20;130
2985;V;15;30;17;20;130
2992;L;14;0;15;50;110
2993;I;14;0;15;50;110
3000;M;11;0;12;50;110
3001;J;11;0;12;50;110
3008;L;12;30;14;20;130
3009;I;12;30;14;20;130
3016;L;6;30;8;20;130
3017;J;6;30;8;20;130
3024;L;11;0;12;20;80
3025;J;11;0;12;20;80
3032;L;6;30;7;50;80
3033;J;6;30;7;50;80
3040;M;8;0;9;20;80
3041;V;8;0;9;20;80
3048;M;9;30;10;50;80
3049;V;9;30;10;50;80
3056;M;9;30;10;50;80
3057;V;9;30;10;50;80
3064;M;14;0;15;20;80
3065;V;14;0;15;20;80
3072;L;14;0;15;20;80
3073;J;14;0;15;20;80
3080;V;11;0;12;20;80
3081;M;11;0;12;20;80
3085;M;14;0;15;20;80
3086;V;14;0;15;20;80
3093;J;14;0;16;50;170
3100;M;8;0;9;20;80
3101;V;8;0;9;20;80
3108;L;6;30;7;50;80
3109;I;6;30;7;50;80
3116;M;6;30;7;50;80
3117;V;6;30;7;50;80
3124;L;6;30;7;50;80
3125;J;6;30;7;50;80
3132;L;11;0;12;20;80
3133;I;11;0;12;20;80
3140;J;9;30;10;50;80
3141;L;9;30;10;50;80
3145;L;15;30;16;50;80
3146;J;15;30;16;50;80
3153;L;11;0;12;20;80
3154;I;11;0;12;20;80
3161;M;8;0;9;20;80
3168;L;8;0;9;20;80
3169;I;8;0;9;20;80
3176;L;14;0;15;20;80
3177;J;14;0;15;20;80
3184;L;14;0;15;20;80
3185;I;14;0;15;20;80
3192;M;9;30;10;50;80
3193;J;9;30;10;50;80
3200;M;11;0;12;20;80
3207;M;12;30;13;50;80
3214;L;12;30;13;50;80
3215;I;12;30;13;50;80
3222;M;14;0;15;20;80
3223;J;14;0;15;20;80
3230;L;17;0;18;20;80
3231;I;17;0;18;20;80
3238;L;9;30;10;50;80
3239;I;9;30;10;50;80
3246;L;15;30;16;50;80
3247;I;15;30;16;50;80
3254;L;15;30;16;50;80
3255;J;15;30;16;50;80
3262;M;6;30;7;50;80
3263;V;6;30;7;50;80
3270;I;6;30;7;50;80
3271;V;6;30;7;50;80
3278;I;8;0;9;20;80
3279;L;8;0;9;20;80
3283;I;17;0;18;20;80
3284;V;17;0;18;20;80
3291;L;15;30;16;50;80
3292;J;15;30;16;50;80
3299;I;14;0;15;50;110
3300;L;14;0;15;50;110
3304;M;9;30;11;20;130
3305;J;9;30;11;20;130
3312;L;8;0;9;50;110
3313;I;8;0;9;50;110
3320;L;14;0;15;20;80
3321;J;14;0;15;20;80
3328;L;8;0;9;20;80
3329;V;8;0;9;20;80
3336;M;9;30;11;20;130
3337;J;9;30;11;20;130
3344;M;6;30;8;20;130
3345;J;6;30;8;20;130
3352;M;8;0;9;50;110
3353;J;8;0;9;50;110
3360;I;8;0;9;50;110
3361;V;8;0;9;50;110
3368;J;14;0;15;50;110
3369;M;14;0;15;50;110
3373;L;6;30;8;20;130
3374;I;6;30;8;20;130
3381;M;12;30;14;20;130
3382;V;12;30;14;20;130
3389;M;8;0;9;50;110
3390;V;8;0;9;50;110
3397;I;9;30;11;20;130
3398;V;9;30;11;20;130
3405;L;9;30;11;20;130
3406;I;9;30;11;20;130
3413;M;6;30;8;20;130
3414;V;6;30;8;20;130
3421;L;6;30;8;20;130
3422;I;6;30;8;20;130
3429;M;9;30;11;20;130
3430;J;9;30;11;20;130
3437;M;11;0;12;20;80
3438;J;11;0;12;20;80
3445;L;6;30;7;50;80
3446;I;6;30;7;50;80
3453;M;6;30;7;50;80
3454;J;6;30;7;50;80
3461;M;9;30;11;20;130
3462;J;9;30;11;20;130
3469;L;11;0;12;50;110
3470;I;11;0;12;50;110
3477;L;6;30;7;50;80
3478;J;6;30;7;50;80
3485;I;6;30;7;50;80
3486;V;6;30;7;50;80
3493;L;14;0;15;20;80
3494;I;14;0;15;20;80
3501;M;12;30;13;50;80
3502;J;12;30;13;50;80
3509;M;8;0;9;20;80
3510;J;8;0;9;20;80
3517;L;8;0;9;20;80
3518;I;8;0;9;20;80
3525;M;6;30;7;50;80
3526;J;6;30;7;50;80
3533;L;8;0;9;20;80
3534;I;8;0;9;20;80
3541;L;9;30;11;20;130
3542;I;9;30;11;20;130
3549;L;17;0;18;50;110
3550;I;17;0;18;50;110
3557;M;17;0;18;50;110
3558;J;17;0;18;50;110
3565;L;14;0;15;20;80
3566;I;14;0;15;20;80
3573;M;12;30;13;50;80
3574;J;12;30;13;50;80
3581;I;6;30;7;50;80
3582;V;6;30;7;50;80
3589;L;6;30;7;50;80
3590;I;6;30;7;50;80
3597;M;12;30;14;20;130
3598;J;12;30;14;20;130
3605;L;14;0;15;50;110
3606;I;14;0;15;50;110
3613;L;11;0;12;50;110
3614;I;11;0;12;50;110
3621;V;14;0;15;20;80
3622;M;14;0;15;20;80
3626;L;12;30;13;50;80
3627;I;12;30;13;50;80
3634;I;17;0;18;20;80
3635;V;17;0;18;20;80
3642;I;6;30;7;50;80
3643;V;6;30;7;50;80
3650;I;8;0;9;20;80
3651;L;8;0;9;20;80
3655;J;8;0;9;20;80
3656;M;8;0;9;20;80
3660;L;11;0;12;20;80
3661;I;11;0;12;20;80
3668;M;17;0;18;20;80
3669;J;17;0;18;20;80
3676;M;6;30;7;50;80
3677;V;6;30;7;50;80
3684;M;9;30;10;50;80
3685;J;9;30;10;50;80
3692;M;15;30;16;50;80
3693;J;15;30;16;50;80
3694;J;15;30;16;50;80
3695;M;8;0;9;20;80
3696;V;8;0;9;20;80
